統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
27719048,2020,745714.01,102.77,706122.93,105.11,39591.08,73.58,
27719048,2019,725600.14,100,671789.89,100,53810.25,100,
27719048,2018,712707.11,98.22,650716.17,96.86,61990.94,115.2,
27719048,2017,541862.24,74.68,431067.72,64.17,110794.52,205.9,
27719048,2016,514985.66,70.97,426324.69,63.46,88660.97,164.77,
27719048,2015,527671.02,72.72,432499.23,64.38,95171.79,176.87,
27719048,2014,513578.76,70.78,435887.66,64.88,77691.1,144.38,
27719048,2021,813664.6,112.14,797808,118.76,15856.6,29.47,T
27719048,2022,881615.19,121.5,889493.07,132.41,0,0,T
27719048,2023,949565.78,130.87,981178.14,146.05,0,0,T
27719048,2024,1017516.37,140.23,1072863.21,159.7,0,0,T
27719048,2025,1085466.96,149.6,1164548.28,173.35,0,0,T
27719048,2026,1153417.55,158.96,1256233.35,187,0,0,T
27719048,2027,1221368.14,168.33,1347918.42,200.65,0,0,T
27719048,2028,1289318.73,177.69,1439603.49,214.29,0,0,T
27719048,2029,1357269.32,187.05,1531288.56,227.94,0,0,T
27719048,2030,1425219.91,196.42,1622973.63,241.59,0,0,T
27719048,2031,1493170.5,205.78,1714658.7,255.24,0,0,T
27719048,2032,1561121.09,215.15,1806343.77,268.89,0,0,T
27719048,2033,1629071.68,224.51,1898028.84,282.53,0,0,T
27719048,2034,1697022.27,233.88,1989713.91,296.18,0,0,T
27719048,2035,1764972.86,243.24,2081398.98,309.83,0,0,T
27719048,2036,1832923.45,252.61,2173084.05,323.48,0,0,T
27719048,2037,1900874.04,261.97,2264769.12,337.12,0,0,T
27719048,2038,1968824.63,271.34,2356454.19,350.77,0,0,T
27719048,2039,2036775.22,280.7,2448139.26,364.42,0,0,T
27719048,2040,2104725.81,290.07,2539824.33,378.07,0,0,T
27719048,2041,2172676.4,299.43,2631509.4,391.72,0,0,T
27719048,2042,2240626.99,308.8,2723194.47,405.36,0,0,T
27719048,2043,2308577.58,318.16,2814879.54,419.01,0,0,T
27719048,2044,2376528.17,327.53,2906564.61,432.66,0,0,T
27719048,2045,2444478.76,336.89,2998249.68,446.31,0,0,T
27719048,2046,2512429.35,346.26,3089934.75,459.96,0,0,T
27719048,2047,2580379.94,355.62,3181619.82,473.6,0,0,T
27719048,2048,2648330.53,364.98,3273304.89,487.25,0,0,T
27719048,2049,2716281.12,374.35,3364989.96,500.9,0,0,T
27719048,2050,2784231.71,383.71,3456675.03,514.55,0,0,T
