統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
70584724,2020,270544.9,97.16,95664.16,99.65,174880.74,95.86,
70584724,2019,278446.11,100,96003.19,100,182442.92,100,
70584724,2018,261841.12,94.04,88746.7,92.44,173094.42,94.88,
70584724,2017,277166.21,99.54,96920.32,100.96,180245.89,98.8,
70584724,2016,380314.44,136.58,121421.27,126.48,258893.17,141.9,
70584724,2015,209432.75,75.21,83025.33,86.48,126407.42,69.29,
70584724,2014,222695.66,79.98,107780.11,112.27,114915.55,62.99,
70584724,2021,268337.8,96.37,95245.44,99.21,173092.36,94.87,T
70584724,2022,266130.69,95.58,94826.72,98.77,171303.97,93.89,T
70584724,2023,263923.59,94.78,94408,98.34,169515.59,92.91,T
70584724,2024,261716.49,93.99,93989.28,97.9,167727.21,91.93,T
70584724,2025,259509.38,93.2,93570.56,97.47,165938.82,90.95,T
70584724,2026,257302.28,92.41,93151.84,97.03,164150.44,89.97,T
70584724,2027,255095.18,91.61,92733.12,96.59,162362.06,88.99,T
70584724,2028,252888.07,90.82,92314.4,96.16,160573.67,88.01,T
70584724,2029,250680.97,90.03,91895.68,95.72,158785.29,87.03,T
70584724,2030,248473.87,89.24,91476.96,95.29,156996.91,86.05,T
70584724,2031,246266.76,88.44,91058.24,94.85,155208.52,85.07,T
70584724,2032,244059.66,87.65,90639.52,94.41,153420.14,84.09,T
70584724,2033,241852.56,86.86,90220.8,93.98,151631.76,83.11,T
70584724,2034,239645.45,86.07,89802.08,93.54,149843.37,82.13,T
70584724,2035,237438.35,85.27,89383.36,93.1,148054.99,81.15,T
70584724,2036,235231.25,84.48,88964.64,92.67,146266.61,80.17,T
70584724,2037,233024.14,83.69,88545.92,92.23,144478.22,79.19,T
70584724,2038,230817.04,82.89,88127.2,91.8,142689.84,78.21,T
70584724,2039,228609.94,82.1,87708.48,91.36,140901.46,77.23,T
70584724,2040,226402.83,81.31,87289.76,90.92,139113.07,76.25,T
70584724,2041,224195.73,80.52,86871.04,90.49,137324.69,75.27,T
70584724,2042,221988.63,79.72,86452.32,90.05,135536.31,74.29,T
70584724,2043,219781.52,78.93,86033.6,89.62,133747.92,73.31,T
70584724,2044,217574.42,78.14,85614.88,89.18,131959.54,72.33,T
70584724,2045,215367.32,77.35,85196.16,88.74,130171.16,71.35,T
70584724,2046,213160.21,76.55,84777.44,88.31,128382.77,70.37,T
70584724,2047,210953.11,75.76,84358.72,87.87,126594.39,69.39,T
70584724,2048,208746.01,74.97,83940,87.43,124806.01,68.41,T
70584724,2049,206538.9,74.18,83521.28,87,123017.62,67.43,T
70584724,2050,204331.8,73.38,83102.56,86.56,121229.24,66.45,T
04388145,2020,375912.65,96.44,43882.62,91.52,332030.03,97.13,
04388145,2019,389790.68,100,47951.17,100,341839.51,100,
04388145,2018,404233.69,103.71,43660.35,91.05,360573.34,105.48,
04388145,2017,406883.51,104.39,45515.96,94.92,361367.55,105.71,
04388145,2016,363496.28,93.25,40317.06,84.08,323179.22,94.54,
04388145,2015,343357.37,88.09,39540.18,82.46,303817.19,88.88,
04388145,2014,320752.29,82.29,39019.29,81.37,281733,82.42,
04388145,2021,365589.03,93.79,43338.17,90.38,322250.86,94.27,T
04388145,2022,355265.41,91.14,42793.73,89.24,312471.68,91.41,T
04388145,2023,344941.79,88.49,42249.28,88.11,302692.51,88.55,T
04388145,2024,334618.17,85.85,41704.83,86.97,292913.34,85.69,T
04388145,2025,324294.55,83.2,41160.39,85.84,283134.16,82.83,T
04388145,2026,313970.93,80.55,40615.94,84.7,273354.99,79.97,T
04388145,2027,303647.31,77.9,40071.49,83.57,263575.82,77.11,T
04388145,2028,293323.69,75.25,39527.05,82.43,253796.64,74.24,T
04388145,2029,283000.07,72.6,38982.6,81.3,244017.47,71.38,T
04388145,2030,272676.45,69.95,38438.15,80.16,234238.3,68.52,T
04388145,2031,262352.83,67.31,37893.71,79.03,224459.12,65.66,T
04388145,2032,252029.21,64.66,37349.26,77.89,214679.95,62.8,T
04388145,2033,241705.59,62.01,36804.81,76.75,204900.78,59.94,T
04388145,2034,231381.97,59.36,36260.37,75.62,195121.6,57.08,T
04388145,2035,221058.35,56.71,35715.92,74.48,185342.43,54.22,T
04388145,2036,210734.73,54.06,35171.47,73.35,175563.26,51.36,T
04388145,2037,200411.11,51.42,34627.03,72.21,165784.08,48.5,T
04388145,2038,190087.49,48.77,34082.58,71.08,156004.91,45.64,T
04388145,2039,179763.87,46.12,33538.13,69.94,146225.74,42.78,T
04388145,2040,169440.25,43.47,32993.69,68.81,136446.56,39.92,T
04388145,2041,159116.63,40.82,32449.24,67.67,126667.39,37.05,T
04388145,2042,148793.01,38.17,31904.79,66.54,116888.22,34.19,T
04388145,2043,138469.39,35.52,31360.35,65.4,107109.04,31.33,T
04388145,2044,128145.77,32.88,30815.9,64.27,97329.87,28.47,T
04388145,2045,117822.15,30.23,30271.45,63.13,87550.7,25.61,T
04388145,2046,107498.53,27.58,29727.01,61.99,77771.52,22.75,T
04388145,2047,97174.91,24.93,29182.56,60.86,67992.35,19.89,T
04388145,2048,86851.29,22.28,28638.11,59.72,58213.18,17.03,T
04388145,2049,76527.67,19.63,28093.67,58.59,48434,14.17,T
04388145,2050,66204.05,16.98,27549.22,57.45,38654.83,11.31,T
