統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
22663571,2020,55042.98,108.95,23475.01,105.11,31567.97,112,
22663571,2019,50520.08,100,22334.23,100,28185.85,100,
22663571,2018,57249.18,113.32,27015.84,120.96,30233.34,107.26,
22663571,2017,56424.62,111.69,25813.9,115.58,30610.72,108.6,
22663571,2016,53770.66,106.43,25697.9,115.06,28072.76,99.6,
22663571,2015,53774.06,106.44,30509.32,136.6,23264.74,82.54,
22663571,2014,60950.91,120.65,37360.24,167.28,23590.67,83.7,
22663571,2021,54582.43,108.04,22695.38,101.62,31887.05,113.13,T
22663571,2022,54121.89,107.13,21915.75,98.13,32206.14,114.26,T
22663571,2023,53661.34,106.22,21136.12,94.64,32525.22,115.4,T
22663571,2024,53200.79,105.31,20356.49,91.14,32844.3,116.53,T
22663571,2025,52740.25,104.39,19576.86,87.65,33163.39,117.66,T
22663571,2026,52279.7,103.48,18797.23,84.16,33482.47,118.79,T
22663571,2027,51819.15,102.57,18017.6,80.67,33801.55,119.92,T
22663571,2028,51358.61,101.66,17237.97,77.18,34120.64,121.06,T
22663571,2029,50898.06,100.75,16458.34,73.69,34439.72,122.19,T
22663571,2030,50437.51,99.84,15678.71,70.2,34758.8,123.32,T
22663571,2031,49976.97,98.92,14899.08,66.71,35077.89,124.45,T
22663571,2032,49516.42,98.01,14119.45,63.22,35396.97,125.58,T
22663571,2033,49055.87,97.1,13339.82,59.73,35716.05,126.72,T
22663571,2034,48595.33,96.19,12560.19,56.24,36035.14,127.85,T
22663571,2035,48134.78,95.28,11780.56,52.75,36354.22,128.98,T
22663571,2036,47674.23,94.37,11000.93,49.26,36673.3,130.11,T
22663571,2037,47213.69,93.46,10221.3,45.77,36992.39,131.24,T
22663571,2038,46753.14,92.54,9441.67,42.27,37311.47,132.38,T
22663571,2039,46292.59,91.63,8662.04,38.78,37630.55,133.51,T
22663571,2040,45832.05,90.72,7882.41,35.29,37949.64,134.64,T
22663571,2041,45371.5,89.81,7102.78,31.8,38268.72,135.77,T
22663571,2042,44910.95,88.9,6323.15,28.31,38587.8,136.9,T
22663571,2043,44450.41,87.99,5543.52,24.82,38906.89,138.04,T
22663571,2044,43989.86,87.07,4763.89,21.33,39225.97,139.17,T
22663571,2045,43529.31,86.16,3984.26,17.84,39545.05,140.3,T
22663571,2046,43068.77,85.25,3204.63,14.35,39864.14,141.43,T
22663571,2047,42608.22,84.34,2425,10.86,40183.22,142.57,T
22663571,2048,42147.67,83.43,1645.37,7.37,40502.3,143.7,T
22663571,2049,41687.13,82.52,865.74,3.88,40821.39,144.83,T
22663571,2050,41226.58,81.6,86.11,0.39,41140.47,145.96,T
34263157,2020,37099.31,112.88,27659.3,113.38,9440.01,111.46,
34263157,2019,32865.29,100,24395.53,100,8469.76,100,
34263157,2018,32957.16,100.28,24381.62,99.94,8575.54,101.25,
34263157,2017,36486.42,111.02,26870.75,110.15,9615.67,113.53,
34263157,2016,37617.11,114.46,28637.02,117.39,8980.09,106.03,
34263157,2015,46214.43,140.62,35361.79,144.95,10852.64,128.13,
34263157,2014,47542.46,144.66,37015.53,151.73,10526.93,124.29,
34263157,2021,37303.61,113.5,27922.15,114.46,9381.46,110.76,T
34263157,2022,37507.9,114.13,28185,115.53,9322.9,110.07,T
34263157,2023,37712.2,114.75,28447.85,116.61,9264.35,109.38,T
34263157,2024,37916.5,115.37,28710.7,117.69,9205.8,108.69,T
34263157,2025,38120.79,115.99,28973.55,118.77,9147.24,108,T
34263157,2026,38325.09,116.61,29236.4,119.84,9088.69,107.31,T
34263157,2027,38529.39,117.23,29499.25,120.92,9030.14,106.62,T
34263157,2028,38733.68,117.86,29762.1,122,8971.58,105.92,T
34263157,2029,38937.98,118.48,30024.95,123.08,8913.03,105.23,T
34263157,2030,39142.28,119.1,30287.8,124.15,8854.48,104.54,T
34263157,2031,39346.57,119.72,30550.65,125.23,8795.92,103.85,T
34263157,2032,39550.87,120.34,30813.5,126.31,8737.37,103.16,T
34263157,2033,39755.17,120.96,31076.35,127.39,8678.82,102.47,T
34263157,2034,39959.46,121.59,31339.2,128.46,8620.26,101.78,T
34263157,2035,40163.76,122.21,31602.05,129.54,8561.71,101.09,T
34263157,2036,40368.06,122.83,31864.9,130.62,8503.16,100.39,T
34263157,2037,40572.35,123.45,32127.75,131.7,8444.6,99.7,T
34263157,2038,40776.65,124.07,32390.6,132.77,8386.05,99.01,T
34263157,2039,40980.95,124.69,32653.45,133.85,8327.5,98.32,T
34263157,2040,41185.24,125.32,32916.3,134.93,8268.94,97.63,T
34263157,2041,41389.54,125.94,33179.15,136.01,8210.39,96.94,T
34263157,2042,41593.84,126.56,33442,137.08,8151.84,96.25,T
34263157,2043,41798.13,127.18,33704.85,138.16,8093.28,95.56,T
34263157,2044,42002.43,127.8,33967.7,139.24,8034.73,94.86,T
34263157,2045,42206.73,128.42,34230.55,140.31,7976.18,94.17,T
34263157,2046,42411.02,129.05,34493.4,141.39,7917.62,93.48,T
34263157,2047,42615.32,129.67,34756.25,142.47,7859.07,92.79,T
34263157,2048,42819.62,130.29,35019.1,143.55,7800.52,92.1,T
34263157,2049,43023.91,130.91,35281.95,144.62,7741.96,91.41,T
34263157,2050,43228.21,131.53,35544.8,145.7,7683.41,90.72,T
