統編,分類,子分類,項目,來自公司報告,單位,年份,數值
16096852,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,8038893.0200000005
16096852,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,1239.89
16096852,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,8040132.91
16596337,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,947866.22
16596337,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,6848.64
16596337,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,954714.86
27945086,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,641508.87
27945086,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,6371.1
27945086,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,647879.97
70783006,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,1914803.9100000001
70783006,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,51875.94
70783006,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,1966679.85
70833553,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,626769.87
70833553,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,3574.74
70833553,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,630344.61
96933037,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,1205426.3499999999
96933037,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,5914.11
96933037,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,1211340.46
96975970,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,11545459.39
96975970,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,0
96975970,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,11545459.39
96976990,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,845375.54
96976990,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,9712.7
96976990,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,855088.24
16096852,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,7912422.100000001
16096852,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,1051.93
16096852,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,7913474.03
16596337,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,812833.81
