統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
46007218,2020,104774.64,109.18,83736.82,109.39,21037.82,108.33,
46007218,2019,95969.07,100,76548.07,100,19421,100,
46007218,2018,99894.78,104.09,79170.46,103.43,20724.32,106.71,
46007218,2017,101904.54,106.18,80982.4,105.79,20922.14,107.73,
46007218,2016,99263.03,103.43,79846.61,104.31,19416.42,99.98,
46007218,2015,96614.93,100.67,77616.65,101.4,18998.28,97.82,
46007218,2014,73952.8,77.06,59144.31,77.26,14808.49,76.25,
46007218,2021,105731.34,110.17,84654.96,110.59,21076.38,108.52,T
46007218,2022,106688.04,111.17,85573.1,111.79,21114.94,108.72,T
46007218,2023,107644.74,112.17,86491.24,112.99,21153.5,108.92,T
46007218,2024,108601.44,113.16,87409.38,114.19,21192.06,109.12,T
46007218,2025,109558.14,114.16,88327.52,115.39,21230.62,109.32,T
46007218,2026,110514.84,115.16,89245.66,116.59,21269.18,109.52,T
46007218,2027,111471.54,116.15,90163.8,117.79,21307.74,109.71,T
46007218,2028,112428.24,117.15,91081.94,118.99,21346.3,109.91,T
46007218,2029,113384.94,118.15,92000.08,120.19,21384.86,110.11,T
46007218,2030,114341.64,119.14,92918.22,121.39,21423.42,110.31,T
46007218,2031,115298.34,120.14,93836.36,122.58,21461.98,110.51,T
46007218,2032,116255.04,121.14,94754.5,123.78,21500.54,110.71,T
46007218,2033,117211.74,122.13,95672.64,124.98,21539.1,110.91,T
46007218,2034,118168.44,123.13,96590.78,126.18,21577.66,111.1,T
46007218,2035,119125.14,124.13,97508.92,127.38,21616.22,111.3,T
46007218,2036,120081.84,125.13,98427.06,128.58,21654.78,111.5,T
46007218,2037,121038.54,126.12,99345.2,129.78,21693.34,111.7,T
46007218,2038,121995.24,127.12,100263.34,130.98,21731.9,111.9,T
46007218,2039,122951.94,128.12,101181.48,132.18,21770.46,112.1,T
46007218,2040,123908.64,129.11,102099.62,133.38,21809.02,112.3,T
46007218,2041,124865.34,130.11,103017.76,134.58,21847.58,112.49,T
46007218,2042,125822.04,131.11,103935.9,135.78,21886.14,112.69,T
46007218,2043,126778.74,132.1,104854.04,136.98,21924.7,112.89,T
46007218,2044,127735.44,133.1,105772.18,138.18,21963.26,113.09,T
46007218,2045,128692.14,134.1,106690.32,139.38,22001.82,113.29,T
46007218,2046,129648.84,135.09,107608.46,140.58,22040.38,113.49,T
46007218,2047,130605.54,136.09,108526.6,141.78,22078.94,113.69,T
46007218,2048,131562.24,137.09,109444.74,142.98,22117.5,113.88,T
46007218,2049,132518.94,138.09,110362.88,144.17,22156.06,114.08,T
46007218,2050,133475.64,139.08,111281.02,145.37,22194.62,114.28,T
47109348,2020,125383.56,106.46,96558.12,108.45,28825.44,100.3,
47109348,2019,117773.91,100,89034.34,100,28739.57,100,
47109348,2018,122491.48,104.01,91245.1,102.48,31246.38,108.72,
47109348,2017,138515.64,117.61,104946.56,117.87,33569.08,116.8,
47109348,2016,114186.52,96.95,85833.18,96.4,28353.34,98.66,
47109348,2015,135843.39,115.34,104520.11,117.39,31323.28,108.99,
47109348,2014,114960.07,97.61,87683.84,98.48,27276.23,94.91,
47109348,2021,121006.2,102.74,93761.97,105.31,27244.23,94.8,T
47109348,2022,116628.84,99.03,90965.83,102.17,25663.01,89.3,T
47109348,2023,112251.48,95.31,88169.68,99.03,24081.8,83.79,T
47109348,2024,107874.12,91.59,85373.53,95.89,22500.59,78.29,T
47109348,2025,103496.76,87.88,82577.39,92.75,20919.37,72.79,T
47109348,2026,99119.4,84.16,79781.24,89.61,19338.16,67.29,T
47109348,2027,94742.04,80.44,76985.09,86.47,17756.95,61.79,T
47109348,2028,90364.68,76.73,74188.95,83.33,16175.73,56.28,T
47109348,2029,85987.32,73.01,71392.8,80.19,14594.52,50.78,T
47109348,2030,81609.96,69.29,68596.65,77.05,13013.31,45.28,T
47109348,2031,77232.6,65.58,65800.51,73.9,11432.09,39.78,T
47109348,2032,72855.24,61.86,63004.36,70.76,9850.88,34.28,T
47109348,2033,68477.88,58.14,60208.21,67.62,8269.67,28.77,T
47109348,2034,64100.52,54.43,57412.07,64.48,6688.45,23.27,T
47109348,2035,59723.16,50.71,54615.92,61.34,5107.24,17.77,T
47109348,2036,55345.8,46.99,51819.77,58.2,3526.03,12.27,T
47109348,2037,50968.44,43.28,49023.63,55.06,1944.81,6.77,T
47109348,2038,46591.08,39.56,46227.48,51.92,363.6,1.27,T
47109348,2039,42213.72,35.84,43431.33,48.78,0,0,T
47109348,2040,37836.36,32.13,40635.19,45.64,0,0,T
47109348,2041,33459,28.41,37839.04,42.5,0,0,T
47109348,2042,29081.64,24.69,35042.89,39.36,0,0,T
47109348,2043,24704.28,20.98,32246.75,36.22,0,0,T
47109348,2044,20326.92,17.26,29450.6,33.08,0,0,T
47109348,2045,15949.56,13.54,26654.45,29.94,0,0,T
47109348,2046,11572.2,9.83,23858.31,26.8,0,0,T
47109348,2047,7194.84,6.11,21062.16,23.66,0,0,T
47109348,2048,2817.48,2.39,18266.01,20.52,0,0,T
47109348,2049,0,0,15469.87,17.38,0,0,T
47109348,2050,0,0,12673.72,14.23,0,0,T
