統編,年份,Tot 數值,Tot 變化,Tot1 數值,Tot1 變化,Tot2 數值,Tot2 變化,是預測值
11384806,2029,4896542.03,147.11,2789783.28,129.51,2106758.75,179.38,T
11384806,2030,5054968.63,151.86,2862326.53,132.87,2192642.1,186.7,T
11384806,2031,5213395.24,156.62,2934869.78,136.24,2278525.46,194.01,T
11384806,2032,5371821.84,161.38,3007413.03,139.61,2364408.81,201.32,T
11384806,2033,5530248.44,166.14,3079956.28,142.98,2450292.16,208.64,T
11384806,2034,5688675.05,170.9,3152499.53,146.34,2536175.52,215.95,T
11384806,2035,5847101.65,175.66,3225042.78,149.71,2622058.87,223.26,T
11384806,2036,6005528.25,180.42,3297586.03,153.08,2707942.22,230.57,T
11384806,2037,6163954.86,185.18,3370129.28,156.45,2793825.58,237.89,T
11384806,2038,6322381.46,189.94,3442672.53,159.82,2879708.93,245.2,T
11384806,2039,6480808.06,194.7,3515215.78,163.18,2965592.28,252.51,T
11384806,2040,6639234.67,199.46,3587759.03,166.55,3051475.64,259.82,T
11384806,2041,6797661.27,204.22,3660302.28,169.92,3137358.99,267.14,T
11384806,2042,6956087.87,208.98,3732845.53,173.29,3223242.34,274.45,T
11384806,2043,7114514.48,213.74,3805388.78,176.65,3309125.7,281.76,T
11384806,2044,7272941.08,218.5,3877932.03,180.02,3395009.05,289.08,T
11384806,2045,7431367.68,223.26,3950475.28,183.39,3480892.4,296.39,T
11384806,2046,7589794.29,228.02,4023018.53,186.76,3566775.76,303.7,T
11384806,2047,7748220.89,232.78,4095561.78,190.12,3652659.11,311.01,T
11384806,2048,7906647.49,237.54,4168105.03,193.49,3738542.46,318.33,T
11384806,2049,8065074.1,242.3,4240648.28,196.86,3824425.82,325.64,T
11384806,2050,8223500.7,247.06,4313191.53,200.23,3910309.17,332.95,T
12233428,2020,823829.07,96.93,121012.47,97.06,702816.6,96.91,
12233428,2019,849910.62,100,124674.47,100,725236.15,100,
12233428,2018,1669938.23,196.48,297759.4,238.83,1372178.83,189.2,
12233428,2017,1756016.33,206.61,301012.7,241.44,1455003.63,200.62,
12233428,2016,1559312.96,183.47,252634.3,202.64,1306678.66,180.17,
12233428,2015,1550314.25,182.41,194285.69,155.83,1356028.56,186.98,
12233428,2014,961716.58,113.16,150484.15,120.7,811232.43,111.86,
12233428,2021,513099.98,60.37,61012.39,48.94,452087.59,62.34,T
12233428,2022,202370.9,23.81,1012.32,0.81,201358.58,27.76,T
12233428,2023,0,0,0,0,0,0,T
12233428,2024,0,0,0,0,0,0,T
12233428,2025,0,0,0,0,0,0,T
12233428,2026,0,0,0,0,0,0,T
12233428,2027,0,0,0,0,0,0,T
12233428,2028,0,0,0,0,0,0,T
12233428,2029,0,0,0,0,0,0,T
12233428,2030,0,0,0,0,0,0,T
12233428,2031,0,0,0,0,0,0,T
12233428,2032,0,0,0,0,0,0,T
12233428,2033,0,0,0,0,0,0,T
12233428,2034,0,0,0,0,0,0,T
12233428,2035,0,0,0,0,0,0,T
12233428,2036,0,0,0,0,0,0,T
12233428,2037,0,0,0,0,0,0,T
12233428,2038,0,0,0,0,0,0,T
12233428,2039,0,0,0,0,0,0,T
12233428,2040,0,0,0,0,0,0,T
12233428,2041,0,0,0,0,0,0,T
12233428,2042,0,0,0,0,0,0,T
12233428,2043,0,0,0,0,0,0,T
12233428,2044,0,0,0,0,0,0,T
12233428,2045,0,0,0,0,0,0,T
12233428,2046,0,0,0,0,0,0,T
12233428,2047,0,0,0,0,0,0,T
12233428,2048,0,0,0,0,0,0,T
12233428,2049,0,0,0,0,0,0,T
12233428,2050,0,0,0,0,0,0,T
14057995,2020,332807,101.86,39787.9,70.44,293019.1,108.43,
14057995,2019,326715.16,100,56485.84,100,270229.32,100,
14057995,2018,347361.57,106.32,57109.12,101.1,290252.45,107.41,
14057995,2017,342939.56,104.97,52759.39,93.4,290180.17,107.38,
14057995,2016,340429.01,104.2,48011.85,85,292417.16,108.21,
14057995,2015,320946.03,98.23,66732.43,118.14,254213.6,94.07,
14057995,2014,313780.24,96.04,77235.8,136.73,236544.44,87.53,
14057995,2021,329429.48,100.83,35464.07,62.78,293965.41,108.78,T
14057995,2022,326051.96,99.8,31140.24,55.13,294911.72,109.13,T
14057995,2023,322674.44,98.76,26816.41,47.47,295858.03,109.48,T
14057995,2024,319296.92,97.73,22492.58,39.82,296804.34,109.83,T
14057995,2025,315919.4,96.7,18168.75,32.17,297750.65,110.18,T
14057995,2026,312541.88,95.66,13844.92,24.51,298696.96,110.53,T
14057995,2027,309164.36,94.63,9521.09,16.86,299643.27,110.88,T
14057995,2028,305786.84,93.59,5197.26,9.2,300589.58,111.23,T
14057995,2029,302409.32,92.56,873.43,1.55,301535.89,111.59,T
14057995,2030,299031.8,91.53,0,0,302482.2,111.94,T
14057995,2031,295654.28,90.49,0,0,303428.51,112.29,T
14057995,2032,292276.76,89.46,0,0,304374.82,112.64,T
14057995,2033,288899.24,88.43,0,0,305321.13,112.99,T
14057995,2034,285521.72,87.39,0,0,306267.44,113.34,T
14057995,2035,282144.2,86.36,0,0,307213.75,113.69,T
14057995,2036,278766.68,85.32,0,0,308160.06,114.04,T
14057995,2037,275389.16,84.29,0,0,309106.37,114.39,T
14057995,2038,272011.64,83.26,0,0,310052.68,114.74,T
14057995,2039,268634.12,82.22,0,0,310998.99,115.09,T
14057995,2040,265256.6,81.19,0,0,311945.3,115.44,T
14057995,2041,261879.08,80.16,0,0,312891.61,115.79,T
14057995,2042,258501.56,79.12,0,0,313837.92,116.14,T
14057995,2043,255124.04,78.09,0,0,314784.23,116.49,T
14057995,2044,251746.52,77.05,0,0,315730.54,116.84,T
14057995,2045,248369,76.02,0,0,316676.85,117.19,T
14057995,2046,244991.48,74.99,0,0,317623.16,117.54,T
14057995,2047,241613.96,73.95,0,0,318569.47,117.89,T
14057995,2048,238236.44,72.92,0,0,319515.78,118.24,T
14057995,2049,234858.92,71.88,0,0,320462.09,118.59,T
14057995,2050,231481.4,70.85,0,0,321408.4,118.94,T
38033305,2020,63380.09,97.99,44750.67,97.37,18629.42,99.51,
38033305,2019,64679.1,100,45958.49,100,18720.61,100,
38033305,2018,65458.93,101.21,46732.72,101.68,18726.21,100.03,
38033305,2017,58212.43,90,39966.33,86.96,18246.1,97.47,
38033305,2016,56722.47,87.7,34024.35,74.03,22698.12,121.25,
38033305,2015,46904.79,72.52,33771.11,73.48,13133.68,70.16,
38033305,2021,65102.64,100.65,46345.45,100.84,18757.19,100.2,T
38033305,2022,66825.2,103.32,47940.23,104.31,18884.97,100.88,T
38033305,2023,68547.75,105.98,49535.01,107.78,19012.74,101.56,T
38033305,2024,70270.3,108.64,51129.79,111.25,19140.51,102.24,T
38033305,2025,71992.86,111.31,52724.57,114.72,19268.29,102.93,T
38033305,2026,73715.41,113.97,54319.35,118.19,19396.06,103.61,T
38033305,2027,75437.96,116.63,55914.13,121.66,19523.83,104.29,T
38033305,2028,77160.52,119.3,57508.91,125.13,19651.61,104.97,T
38033305,2029,78883.07,121.96,59103.69,128.6,19779.38,105.66,T
38033305,2030,80605.62,124.62,60698.47,132.07,19907.15,106.34,T
38033305,2031,82328.18,127.29,62293.25,135.54,20034.93,107.02,T
38033305,2032,84050.73,129.95,63888.03,139.01,20162.7,107.7,T
38033305,2033,85773.28,132.61,65482.81,142.48,20290.47,108.39,T
38033305,2034,87495.84,135.28,67077.59,145.95,20418.25,109.07,T
38033305,2035,89218.39,137.94,68672.37,149.42,20546.02,109.75,T
38033305,2036,90940.94,140.6,70267.15,152.89,20673.79,110.43,T
38033305,2037,92663.5,143.27,71861.93,156.36,20801.57,111.12,T
38033305,2038,94386.05,145.93,73456.71,159.83,20929.34,111.8,T
38033305,2039,96108.6,148.59,75051.49,163.3,21057.11,112.48,T
38033305,2040,97831.16,151.26,76646.27,166.77,21184.89,113.16,T
38033305,2041,99553.71,153.92,78241.05,170.24,21312.66,113.85,T
38033305,2042,101276.26,156.58,79835.83,173.71,21440.43,114.53,T
38033305,2043,102998.82,159.25,81430.61,177.18,21568.21,115.21,T
38033305,2044,104721.37,161.91,83025.39,180.65,21695.98,115.89,T
38033305,2045,106443.92,164.57,84620.17,184.12,21823.75,116.58,T
38033305,2046,108166.48,167.24,86214.95,187.59,21951.53,117.26,T
38033305,2047,109889.03,169.9,87809.73,191.06,22079.3,117.94,T
38033305,2048,111611.58,172.56,89404.51,194.53,22207.07,118.62,T
38033305,2049,113334.14,175.23,90999.29,198,22334.85,119.31,T
38033305,2050,115056.69,177.89,92594.07,201.47,22462.62,119.99,T
86120031,2020,275142.05,86.04,163753.61,89.89,111388.44,80.94,
86120031,2019,319799.72,100,182176.94,100,137622.78,100,
86120031,2018,373607.32,116.83,227088.76,124.65,146518.56,106.46,
86120031,2017,336415.51,105.2,195384.3,107.25,141031.21,102.48,
86120031,2016,308203.85,96.37,167041.34,91.69,141162.51,102.57,
86120031,2015,384496.44,120.23,217265.4,119.26,167231.04,121.51,
86120031,2014,499025.44,156.04,290118.48,159.25,208906.96,151.8,
86120031,2021,254717.56,79.65,153210.05,84.1,101507.52,73.76,T
86120031,2022,234293.08,73.26,142666.48,78.31,91626.59,66.58,T
86120031,2023,213868.59,66.88,132122.92,72.52,81745.67,59.4,T
86120031,2024,193444.1,60.49,121579.36,66.74,71864.75,52.22,T
86120031,2025,173019.62,54.1,111035.79,60.95,61983.82,45.04,T
86120031,2026,152595.13,47.72,100492.23,55.16,52102.9,37.86,T
86120031,2027,132170.64,41.33,89948.67,49.37,42221.98,30.68,T
86120031,2028,111746.16,34.94,79405.1,43.59,32341.05,23.5,T
86120031,2029,91321.67,28.56,68861.54,37.8,22460.13,16.32,T
86120031,2030,70897.18,22.17,58317.98,32.01,12579.21,9.14,T
86120031,2031,50472.7,15.78,47774.41,26.22,2698.28,1.96,T
86120031,2032,30048.21,9.4,37230.85,20.44,0,0,T
86120031,2033,9623.72,3.01,26687.29,14.65,0,0,T
86120031,2034,0,0,16143.72,8.86,0,0,T
86120031,2035,0,0,5600.16,3.07,0,0,T
86120031,2036,0,0,0,0,0,0,T
86120031,2037,0,0,0,0,0,0,T
86120031,2038,0,0,0,0,0,0,T
86120031,2039,0,0,0,0,0,0,T
86120031,2040,0,0,0,0,0,0,T
86120031,2041,0,0,0,0,0,0,T
86120031,2042,0,0,0,0,0,0,T
86120031,2043,0,0,0,0,0,0,T
86120031,2044,0,0,0,0,0,0,T
86120031,2045,0,0,0,0,0,0,T
86120031,2046,0,0,0,0,0,0,T
86120031,2047,0,0,0,0,0,0,T
86120031,2048,0,0,0,0,0,0,T
86120031,2049,0,0,0,0,0,0,T
86120031,2050,0,0,0,0,0,0,T
07066907,2020,429871.42,89.3,424801.66,91.61,5069.76,28.7,
07066907,2019,481379.2,100,463712.99,100,17666.21,100,
07066907,2018,554465.44,115.18,520059.21,112.15,34406.23,194.76,
07066907,2017,455798.76,94.69,420605.92,90.7,35192.84,199.21,
07066907,2016,471038.86,97.85,439395.41,94.76,31643.45,179.12,
07066907,2015,459304.22,95.41,433326.49,93.45,25977.73,147.05,
07066907,2014,520341.71,108.09,478584.94,103.21,41756.77,236.37,
07066907,2021,421228.97,87.5,426200.24,91.91,0,0,T
07066907,2022,412586.53,85.71,427598.82,92.21,0,0,T
07066907,2023,403944.08,83.91,428997.4,92.51,0,0,T
07066907,2024,395301.63,82.12,430395.98,92.82,0,0,T
07066907,2025,386659.19,80.32,431794.56,93.12,0,0,T
07066907,2026,378016.74,78.53,433193.14,93.42,0,0,T
07066907,2027,369374.29,76.73,434591.72,93.72,0,0,T
07066907,2028,360731.85,74.94,435990.3,94.02,0,0,T
07066907,2029,352089.4,73.14,437388.88,94.32,0,0,T
07066907,2030,343446.95,71.35,438787.46,94.62,0,0,T
07066907,2031,334804.51,69.55,440186.04,94.93,0,0,T
07066907,2032,326162.06,67.76,441584.62,95.23,0,0,T
07066907,2033,317519.61,65.96,442983.2,95.53,0,0,T
07066907,2034,308877.17,64.17,444381.78,95.83,0,0,T
07066907,2035,300234.72,62.37,445780.36,96.13,0,0,T
07066907,2036,291592.27,60.57,447178.94,96.43,0,0,T
07066907,2037,282949.83,58.78,448577.52,96.74,0,0,T
07066907,2038,274307.38,56.98,449976.1,97.04,0,0,T
07066907,2039,265664.93,55.19,451374.68,97.34,0,0,T
07066907,2040,257022.49,53.39,452773.26,97.64,0,0,T
07066907,2041,248380.04,51.6,454171.84,97.94,0,0,T
07066907,2042,239737.59,49.8,455570.42,98.24,0,0,T
07066907,2043,231095.15,48.01,456969,98.55,0,0,T
07066907,2044,222452.7,46.21,458367.58,98.85,0,0,T
07066907,2045,213810.25,44.42,459766.16,99.15,0,0,T
07066907,2046,205167.81,42.62,461164.74,99.45,0,0,T
07066907,2047,196525.36,40.83,462563.32,99.75,0,0,T
07066907,2048,187882.91,39.03,463961.9,100.05,0,0,T
07066907,2049,179240.47,37.23,465360.48,100.36,0,0,T
07066907,2050,170598.02,35.44,466759.06,100.66,0,0,T
04312878,2020,84244.54,89.68,62022.43,87.82,22222.11,95.29,
04312878,2019,93942.35,100,70621.92,100,23320.43,100,
04312878,2018,87393.32,93.03,63341.7,89.69,24051.62,103.14,
04312878,2017,90991.72,96.86,64442.4,91.25,26549.32,113.85,
04312878,2016,85773.64,91.3,61066.41,86.47,24707.23,105.95,
04312878,2015,87753.6,93.41,63737.59,90.25,24016.01,102.98,
04312878,2014,100226.3,106.69,75235.12,106.53,24991.18,107.16,
04312878,2021,81995.48,87.28,61215.77,86.68,20779.71,89.11,T
04312878,2022,79746.42,84.89,60409.12,85.54,19337.3,82.92,T
04312878,2023,77497.36,82.49,59602.46,84.4,17894.9,76.73,T
04312878,2024,75248.3,80.1,58795.8,83.25,16452.5,70.55,T
04312878,2025,72999.24,77.71,57989.15,82.11,15010.09,64.36,T
04312878,2026,70750.18,75.31,57182.49,80.97,13567.69,58.18,T
04312878,2027,68501.12,72.92,56375.83,79.83,12125.29,51.99,T
04312878,2028,66252.06,70.52,55569.18,78.69,10682.88,45.81,T
04312878,2029,64003,68.13,54762.52,77.54,9240.48,39.62,T
04312878,2030,61753.94,65.74,53955.86,76.4,7798.08,33.44,T
04312878,2031,59504.88,63.34,53149.21,75.26,6355.67,27.25,T
04312878,2032,57255.82,60.95,52342.55,74.12,4913.27,21.07,T
04312878,2033,55006.76,58.55,51535.89,72.97,3470.87,14.88,T
04312878,2034,52757.7,56.16,50729.24,71.83,2028.46,8.7,T
04312878,2035,50508.64,53.77,49922.58,70.69,586.06,2.51,T
04312878,2036,48259.58,51.37,49115.92,69.55,0,0,T
04312878,2037,46010.52,48.98,48309.27,68.41,0,0,T
04312878,2038,43761.46,46.58,47502.61,67.26,0,0,T
04312878,2039,41512.4,44.19,46695.95,66.12,0,0,T
04312878,2040,39263.34,41.8,45889.3,64.98,0,0,T
04312878,2041,37014.28,39.4,45082.64,63.84,0,0,T
04312878,2042,34765.22,37.01,44275.98,62.69,0,0,T
04312878,2043,32516.16,34.61,43469.33,61.55,0,0,T
04312878,2044,30267.1,32.22,42662.67,60.41,0,0,T
04312878,2045,28018.04,29.82,41856.01,59.27,0,0,T
04312878,2046,25768.98,27.43,41049.36,58.13,0,0,T
04312878,2047,23519.92,25.04,40242.7,56.98,0,0,T
04312878,2048,21270.86,22.64,39436.04,55.84,0,0,T
04312878,2049,19021.8,20.25,38629.39,54.7,0,0,T
04312878,2050,16772.74,17.85,37822.73,53.56,0,0,T
