統編,年份,Tot數值,Tot變化,是推估值
16834268,2020,158680.73,78.02,
16834268,2021,155507.12,76.46,T
16834268,2022,152333.5,74.9,T
16834268,2023,149159.89,73.34,T
16834268,2024,145986.27,71.78,T
16834268,2025,142812.66,70.22,
16834268,2026,139639.04,68.66,T
16834268,2027,136465.43,67.1,T
16834268,2028,133291.81,65.54,T
16834268,2029,130118.2,63.98,T
16834268,2030,126944.58,62.42,
16834268,2031,123770.97,60.86,T
16834268,2032,120597.35,59.29,T
16834268,2033,117423.74,57.73,T
16834268,2034,114250.13,56.17,T
16834268,2035,111076.51,54.61,
16834268,2036,107902.9,53.05,T
16834268,2037,104729.28,51.49,T
16834268,2038,101555.67,49.93,T
16834268,2039,98382.05,48.37,T
16834268,2040,95208.44,46.81,
16834268,2041,92034.82,45.25,T
16834268,2042,88861.21,43.69,T
16834268,2043,85687.59,42.13,T
16834268,2044,82513.98,40.57,T
16834268,2045,79340.37,39.01,
16834268,2046,76166.75,37.45,T
16834268,2047,72993.14,35.89,T
16834268,2048,69819.52,34.33,T
16834268,2049,66645.91,32.77,T
16834268,2050,63472.29,31.21,
