統編,分類,子分類,項目,來自公司報告,單位,年份,數值
02750963,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,138.39000000000033
02750963,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,5324.94
02750963,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,5463.33
02750963,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,127
02750963,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,5146.71
02750963,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,5273.71
02750963,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2019,140.08999999999924
02750963,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2019,5315.02
02750963,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2019,5455.11
02750963,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2020,111.32000000000062
02750963,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2020,5286.2
02750963,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2020,5397.52
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,0.32
02750963,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2010,0.023
02750963,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2010,0.002
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2010,0.295
02750963,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2011,0.023
02750963,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2011,0.002
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2011,0.096
02750963,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2012,0.001
02750963,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2012,0.001
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2012,0.126
02750963,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2013,0.002
02750963,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2013,0.002
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2013,0.32799999999999996
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2014,0.9069999999999999
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2015,0.321
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2016,0.21300000000000002
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2017,0.39999999999999997
02750963,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2018,0.01
02750963,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2018,0.002
02750963,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2018,0.017
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2018,2.429
02750963,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2019,0.002
02750963,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2019,0.009000000000000001
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2019,0.33699999999999997
02750963,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2020,0.253
02750963,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2020,0.005
02750963,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2020,0.032
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2020,7.736
02750963,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2021,0.20600000000000002
02750963,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2021,0.004
02750963,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2021,0.027
02750963,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2021,7.146
02750963,E,環境違規,違反環境法規金額,,元,2011,6000
02750963,E,環境違規,違反環境法規次數,,次,2011,1
02750963,E,環境違規,違反環境法規金額,,元,2012,200000
02750963,E,環境違規,違反環境法規次數,,次,2012,1
02750963,E,環境違規,違反環境法規金額,,元,2013,60000
02750963,E,環境違規,違反環境法規次數,,次,2013,1
02750963,E,環境違規,違反環境法規金額,,元,2014,160000
02750963,E,環境違規,違反環境法規次數,,次,2014,1
02750963,E,環境違規,違反環境法規金額,,元,2016,147000
02750963,E,環境違規,違反環境法規次數,,次,2016,3
02750963,E,環境違規,違反環境法規金額,,元,2019,83000
02750963,E,環境違規,違反環境法規次數,,次,2019,2
02750963,G,資本額,資本額,,元,2020,467966000
02750963,G,資本額,資本額,,元,2019,467966000
