統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
16635562,2020,36327.04,80.59,27095.46,76.19,9231.58,97.01,
16635562,2019,45079.12,100,35563.26,100,9515.86,100,
16635562,2018,46370.08,102.86,37158.99,104.49,9211.09,96.8,
16635562,2017,53372.59,118.4,42420.67,119.28,10951.92,115.09,
16635562,2016,57127.91,126.73,46381.21,130.42,10746.7,112.93,
16635562,2015,51823.56,114.96,41862.25,117.71,9961.31,104.68,
16635562,2014,56467.06,125.26,45847.41,128.92,10619.65,111.6,
16635562,2021,30645.19,67.98,21987.06,61.83,8658.13,90.99,T
16635562,2022,24963.34,55.38,16878.65,47.46,8084.69,84.96,T
16635562,2023,19281.49,42.77,11770.25,33.1,7511.24,78.93,T
16635562,2024,13599.64,30.17,6661.85,18.73,6937.79,72.91,T
16635562,2025,7917.79,17.56,1553.44,4.37,6364.35,66.88,T
16635562,2026,2235.94,4.96,0,0,5790.9,60.86,T
16635562,2027,0,0,0,0,5217.45,54.83,T
16635562,2028,0,0,0,0,4644.01,48.8,T
16635562,2029,0,0,0,0,4070.56,42.78,T
16635562,2030,0,0,0,0,3497.11,36.75,T
16635562,2031,0,0,0,0,2923.67,30.72,T
16635562,2032,0,0,0,0,2350.22,24.7,T
16635562,2033,0,0,0,0,1776.77,18.67,T
16635562,2034,0,0,0,0,1203.33,12.65,T
16635562,2035,0,0,0,0,629.88,6.62,T
16635562,2036,0,0,0,0,56.43,0.59,T
16635562,2037,0,0,0,0,0,0,T
16635562,2038,0,0,0,0,0,0,T
16635562,2039,0,0,0,0,0,0,T
16635562,2040,0,0,0,0,0,0,T
16635562,2041,0,0,0,0,0,0,T
16635562,2042,0,0,0,0,0,0,T
16635562,2043,0,0,0,0,0,0,T
16635562,2044,0,0,0,0,0,0,T
16635562,2045,0,0,0,0,0,0,T
16635562,2046,0,0,0,0,0,0,T
16635562,2047,0,0,0,0,0,0,T
16635562,2048,0,0,0,0,0,0,T
16635562,2049,0,0,0,0,0,0,T
16635562,2050,0,0,0,0,0,0,T
