統編,分類,子分類,項目,來自公司報告,單位,年份,數值
97170472,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,68.6200000000008
97170472,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,9236.83
97170472,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,9305.45
97170472,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,808.0699999999997
97170472,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,9447.94
97170472,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,10256.01
97170472,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,823.0599999999995
97170472,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,10208
97170472,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,11031.06
97170472,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,559.0699999999997
97170472,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,9950.9
97170472,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,10509.97
97170472,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2019,470.1900000000005
97170472,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2019,9411.82
97170472,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2019,9882.01
97170472,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2019,390.45299534673114
97170472,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2020,457.64000000000124
97170472,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2020,9632.38
97170472,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2020,10090.02
97170472,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2020,381.47480362026056
97170472,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2021,532.7999999999993
97170472,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2021,10582.92
97170472,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2021,11115.72
16022634,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
16022634,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
33724081,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,無
33724081,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
16443570,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
16443570,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
16586555,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司108年溫室氣體排放量為798.63噸，目標以108年為基準，預定109~113年溫室氣體排放量累計減少120噸。截至110年累計減少80噸。
16586555,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
16264983,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
16264983,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
16211142,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司預計於115年12月完成目標訂定；在此之前，以用電度數逐年遞減1%為目標而努力。
16211142,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
16433708,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司預計於111年進行溫室氣體盤查，並完成查證。
16433708,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
84149462,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,目前尚無
84149462,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
12375925,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12375925,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
16999508,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,每度電所生產數量0.55 PCS/度以上每度電所產生營業額1250元/度以上廢鋁報廢率1g/PCS以下
16999508,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
70498381,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,評估中
70498381,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
28496495,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
28496495,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12658515,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,時程規劃中(預計114年底完成溫室氣體盤查、116年底前完成外部查證)。
12658515,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
12894047,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12894047,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
28984305,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,尚未制定相關目標。
28984305,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
16744506,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
16744506,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
89549184,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,年度排放總量與員工人數正相關，透過行政管理使空調設備運轉更有效率。透過關閉部分照明及空調之策略，來減少用電量。本公司二氧化碳排放量99%以上來自電力，因此電力的節約為節能減碳之優先目標，預計111年節省用電與110年比較將節省1%為目標，持續減少溫室氣體總排放量。
89549184,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
21223267,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
21223267,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
23882531,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,尚未擬訂具體之目標。
23882531,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
16634613,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,以前一年度為基準，預計逐年減少1%~5%密集度。
16634613,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
45163295,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
45163295,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12927477,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,與基準年(民國102年)比較歷年排放量平均每年減量≧1%。
12927477,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
47255762,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
47255762,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
52375605,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
52375605,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
89549446,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
89549446,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12228473,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12228473,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12320400,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12320400,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22099863,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22099863,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
33659498,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
33659498,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
16594892,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
16594892,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12956063,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12956063,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
70771579,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
70771579,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
27667787,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
27667787,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
86690573,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
86690573,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
86616791,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
86616791,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22099744,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22099744,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
89549585,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
89549585,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
97119975,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
97119975,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22099673,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22099673,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12278439,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,遵行環保法規求及其他相關規定，持續每年較前一年節能滅碳1%以上為目標，以減少碳排放量，降低地球溫室效應。
12278439,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
22099189,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,短期目標：2022年起，將ISO 14064-1範疇三間接排放納入管理。中期目標：以2016年為基準，目標2026年達成碳排放量減少10%。長期目標：以2016年為基準，目標2050年達成碳中和。
22099189,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有淨零目標有減碳目標
96979933,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,中華電信於2021年6月加入台灣淨零排放聯盟，設定2020年為溫室氣體盤查基準年，提出2030年碳排減半與2050年淨零排放目標，同年8月公開提出SBT減碳承諾，預計在2年內提交減碳目標，訂定減量路徑，以更積極作為進行節能減碳，達成2030年較2020年減碳50%的目標。
96979933,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有淨零目標有減碳目標
28428722,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,1.致力於企業碳排放揭露，以利確實掌握企業內碳排放情形。2.與我們的商業夥伴合作，一起努力擴大減量活動的範圍。3.針對我們的消費者和用戶，提供更多元的低碳化選項。4.針對產品碳足跡；增加資訊透明度並進行減量。5.溫室氣體減量目標：本公司溫室氣體排放以110年為基準年，每年減少10%排放，目標為119年前營運據點溫室氣體淨排放為零。
28428722,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有淨零目標有減碳目標
23727428,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司致力於節能環保目標，目前針對電力能源之減量來降低間接排放之溫室氣體數量，期望能達成每年較上一年溫室氣體排放量逐年減少。
23727428,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
16084080,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,公司主要排放量為範疇二的用電，故照明方面全面更換為LED燈具及汰換老舊冰水主機及系統，預計每年減少用電40萬度
16084080,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
84778623,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
84778623,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12135600,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12135600,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
04674153,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,"中壢工廠於104年7月經台灣節能巡邏隊依用電概況與溫室氣體排放量出具「節能診斷報告」，其中關於空調系統節能、照明系統節能、電力系統及其他耗電設備節能之建議，預計可節省的能源量490,412KWh年及最多減少二氧化碳排放256噸CO2/年，公司以此作為目標。"
04674153,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
12223097,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12223097,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
86504769,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,尚無
86504769,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
22327466,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22327466,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
84117341,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,設定2022年為基準年，2030年的溫室氣體排放量較2022年減少20%。
84117341,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
16877131,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,因應國際減量趨勢，本公司將長期追蹤減量成果，111年度以減量107公噸(CO2e)為目標。
16877131,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
24497254,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
24497254,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
27375986,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
27375986,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
80192260,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司以109年為第二期二氧化碳排放量為基準，並訂定114年再進行檢視，期望五年內的年均值減少低於基準年1%的排放量。
80192260,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
42332136,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司溫室氣體排放量80%以上來自電力，因此節省電力使用為溫室氣體減量優先目標，並設定每年節電1%為目標。
42332136,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
13067290,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
13067290,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12673109,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,為落實節能減碳管理本公司透過總務單位導入節能設施、設備並鼓勵員工從日常生活中做起，減少非必要的浪費。
12673109,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
86000036,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
86000036,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
70507419,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
70507419,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
86001464,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
86001464,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
05094603,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,配合我國溫室氣體減量目標，本公司(不含子公司)於105年開始進行溫室氣體排放量盤查，落實節能減碳政策，並持續檢討溫室氣體排放量。
05094603,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
16631735,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,第一期(2022-2025)較基準年減2%，第二期(2025-2030)較基準年減10%並做滾動式檢討。
16631735,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
23727877,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
23727877,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22206879,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
