統編,分類,子分類,項目,來自公司報告,單位,年份,數值
14040691,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,171806.61000000002
14040691,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,40732.850000000006
14040691,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,212539.46000000002
19084015,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,136444.45
19084015,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,69938.46
19084015,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,206382.91000000003
22318678,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,133442.9
22318678,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,70437.43
22318678,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,203880.33
86120031,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,290118.48
86120031,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,208906.96
86120031,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,499025.43999999994
14040691,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,176756.72
14040691,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,35015.09
14040691,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,211771.81
19084015,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,121123.26000000001
19084015,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,90792.53
19084015,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,211915.79
22318678,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,149159.36000000002
22318678,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,73148.4
22318678,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,222307.76
86120031,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,217265.4
86120031,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,167231.04
86120031,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,384496.44
14040691,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,173636.6
14040691,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,32605.99
14040691,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,206242.59
19084015,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,106640.65
19084015,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,197571.92
19084015,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,304212.57
22318678,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,158818.72999999998
22318678,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,92901.29
22318678,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,251720.01999999996
86120031,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,167041.33999999997
86120031,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,141162.51
86120031,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,308203.85
14040691,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,170123.71
14040691,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,33952.97
14040691,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,204076.68
19084015,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,113719.75
19084015,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,96993.37
19084015,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,210713.12
