統編,分類,子分類,項目,來自公司報告,單位,年份,數值
85978401,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,39394.020000000004
85978401,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,44857.84
85978401,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,84251.86
85978401,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,40401.83
85978401,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,46613.56
85978401,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,87015.39
85978401,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,63358.92
85978401,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,55287.729999999996
85978401,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,118646.65
85978401,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2019,57806.439999999995
85978401,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2019,53559.22
85978401,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2019,111365.66
85978401,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2020,62415.659999999996
85978401,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2020,56373.01
85978401,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2020,118788.67
85978401,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,5.373
85978401,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,6.689
85978401,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,3.657
85978401,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,0.623
85978401,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2010,27.866
85978401,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2010,18.413999999999998
85978401,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2010,88.482
85978401,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2010,8.494
85978401,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2011,13.356
85978401,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2011,0.489
85978401,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2011,3.2479999999999993
85978401,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2011,5.211
85978401,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2012,83.804
85978401,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2012,6.247999999999999
85978401,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2012,7.559000000000001
85978401,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2012,27.761
85978401,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2013,23.889000000000003
85978401,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2013,5.404
85978401,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2013,3.841
