統編,年份,Tot 數值,Tot 變化,Tot1 數值,Tot1 變化,Tot2 數值,Tot2 變化,是預測值
28112667,2035,3135412.72,2700.78,489076.39,1821.93,2646336.33,2965.12,T
28112667,2036,3302535.65,2844.74,514708.97,1917.41,2787826.68,3123.66,T
28112667,2037,3469658.59,2988.69,540341.56,2012.9,2929317.03,3282.19,T
28112667,2038,3636781.52,3132.65,565974.14,2108.39,3070807.38,3440.72,T
28112667,2039,3803904.45,3276.61,591606.72,2203.88,3212297.73,3599.26,T
28112667,2040,3971027.39,3420.56,617239.31,2299.36,3353788.08,3757.79,T
28112667,2041,4138150.32,3564.52,642871.89,2394.85,3495278.43,3916.33,T
28112667,2042,4305273.25,3708.48,668504.47,2490.34,3636768.78,4074.86,T
28112667,2043,4472396.19,3852.43,694137.06,2585.83,3778259.13,4233.4,T
28112667,2044,4639519.12,3996.39,719769.64,2681.31,3919749.48,4391.93,T
28112667,2045,4806642.05,4140.35,745402.22,2776.8,4061239.83,4550.47,T
28112667,2046,4973764.99,4284.3,771034.81,2872.29,4202730.18,4709,T
28112667,2047,5140887.92,4428.26,796667.39,2967.78,4344220.53,4867.54,T
28112667,2048,5308010.85,4572.21,822299.97,3063.26,4485710.88,5026.07,T
28112667,2049,5475133.79,4716.17,847932.56,3158.75,4627201.23,5184.61,T
28112667,2050,5642256.72,4860.13,873565.14,3254.24,4768691.58,5343.14,T
30901647,2020,9781.99,104.14,542.18,205.68,9239.81,101.21,
30901647,2019,9392.82,100,263.6,100,9129.22,100,
30901647,2018,10557.29,112.4,896.77,340.2,9660.52,105.82,
30901647,2017,10696.33,113.88,392.15,148.77,10304.18,112.87,
30901647,2021,9477.21,100.9,592.19,224.65,8885.02,97.33,T
30901647,2022,9172.43,97.65,642.2,243.63,8530.23,93.44,T
30901647,2023,8867.65,94.41,692.21,262.6,8175.44,89.55,T
30901647,2024,8562.87,91.16,742.22,281.57,7820.65,85.67,T
30901647,2025,8258.09,87.92,792.23,300.54,7465.86,81.78,T
30901647,2026,7953.31,84.67,842.24,319.51,7111.07,77.89,T
30901647,2027,7648.53,81.43,892.25,338.49,6756.28,74.01,T
30901647,2028,7343.75,78.18,942.26,357.46,6401.49,70.12,T
30901647,2029,7038.97,74.94,992.27,376.43,6046.7,66.23,T
30901647,2030,6734.19,71.7,1042.28,395.4,5691.91,62.35,T
30901647,2031,6429.41,68.45,1092.29,414.37,5337.12,58.46,T
30901647,2032,6124.63,65.21,1142.3,433.35,4982.33,54.58,T
30901647,2033,5819.85,61.96,1192.31,452.32,4627.54,50.69,T
30901647,2034,5515.07,58.72,1242.32,471.29,4272.75,46.8,T
30901647,2035,5210.29,55.47,1292.33,490.26,3917.96,42.92,T
30901647,2036,4905.51,52.23,1342.34,509.23,3563.17,39.03,T
30901647,2037,4600.73,48.98,1392.35,528.21,3208.38,35.14,T
30901647,2038,4295.95,45.74,1442.36,547.18,2853.59,31.26,T
30901647,2039,3991.17,42.49,1492.37,566.15,2498.8,27.37,T
30901647,2040,3686.39,39.25,1542.38,585.12,2144.01,23.49,T
30901647,2041,3381.61,36,1592.39,604.09,1789.22,19.6,T
30901647,2042,3076.83,32.76,1642.4,623.07,1434.43,15.71,T
30901647,2043,2772.05,29.51,1692.41,642.04,1079.64,11.83,T
30901647,2044,2467.27,26.27,1742.42,661.01,724.85,7.94,T
30901647,2045,2162.49,23.02,1792.43,679.98,370.06,4.05,T
30901647,2046,1857.71,19.78,1842.44,698.95,15.27,0.17,T
30901647,2047,1552.93,16.53,1892.45,717.92,0,0,T
30901647,2048,1248.15,13.29,1942.46,736.9,0,0,T
30901647,2049,943.37,10.04,1992.47,755.87,0,0,T
30901647,2050,638.59,6.8,2042.48,774.84,0,0,T
34286449,2020,9482.83,107.79,46.38,131.8,9436.45,107.69,
34286449,2019,8797.68,100,35.19,100,8762.49,100,
34286449,2018,6581.28,74.81,21.7,61.67,6559.58,74.86,
34286449,2021,10933.61,124.28,58.72,166.87,10874.89,124.11,T
34286449,2022,12384.38,140.77,71.06,201.93,12313.32,140.52,T
34286449,2023,13835.16,157.26,83.4,237,13751.76,156.94,T
34286449,2024,15285.93,173.75,95.74,272.07,15190.19,173.35,T
34286449,2025,16736.71,190.24,108.08,307.13,16628.63,189.77,T
34286449,2026,18187.48,206.73,120.42,342.2,18067.06,206.19,T
34286449,2027,19638.26,223.22,132.76,377.27,19505.5,222.6,T
34286449,2028,21089.03,239.71,145.1,412.33,20943.93,239.02,T
34286449,2029,22539.81,256.2,157.44,447.4,22382.37,255.43,T
34286449,2030,23990.58,272.69,169.78,482.47,23820.8,271.85,T
34286449,2031,25441.36,289.18,182.12,517.53,25259.24,288.27,T
34286449,2032,26892.13,305.67,194.46,552.6,26697.67,304.68,T
34286449,2033,28342.91,322.16,206.8,587.67,28136.11,321.1,T
34286449,2034,29793.68,338.65,219.14,622.73,29574.54,337.51,T
34286449,2035,31244.46,355.14,231.48,657.8,31012.98,353.93,T
34286449,2036,32695.23,371.63,243.82,692.87,32451.41,370.34,T
34286449,2037,34146.01,388.13,256.16,727.93,33889.85,386.76,T
34286449,2038,35596.78,404.62,268.5,763,35328.28,403.18,T
34286449,2039,37047.56,421.11,280.84,798.07,36766.72,419.59,T
34286449,2040,38498.33,437.6,293.18,833.13,38205.15,436.01,T
34286449,2041,39949.11,454.09,305.52,868.2,39643.59,452.42,T
34286449,2042,41399.88,470.58,317.86,903.27,41082.02,468.84,T
34286449,2043,42850.66,487.07,330.2,938.33,42520.46,485.26,T
34286449,2044,44301.43,503.56,342.54,973.4,43958.89,501.67,T
34286449,2045,45752.21,520.05,354.88,1008.47,45397.33,518.09,T
34286449,2046,47202.98,536.54,367.22,1043.54,46835.76,534.5,T
34286449,2047,48653.76,553.03,379.56,1078.6,48274.2,550.92,T
34286449,2048,50104.53,569.52,391.9,1113.67,49712.63,567.33,T
34286449,2049,51555.31,586.01,404.24,1148.74,51151.07,583.75,T
34286449,2050,53006.08,602.5,416.58,1183.8,52589.5,600.17,T
47217677,2020,1519872.06,103.49,462402.58,111.36,1057469.48,100.39,
47217677,2019,1468615.19,100,415229.94,100,1053385.25,100,
47217677,2018,1553314.12,105.77,441417.37,106.31,1111896.75,105.55,
47217677,2017,1676096.29,114.13,472546.1,113.8,1203550.19,114.26,
47217677,2016,1600501.57,108.98,492545.05,118.62,1107956.52,105.18,
47217677,2015,1426327.43,97.12,454176.19,109.38,972151.24,92.29,
47217677,2014,1400224.87,95.34,407585.41,98.16,992639.46,94.23,
47217677,2013,1285231.1,87.51,368758.58,88.81,916472.52,87,
47217677,2021,1467797.32,99.94,459021.41,110.55,1008775.91,95.77,T
47217677,2022,1415722.57,96.4,455640.23,109.73,960082.34,91.14,T
47217677,2023,1363647.83,92.85,452259.06,108.92,911388.77,86.52,T
47217677,2024,1311573.09,89.31,448877.89,108.1,862695.2,81.9,T
47217677,2025,1259498.34,85.76,445496.71,107.29,814001.63,77.27,T
47217677,2026,1207423.6,82.22,442115.54,106.47,765308.06,72.65,T
47217677,2027,1155348.86,78.67,438734.37,105.66,716614.49,68.03,T
47217677,2028,1103274.11,75.12,435353.19,104.85,667920.92,63.41,T
47217677,2029,1051199.37,71.58,431972.02,104.03,619227.35,58.78,T
47217677,2030,999124.63,68.03,428590.85,103.22,570533.78,54.16,T
47217677,2031,947049.88,64.49,425209.67,102.4,521840.21,49.54,T
47217677,2032,894975.14,60.94,421828.5,101.59,473146.64,44.92,T
47217677,2033,842900.4,57.39,418447.33,100.77,424453.07,40.29,T
47217677,2034,790825.65,53.85,415066.15,99.96,375759.5,35.67,T
47217677,2035,738750.91,50.3,411684.98,99.15,327065.93,31.05,T
47217677,2036,686676.17,46.76,408303.81,98.33,278372.36,26.43,T
47217677,2037,634601.42,43.21,404922.63,97.52,229678.79,21.8,T
47217677,2038,582526.68,39.67,401541.46,96.7,180985.22,17.18,T
47217677,2039,530451.94,36.12,398160.29,95.89,132291.65,12.56,T
47217677,2040,478377.19,32.57,394779.11,95.07,83598.08,7.94,T
47217677,2041,426302.45,29.03,391397.94,94.26,34904.51,3.31,T
47217677,2042,374227.71,25.48,388016.77,93.45,0,0,T
47217677,2043,322152.96,21.94,384635.59,92.63,0,0,T
47217677,2044,270078.22,18.39,381254.42,91.82,0,0,T
47217677,2045,218003.48,14.84,377873.25,91,0,0,T
47217677,2046,165928.73,11.3,374492.07,90.19,0,0,T
47217677,2047,113853.99,7.75,371110.9,89.37,0,0,T
47217677,2048,61779.25,4.21,367729.73,88.56,0,0,T
47217677,2049,9704.5,0.66,364348.55,87.75,0,0,T
47217677,2050,0,0,360967.38,86.93,0,0,T
70552666,2020,29623.29,106.96,3912.66,155.51,25710.63,102.11,
70552666,2019,27695.56,100,2515.94,100,25179.62,100,
70552666,2018,29570.85,106.77,3353.97,133.31,26216.88,104.12,
70552666,2017,30769.19,111.1,3912.66,155.51,26856.53,106.66,
70552666,2021,29241.32,105.58,3912.66,155.51,25328.66,100.59,T
70552666,2022,28859.36,104.2,3912.66,155.51,24946.7,99.07,T
70552666,2023,28477.39,102.82,3912.66,155.51,24564.73,97.56,T
70552666,2024,28095.42,101.44,3912.66,155.51,24182.76,96.04,T
70552666,2025,27713.46,100.06,3912.66,155.51,23800.8,94.52,T
70552666,2026,27331.49,98.69,3912.66,155.51,23418.83,93.01,T
70552666,2027,26949.52,97.31,3912.66,155.51,23036.86,91.49,T
70552666,2028,26567.56,95.93,3912.66,155.51,22654.9,89.97,T
70552666,2029,26185.59,94.55,3912.66,155.51,22272.93,88.46,T
70552666,2030,25803.62,93.17,3912.66,155.51,21890.96,86.94,T
70552666,2031,25421.66,91.79,3912.66,155.51,21509,85.42,T
70552666,2032,25039.69,90.41,3912.66,155.51,21127.03,83.91,T
70552666,2033,24657.72,89.03,3912.66,155.51,20745.06,82.39,T
70552666,2034,24275.76,87.65,3912.66,155.51,20363.1,80.87,T
70552666,2035,23893.79,86.27,3912.66,155.51,19981.13,79.35,T
70552666,2036,23511.82,84.89,3912.66,155.51,19599.16,77.84,T
70552666,2037,23129.86,83.51,3912.66,155.51,19217.2,76.32,T
70552666,2038,22747.89,82.14,3912.66,155.51,18835.23,74.8,T
70552666,2039,22365.92,80.76,3912.66,155.51,18453.26,73.29,T
70552666,2040,21983.96,79.38,3912.66,155.51,18071.3,71.77,T
70552666,2041,21601.99,78,3912.66,155.51,17689.33,70.25,T
70552666,2042,21220.02,76.62,3912.66,155.51,17307.36,68.74,T
70552666,2043,20838.06,75.24,3912.66,155.51,16925.4,67.22,T
70552666,2044,20456.09,73.86,3912.66,155.51,16543.43,65.7,T
70552666,2045,20074.12,72.48,3912.66,155.51,16161.46,64.18,T
70552666,2046,19692.16,71.1,3912.66,155.51,15779.5,62.67,T
70552666,2047,19310.19,69.72,3912.66,155.51,15397.53,61.15,T
70552666,2048,18928.22,68.34,3912.66,155.51,15015.56,59.63,T
70552666,2049,18546.26,66.96,3912.66,155.51,14633.6,58.12,T
70552666,2050,18164.29,65.59,3912.66,155.51,14251.63,56.6,T
70752257,2020,191272.04,113.25,76889.51,115.9,114382.53,111.54,
70752257,2019,168887.5,100,66342.34,100,102545.16,100,
70752257,2018,164484.89,97.39,64447.39,97.14,100037.5,97.55,
70752257,2017,152118.43,90.07,54515.75,82.17,97602.68,95.18,
70752257,2016,119944.71,71.02,45142.82,68.05,74801.89,72.95,
70752257,2015,112917.46,66.86,41636.92,62.76,71280.54,69.51,
70752257,2021,204323.24,120.98,84347.43,127.14,119975.81,117,T
70752257,2022,217374.45,128.71,91805.35,138.38,125569.1,122.45,T
70752257,2023,230425.65,136.44,99263.27,149.62,131162.38,127.91,T
70752257,2024,243476.85,144.17,106721.19,160.86,136755.66,133.36,T
70752257,2025,256528.06,151.89,114179.11,172.11,142348.95,138.82,T
70752257,2026,269579.26,159.62,121637.03,183.35,147942.23,144.27,T
70752257,2027,282630.46,167.35,129094.95,194.59,153535.51,149.72,T
70752257,2028,295681.67,175.08,136552.87,205.83,159128.8,155.18,T
70752257,2029,308732.87,182.8,144010.79,217.07,164722.08,160.63,T
70752257,2030,321784.07,190.53,151468.71,228.31,170315.36,166.09,T
70752257,2031,334835.28,198.26,158926.63,239.56,175908.65,171.54,T
70752257,2032,347886.48,205.99,166384.55,250.8,181501.93,177,T
70752257,2033,360937.68,213.71,173842.47,262.04,187095.21,182.45,T
70752257,2034,373988.89,221.44,181300.39,273.28,192688.5,187.91,T
70752257,2035,387040.09,229.17,188758.31,284.52,198281.78,193.36,T
70752257,2036,400091.29,236.9,196216.23,295.76,203875.06,198.81,T
70752257,2037,413142.5,244.63,203674.15,307,209468.35,204.27,T
70752257,2038,426193.7,252.35,211132.07,318.25,215061.63,209.72,T
70752257,2039,439244.9,260.08,218589.99,329.49,220654.91,215.18,T
70752257,2040,452296.11,267.81,226047.91,340.73,226248.2,220.63,T
70752257,2041,465347.31,275.54,233505.83,351.97,231841.48,226.09,T
70752257,2042,478398.51,283.26,240963.75,363.21,237434.76,231.54,T
70752257,2043,491449.72,290.99,248421.67,374.45,243028.05,237,T
70752257,2044,504500.92,298.72,255879.59,385.7,248621.33,242.45,T
70752257,2045,517552.12,306.45,263337.51,396.94,254214.61,247.91,T
70752257,2046,530603.33,314.18,270795.43,408.18,259807.9,253.36,T
70752257,2047,543654.53,321.9,278253.35,419.42,265401.18,258.81,T
70752257,2048,556705.73,329.63,285711.27,430.66,270994.46,264.27,T
70752257,2049,569756.94,337.36,293169.19,441.9,276587.75,269.72,T
70752257,2050,582808.14,345.09,300627.11,453.15,282181.03,275.18,T
80601119,2020,37657.44,103.37,8163.69,63.28,29493.75,125.36,
80601119,2019,36428.12,100,12900.97,100,23527.15,100,
80601119,2018,35205.84,96.64,12393.59,96.07,22812.25,96.96,
80601119,2021,38883.24,106.74,6048.74,46.89,32834.5,139.56,T
80601119,2022,40109.04,110.1,3933.79,30.49,36175.25,153.76,T
80601119,2023,41334.84,113.47,1818.84,14.1,39516,167.96,T
80601119,2024,42560.64,116.83,0,0,42856.75,182.16,T
80601119,2025,43786.44,120.2,0,0,46197.5,196.36,T
80601119,2026,45012.24,123.56,0,0,49538.25,210.56,T
80601119,2027,46238.04,126.93,0,0,52879,224.76,T
80601119,2028,47463.84,130.29,0,0,56219.75,238.96,T
80601119,2029,48689.64,133.66,0,0,59560.5,253.16,T
80601119,2030,49915.44,137.02,0,0,62901.25,267.36,T
80601119,2031,51141.24,140.39,0,0,66242,281.56,T
80601119,2032,52367.04,143.75,0,0,69582.75,295.76,T
80601119,2033,53592.84,147.12,0,0,72923.5,309.95,T
80601119,2034,54818.64,150.48,0,0,76264.25,324.15,T
80601119,2035,56044.44,153.85,0,0,79605,338.35,T
80601119,2036,57270.24,157.21,0,0,82945.75,352.55,T
80601119,2037,58496.04,160.58,0,0,86286.5,366.75,T
80601119,2038,59721.84,163.94,0,0,89627.25,380.95,T
80601119,2039,60947.64,167.31,0,0,92968,395.15,T
80601119,2040,62173.44,170.67,0,0,96308.75,409.35,T
80601119,2041,63399.24,174.04,0,0,99649.5,423.55,T
80601119,2042,64625.04,177.4,0,0,102990.25,437.75,T
80601119,2043,65850.84,180.77,0,0,106331,451.95,T
80601119,2044,67076.64,184.13,0,0,109671.75,466.15,T
80601119,2045,68302.44,187.5,0,0,113012.5,480.35,T
80601119,2046,69528.24,190.86,0,0,116353.25,494.55,T
80601119,2047,70754.04,194.23,0,0,119694,508.75,T
80601119,2048,71979.84,197.59,0,0,123034.75,522.95,T
80601119,2049,73205.64,200.96,0,0,126375.5,537.15,T
80601119,2050,74431.44,204.32,0,0,129716.25,551.35,T
84149358,2020,667446.45,93.24,236286.53,82.38,431159.92,100.51,
84149358,2019,715816.09,100,286831.89,100,428984.2,100,
84149358,2018,782104.27,109.26,331108.72,115.44,450995.55,105.13,
84149358,2017,717747.55,100.27,273142.4,95.23,444605.15,103.64,
84149358,2016,721106.5,100.74,272047.18,94.85,449059.32,104.68,
84149358,2015,627573.73,87.67,192570.86,67.14,435002.87,101.4,
84149358,2014,407213.03,56.89,155543.05,54.23,251669.98,58.67,
84149358,2013,392663.53,54.86,142678.1,49.74,249985.43,58.27,
84149358,2021,650679.42,90.9,224001.24,78.09,426678.18,99.46,T
84149358,2022,633912.38,88.56,211715.95,73.81,422196.43,98.42,T
84149358,2023,617145.35,86.22,199430.66,69.53,417714.69,97.37,T
84149358,2024,600378.32,83.87,187145.37,65.25,413232.95,96.33,T
84149358,2025,583611.28,81.53,174860.08,60.96,408751.2,95.28,T
84149358,2026,566844.25,79.19,162574.79,56.68,404269.46,94.24,T
84149358,2027,550077.22,76.85,150289.5,52.4,399787.72,93.19,T
84149358,2028,533310.18,74.5,138004.21,48.11,395305.97,92.15,T
84149358,2029,516543.15,72.16,125718.92,43.83,390824.23,91.1,T
84149358,2030,499776.12,69.82,113433.63,39.55,386342.49,90.06,T
84149358,2031,483009.08,67.48,101148.34,35.26,381860.74,89.02,T
84149358,2032,466242.05,65.13,88863.05,30.98,377379,87.97,T
84149358,2033,449475.02,62.79,76577.76,26.7,372897.26,86.93,T
84149358,2034,432707.98,60.45,64292.47,22.41,368415.51,85.88,T
84149358,2035,415940.95,58.11,52007.18,18.13,363933.77,84.84,T
84149358,2036,399173.92,55.76,39721.89,13.85,359452.03,83.79,T
84149358,2037,382406.88,53.42,27436.6,9.57,354970.28,82.75,T
84149358,2038,365639.85,51.08,15151.31,5.28,350488.54,81.7,T
84149358,2039,348872.82,48.74,2866.02,1,346006.8,80.66,T
84149358,2040,332105.78,46.4,0,0,341525.05,79.61,T
84149358,2041,315338.75,44.05,0,0,337043.31,78.57,T
84149358,2042,298571.72,41.71,0,0,332561.57,77.52,T
84149358,2043,281804.68,39.37,0,0,328079.82,76.48,T
84149358,2044,265037.65,37.03,0,0,323598.08,75.43,T
84149358,2045,248270.62,34.68,0,0,319116.34,74.39,T
84149358,2046,231503.58,32.34,0,0,314634.59,73.34,T
84149358,2047,214736.55,30,0,0,310152.85,72.3,T
84149358,2048,197969.52,27.66,0,0,305671.11,71.25,T
84149358,2049,181202.48,25.31,0,0,301189.36,70.21,T
84149358,2050,164435.45,22.97,0,0,296707.62,69.17,T
89390656,2020,464753.12,100.66,90326.6,101.83,374426.52,100.38,
89390656,2019,461708.48,100,88700.64,100,373007.84,100,
89390656,2018,434662.55,94.14,78311.54,88.29,356351.01,95.53,
89390656,2017,390825.46,84.65,61287.32,69.09,329538.14,88.35,
89390656,2016,290021.43,62.81,51584.83,58.16,238436.6,63.92,
89390656,2015,265931.32,57.6,44372.18,50.02,221559.14,59.4,
89390656,2014,241205.28,52.24,33013.01,37.22,208192.27,55.81,
89390656,2013,240349.11,52.06,35114.68,39.59,205234.43,55.02,
89390656,2021,489395.67,106,100006.36,112.75,389389.31,104.39,T
89390656,2022,514038.23,111.33,109686.12,123.66,404352.11,108.4,T
89390656,2023,538680.78,116.67,119365.88,134.57,419314.9,112.41,T
89390656,2024,563323.33,122.01,129045.64,145.48,434277.69,116.43,T
89390656,2025,587965.89,127.35,138725.4,156.4,449240.49,120.44,T
89390656,2026,612608.44,132.68,148405.16,167.31,464203.28,124.45,T
89390656,2027,637250.99,138.02,158084.92,178.22,479166.07,128.46,T
89390656,2028,661893.55,143.36,167764.68,189.14,494128.87,132.47,T
89390656,2029,686536.1,148.69,177444.44,200.05,509091.66,136.48,T
89390656,2030,711178.65,154.03,187124.2,210.96,524054.45,140.49,T
89390656,2031,735821.21,159.37,196803.96,221.87,539017.25,144.51,T
89390656,2032,760463.76,164.71,206483.72,232.79,553980.04,148.52,T
89390656,2033,785106.31,170.04,216163.48,243.7,568942.83,152.53,T
89390656,2034,809748.87,175.38,225843.24,254.61,583905.63,156.54,T
89390656,2035,834391.42,180.72,235523,265.53,598868.42,160.55,T
89390656,2036,859033.97,186.06,245202.76,276.44,613831.21,164.56,T
89390656,2037,883676.53,191.39,254882.52,287.35,628794.01,168.57,T
89390656,2038,908319.08,196.73,264562.28,298.26,643756.8,172.59,T
89390656,2039,932961.63,202.07,274242.04,309.18,658719.59,176.6,T
89390656,2040,957604.19,207.4,283921.8,320.09,673682.39,180.61,T
89390656,2041,982246.74,212.74,293601.56,331,688645.18,184.62,T
89390656,2042,1006889.29,218.08,303281.32,341.92,703607.97,188.63,T
89390656,2043,1031531.85,223.42,312961.08,352.83,718570.77,192.64,T
89390656,2044,1056174.4,228.75,322640.84,363.74,733533.56,196.65,T
89390656,2045,1080816.95,234.09,332320.6,374.65,748496.35,200.67,T
89390656,2046,1105459.51,239.43,342000.36,385.57,763459.15,204.68,T
89390656,2047,1130102.06,244.77,351680.12,396.48,778421.94,208.69,T
89390656,2048,1154744.61,250.1,361359.88,407.39,793384.73,212.7,T
89390656,2049,1179387.17,255.44,371039.64,418.31,808347.53,216.71,T
89390656,2050,1204029.72,260.78,380719.4,429.22,823310.32,220.72,T
