統編,分類,子分類,項目,來自公司報告,單位,年份,數值
11085292,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2005,3903.0999999999985
11085292,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2005,96882.24
11085292,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2005,100785.34
11085292,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2006,7497.0199999999895
11085292,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2006,130015.47
11085292,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2006,137512.49
11085292,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2007,7998.9100000000035
11085292,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2007,134170.81
11085292,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2007,142169.72
11085292,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2008,9381.660000000003
11085292,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2008,123094.98000000001
11085292,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2008,132476.64
11085292,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,591047.6900000001
11085292,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,517851.98000000004
11085292,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,1108899.6700000002
53116310,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,296.28999999999905
53116310,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,12450.43
53116310,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,12746.72
11085292,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,440099.68000000005
11085292,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,512390.73
11085292,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,952490.41
53116310,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,394.2000000000007
53116310,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,14269.89
53116310,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,14664.09
11085292,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,576213.85
11085292,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,494995.6
11085292,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,1071209.45
53116310,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,405.2099999999991
53116310,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,16066.25
53116310,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,16471.46
11085292,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,310838.19999999995
11085292,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,394897.07
11085292,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,705735.27
53116310,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,437.7900000000009
53116310,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,13500.65
53116310,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,13938.44
11085292,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,284488.55
11085292,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,426401.19000000006
11085292,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,710889.74
53116310,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,316.7000000000007
53116310,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,13819.46
53116310,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,14136.16
11085292,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,219031.54000000004
11085292,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,385053.85
11085292,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,604085.39
53116310,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,343.10000000000036
53116310,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,12399.8
53116310,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,12742.9
11085292,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,74.08200000000001
11085292,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,20.458000000000002
11085292,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,8.685
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,302.592
11085292,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2010,159.94599999999997
11085292,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2010,22.707000000000004
11085292,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2010,33.421
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2010,512.639
11085292,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2011,326.00899999999996
11085292,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2011,89.16400000000002
11085292,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2011,17.785
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2011,649.2800000000001
53116310,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2011,0.12
53116310,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2011,37.72
11085292,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2012,27.825000000000003
11085292,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2012,23.661
11085292,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2012,2.575
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2012,661.7950000000001
53116310,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2012,0.769
53116310,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2012,4.1
11085292,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2013,26.279000000000003
11085292,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2013,19.069000000000003
11085292,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2013,1.706
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2013,343.057
53116310,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2013,0.24
53116310,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2013,10.283999999999999
11085292,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2014,42.909
11085292,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2014,25.249000000000002
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2014,268.066
53116310,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2014,0.161
53116310,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2014,9.341000000000001
11085292,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2015,35.002
11085292,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2015,11.927
11085292,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2015,0.003
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2015,231.41299999999998
53116310,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2015,0.079
53116310,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2015,5.451
11085292,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2016,35.554
11085292,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2016,11.322000000000001
11085292,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2016,0.465
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2016,245.89100000000002
53116310,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2016,0.471
53116310,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2016,16.927
11085292,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2017,46.153
11085292,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2017,14.033000000000001
11085292,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2017,1.999
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2017,226.879
53116310,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2017,0.39
53116310,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2017,9.917
11085292,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2018,68.419
11085292,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2018,14.851000000000003
11085292,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2018,3.2590000000000003
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2018,53.74700000000001
53116310,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2018,0.385
53116310,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2018,0.01
53116310,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2018,12.514
11085292,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2019,48.089000000000006
11085292,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2019,11.508000000000001
11085292,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2019,1.668
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2019,6.370999999999999
53116310,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2019,0.519
53116310,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2019,0.032
53116310,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2019,10.887999999999998
11085292,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2020,0.039
53116310,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2020,0.154
53116310,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2020,0.012
53116310,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2020,25.826
53116310,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2021,0.3940000000000001
