統編,分類,子分類,項目,來自公司報告,單位,年份,數值
50301500,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2004,74795.1
50301500,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2004,0
50301500,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2004,74795.1
34175598,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,29097.14
34175598,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,15943.43
34175598,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,45040.57
50301500,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,101944.34000000001
50301500,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,47130.08
50301500,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,149074.42
34175598,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,23900.269999999997
34175598,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,16058.15
34175598,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,39958.42
50301500,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,109726.68000000002
50301500,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,46181.02
50301500,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,155907.7
50301500,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,67199.4
50301500,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,46535.25
50301500,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,113734.65
34175598,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,28069.760000000002
34175598,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,19023.92
34175598,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,47093.68
50301500,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,111541.02999999998
50301500,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,52801.08
50301500,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,164342.11
34175598,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,30063.539999999997
34175598,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,19057.52
34175598,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,49121.06
50301500,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,121777.38
50301500,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,51307.43
50301500,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,173084.81
23667505,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2019,27614
23667505,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2019,15527.96
23667505,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2019,43141.96
34175598,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2019,27935.960000000003
34175598,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2019,18930.73
34175598,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2019,46866.69
50301500,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2019,114113.90999999999
50301500,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2019,46180.14
50301500,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2019,160294.05
23667505,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2020,24777.42
23667505,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2020,14838.32
23667505,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2020,39615.74
34175598,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2020,26011.329999999998
34175598,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2020,16402.55
34175598,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2020,42413.88
50301500,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2020,110558.42000000001
50301500,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2020,49628.12
50301500,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2020,160186.54
23667505,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,8.708
23667505,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,1.386
23667505,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,0.264
34175598,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,0.9690000000000001
34175598,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,1.637
34175598,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,0.995
34175598,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,2.537
50301500,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,57.346999999999994
