統編,分類,子分類,項目,來自公司報告,單位,年份,數值
16197211,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,11.2199999999998
16197211,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,3044.71
16197211,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,3055.93
23528103,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,533.1599999999999
23528103,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,12757.26
23528103,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,13290.42
16197211,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,13.389999999999873
16197211,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,3197.06
16197211,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,3210.45
16834268,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,88114.22
16834268,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,108020.18
16834268,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,196134.4
23528103,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,539.9599999999991
23528103,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,11991.54
23528103,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,12531.5
16197211,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,12.539999999999964
16197211,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,3140.76
16197211,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,3153.3
16834268,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,92847.98000000001
16834268,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,113538.70999999999
16834268,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,206386.69
23528103,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,535.0699999999997
23528103,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,12109.79
23528103,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,12644.86
16834268,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,95769.26000000001
16834268,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,113087.48999999999
16834268,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,208856.75
23528103,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,784.1599999999999
23528103,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,12472.34
23528103,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,13256.5
16834268,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,92576.15
16834268,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,115200.82
16834268,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,207776.97
22099343,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,727.25
22099343,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,3167.38
22099343,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,3894.63
23528103,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,795.210000000001
23528103,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,13014.57
23528103,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,13809.78
16834268,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,99248.29
16834268,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,117039.49
16834268,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,216287.78
22099343,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,931.9699999999998
