統編,分類,子分類,項目,來自公司報告,單位,年份,數值
85793919,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,48141.08
85793919,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,122024.49
85793919,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,170165.57
12745455,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,32529.44
12745455,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,16255.2
12745455,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,48784.64
27208480,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,92983.85
27208480,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,67517.68
27208480,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,160501.53
28042430,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,19152.859999999997
28042430,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,21295.56
28042430,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,40448.42
75688109,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,44929.34
75688109,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,15712.54
75688109,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,60641.88
85793919,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,44757.45000000001
85793919,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,118644.62
85793919,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,163402.07
12745455,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,31189.619999999995
12745455,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,14658.97
12745455,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,45848.59
27208480,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,112771.48999999999
27208480,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,78171.07
27208480,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,190942.56
28042430,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,20613.89
28042430,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,19015.17
28042430,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,39629.06
75688109,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,44929.34
75688109,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,15742.7
75688109,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,60672.03999999999
85793919,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,39607.119999999995
85793919,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,99439.72
85793919,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,139046.84
12745455,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,27736.73
12745455,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,12734.09
12745455,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,40470.82
27208480,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,95817.93
27208480,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,77750.12
27208480,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,173568.05
28042430,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,20381.21
28042430,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,22009.15
28042430,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,42390.36
75688109,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,28517.839999999997
75688109,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,13912.19
75688109,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,42430.03
85793919,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,35339.06000000001
85793919,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,83370.4
85793919,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,118709.46
12745455,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,26637.260000000002
12745455,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,13117.17
12745455,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,39754.43
27208480,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,99082.97
27208480,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,84029.16
27208480,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,183112.13
28042430,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,19409.789999999997
28042430,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,21935.74
28042430,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,41345.53
75688109,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,26864.46
75688109,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,13220.25
75688109,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,40084.71
85793919,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,31150.490000000005
85793919,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,82158.64
85793919,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,113309.13
12745455,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,30606.11
12745455,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,14908.44
12745455,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,45514.55
27208480,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,90146.29999999999
27208480,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,81247.78
27208480,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,171394.08
28042430,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,17611.62
28042430,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,21953.63
28042430,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,39565.25
75688109,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,26038.579999999998
75688109,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,13216.05
75688109,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,39254.63
85793919,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,21862.249999999993
85793919,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,61160.04
