統編,分類,子分類,項目,來自公司報告,單位,年份,數值
14053007,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,22636.239999999998
14053007,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,15237.37
14053007,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,37873.61
12498877,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12498877,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
26335810,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,無。
26335810,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
89266170,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
89266170,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
29092696,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
29092696,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
23945965,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,民國110年5月19日成立節能減碳小組，目標從110年起5年內減少30%的能源耗用，期許透過每位同仁的一份力量，每一個小動作，都是改善環境的推手。
23945965,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
04690983,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
04690983,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
03353007,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
03353007,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
03521905,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
03521905,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
20937863,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
20937863,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
14053007,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
14053007,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
72768516,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
72768516,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
36855058,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
36855058,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
36986397,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
36986397,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22358925,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,鑑別、評估與管理氣候相關風險之作法本公司從設備改善與節能宣導兩方面著手，透過設備升級以及辦公室空間整合減少能源使用，並持續進行節能宣導和日常用電管理避免能源濫用。
22358925,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
23060248,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,範疇二：用電強度下降比例（kWh／百萬新台幣營收）2025年較2015年減量30%。範疇三：溫室氣體強度下降比例 （tCO2/百萬新台幣營收）2025年較2020年減量15%。
