統編,分類,子分類,項目,來自公司報告,單位,年份,數值
23928945,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,在企業營運範圍未變動之相同基期前提下，每年碳排量以不增加為原則。
23928945,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
80352343,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,漢來美食「環境及能資源管理政策」包含溫室氣體盤查目標為：每年碳排量以不增加為原則。（企業營運範圍未變動之同基期前提）
80352343,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
12198180,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,年度排放總量與員工人數正相關，透過行政管理，使空調設備運轉更有效率，減少用水 及用電量。目前公司採用夜間關閉部分照明及空調之策略，來減少用水及用電量。 本公司二氧化碳排放量 99%以上來自電力及水，因此電力與水的節約為節能減碳之優先 目標，預計 111 年節省用電及水量與 110 年比較以節省 1%為目標，持續減少溫室氣體總 排放量。
12198180,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
80355209,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,因本公司為觀光旅遊產業屬服務性質，且對大環境影響甚小，故暫時無相關目標。
80355209,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
28982799,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司主要經營業務為授權品牌加盟及管理等業務，溫室氣體排放量減量目標僅有辦公室相關設備、空調及照明需求的用電量、用水量等相關事項。除不定期向員工宣導節能減碳觀念，並向員工提倡低碳辦公、節水節電等良好習慣，以利達到節能目標。
28982799,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
38634004,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
38634004,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
70843031,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
70843031,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
80671769,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
80671769,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
70464468,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
70464468,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
29129201,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
29129201,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
28581041,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
28581041,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22888987,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22888987,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22835878,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,目前無生產部門，以節約日常能源使用為方向。
22835878,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
28841757,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
28841757,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
54669129,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,無
54669129,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
42591908,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司經營之直營店為範疇二排放量之主體，為加強推動減量目標，欲設定每間直營店之溫室氣體平均排放量為兩年內至少降低1%。
42591908,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
80676602,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,無，無統計溫室氣體排放量。
80676602,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
84919932,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
84919932,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12947467,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,遵行環保法規求及其他相關規定且排放量比例一年比一年低。
12947467,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
41244424,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,無
41244424,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
15415013,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
15415013,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
75560601,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
75560601,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
11081274,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
11081274,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
11587957,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
11587957,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
39682101,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
39682101,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
84630426,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
84630426,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
70472679,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
70472679,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
11322915,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
11322915,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
27693238,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
27693238,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
84435578,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
84435578,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
84256265,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
84256265,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
30866141,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
30866141,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
23615486,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
23615486,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22265047,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22265047,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12144501,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12144501,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
23637974,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
23637974,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
89211393,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
89211393,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
23986016,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司設定以每年減少3%的CO2e排放量為目標並響應節能減碳，廣邀全體員工共同愛地球。
23986016,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
89434676,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,1、溫室氣體排放減量目標：較前一年度減少1%。2、廢棄物管理政策：主要目標為垃圾減量，採三年為一期，減量5%為目標。3、水資源回收及減量政策：主要目標為三年為一周期，節水3%為目標。
89434676,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
04655091,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,目前無生產事業，以日常節約能源使用為方向。
04655091,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
70471881,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,年度排放總量與消費者數量及設施使用人數相關，將以平均排放量逐年遞減為目標。
70471881,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
11636802,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司於各館設有能源查核專責組織及每年節電、節能、節水各 1% 之環境管理目標，由協理以上人員進行督導與策略訂定，並由各部門主管擔任推行及執行人員，我們能源政策推動情形如下：1. 遵循現行能源管理法規2. 持續評估並推動優先採購節能標章產品，設定並積極達成能源使用量管理目標3. 編列固定預算以更新設備，部分改為蓄水箱馬桶，並於水箱內擺設寶特瓶，降低沖水量4. 連動插座調整為獨立插座 ( 門燈及檯燈 )5. 高階主管定期開會審查能源使用情形6. 持續於採購規範中要求供應商提供設備能源效率規格7. 於能源設備汰舊換新過程中，優先選用高效率設備
11636802,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
04268726,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,2021年能源管理相關措施之執行成果，再次讓台北晶華本館2021年節電率上升為1.66%，遠高出能源局對契約用電容量超過八百瓩用戶設定的節電目標1%。總用電量也較2020年減少8.2%，碳排放量減少15%。且獲得台北市政府頒發的「2021臺北市節能領導獎」典範獎，獎勵本公司於提高能源效率與節能成績之優異表現，持續朝每年節電1%目標前進。
04268726,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
54023418,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,訂定每年節電1%的目標，持續推動節能措施。2021年節能措施之年度績效為：總用電量減少約7.5萬度、二氧化碳排放量減少約230.09公噸、且節水率達到20%
54023418,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
11081274,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,8.267
11081274,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,10.975999999999999
11081274,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,1.016
11081274,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,0.16
11636802,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,12.005
11636802,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,12.702000000000002
11636802,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,0.492
11636802,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,0.08
12144501,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,1.8739999999999999
12144501,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,3.4979999999999998
12144501,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,0.1
12198180,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,2.027
12198180,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,0.833
12499670,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,2.871
12499670,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,4.176
12499670,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,0.33699999999999997
12508713,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,7.9830000000000005
12508713,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,9.243
12508713,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,0.39599999999999996
12508713,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,6.937999999999999
30866141,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,0.21800000000000003
70471881,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,7.347999999999999
70471881,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,8.733
70471881,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,6.292999999999999
70471881,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,0.49
75560601,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,0.422
75560601,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,0.6100000000000001
84435578,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,1.641
84435578,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,2.366
89434676,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,0.318
