統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
16834268,2021,175464.61,86.27,74690.98,77.96,100773.63,93.68,
16834268,2020,157433.65,77.41,68000.26,70.97,89433.39,83.14,
16834268,2019,203386.34,100,95811.74,100,107574.6,100,
16834268,2018,216287.78,106.34,99248.29,103.59,117039.49,108.8,
16834268,2017,207776.97,102.16,92576.15,96.62,115200.82,107.09,
16834268,2016,208856.75,102.69,95769.26,99.96,113087.49,105.12,
16834268,2015,206386.69,101.48,92847.98,96.91,113538.71,105.54,
16834268,2014,196134.4,96.43,88114.22,91.97,108020.18,100.41,
16834268,2022,161856.89,79.58,66505.21,69.41,95351.68,88.64,T
16834268,2023,148249.16,72.89,58319.44,60.87,89929.72,83.6,T
16834268,2024,134641.44,66.2,50133.67,52.33,84507.77,78.56,T
16834268,2025,121033.72,59.51,41947.9,43.78,79085.82,73.52,T
16834268,2026,107425.99,52.82,33762.13,35.24,73663.86,68.48,T
16834268,2027,93818.27,46.13,25576.36,26.69,68241.91,63.44,T
16834268,2028,80210.55,39.44,17390.59,18.15,62819.96,58.4,T
16834268,2029,66602.82,32.75,9204.82,9.61,57398,53.36,T
16834268,2030,52995.1,26.06,1019.05,1.06,51976.05,48.32,T
16834268,2031,39387.38,19.37,0,0,46554.1,43.28,T
16834268,2032,25779.65,12.68,0,0,41132.14,38.24,T
16834268,2033,12171.93,5.98,0,0,35710.19,33.2,T
16834268,2034,0,0,0,0,30288.24,28.16,T
16834268,2035,0,0,0,0,24866.28,23.12,T
16834268,2036,0,0,0,0,19444.33,18.08,T
16834268,2037,0,0,0,0,14022.38,13.04,T
16834268,2038,0,0,0,0,8600.42,7.99,T
16834268,2039,0,0,0,0,3178.47,2.95,T
16834268,2040,0,0,0,0,0,0,T
16834268,2041,0,0,0,0,0,0,T
16834268,2042,0,0,0,0,0,0,T
16834268,2043,0,0,0,0,0,0,T
16834268,2044,0,0,0,0,0,0,T
16834268,2045,0,0,0,0,0,0,T
16834268,2046,0,0,0,0,0,0,T
16834268,2047,0,0,0,0,0,0,T
16834268,2048,0,0,0,0,0,0,T
16834268,2049,0,0,0,0,0,0,T
16834268,2050,0,0,0,0,0,0,T
22099343,2021,4515.48,106.82,412.13,102.64,4103.35,107.26,
22099343,2020,4417.77,104.51,205.99,51.3,4211.78,110.09,
22099343,2019,4227.16,100,401.52,100,3825.64,100,
22099343,2018,4008.45,94.83,931.97,232.11,3076.48,80.42,
22099343,2017,3894.63,92.13,727.25,181.12,3167.38,82.79,
22099343,2022,4684.49,110.82,238.85,59.49,4445.64,116.21,T
22099343,2023,4853.5,114.82,65.57,16.33,4787.93,125.15,T
22099343,2024,5022.51,118.82,0,0,5130.22,134.1,T
22099343,2025,5191.52,122.81,0,0,5472.51,143.05,T
22099343,2026,5360.53,126.81,0,0,5814.8,152,T
22099343,2027,5529.54,130.81,0,0,6157.09,160.94,T
22099343,2028,5698.55,134.81,0,0,6499.38,169.89,T
22099343,2029,5867.56,138.81,0,0,6841.67,178.84,T
22099343,2030,6036.57,142.8,0,0,7183.96,187.78,T
22099343,2031,6205.58,146.8,0,0,7526.25,196.73,T
22099343,2032,6374.59,150.8,0,0,7868.54,205.68,T
22099343,2033,6543.6,154.8,0,0,8210.83,214.63,T
22099343,2034,6712.61,158.8,0,0,8553.12,223.57,T
22099343,2035,6881.62,162.8,0,0,8895.41,232.52,T
22099343,2036,7050.63,166.79,0,0,9237.7,241.47,T
22099343,2037,7219.64,170.79,0,0,9579.99,250.42,T
22099343,2038,7388.65,174.79,0,0,9922.28,259.36,T
22099343,2039,7557.66,178.79,0,0,10264.57,268.31,T
22099343,2040,7726.67,182.79,0,0,10606.86,277.26,T
22099343,2041,7895.68,186.78,0,0,10949.15,286.2,T
22099343,2042,8064.69,190.78,0,0,11291.44,295.15,T
22099343,2043,8233.7,194.78,0,0,11633.73,304.1,T
22099343,2044,8402.71,198.78,0,0,11976.02,313.05,T
22099343,2045,8571.72,202.78,0,0,12318.31,321.99,T
22099343,2046,8740.73,206.78,0,0,12660.6,330.94,T
22099343,2047,8909.74,210.77,0,0,13002.89,339.89,T
22099343,2048,9078.75,214.77,0,0,13345.18,348.84,T
22099343,2049,9247.76,218.77,0,0,13687.47,357.78,T
22099343,2050,9416.77,222.77,0,0,14029.76,366.73,T
23528103,2021,9893.69,88.65,256.69,47.73,9637,90.72,
23528103,2020,11660.28,104.47,560.46,104.22,11099.82,104.49,
23528103,2019,11161,100,537.76,100,10623.24,100,
23528103,2018,12866.45,115.28,809.14,150.46,12057.31,113.5,
23528103,2017,13809.78,123.73,795.21,147.87,13014.57,122.51,
23528103,2016,13256.5,118.78,784.16,145.82,12472.34,117.41,
23528103,2015,12644.86,113.3,535.07,99.5,12109.79,113.99,
23528103,2014,12531.5,112.28,539.96,100.41,11991.54,112.88,
23528103,2013,13290.42,119.08,533.16,99.14,12757.26,120.09,
23528103,2022,8902.77,79.77,72.54,13.49,8830.23,83.12,T
23528103,2023,7911.85,70.89,0,0,8023.46,75.53,T
23528103,2024,6920.93,62.01,0,0,7216.69,67.93,T
23528103,2025,5930.01,53.13,0,0,6409.92,60.34,T
23528103,2026,4939.09,44.25,0,0,5603.15,52.74,T
23528103,2027,3948.17,35.37,0,0,4796.38,45.15,T
23528103,2028,2957.25,26.5,0,0,3989.61,37.56,T
23528103,2029,1966.33,17.62,0,0,3182.84,29.96,T
23528103,2030,975.41,8.74,0,0,2376.07,22.37,T
23528103,2031,0,0,0,0,1569.3,14.77,T
23528103,2032,0,0,0,0,762.53,7.18,T
23528103,2033,0,0,0,0,0,0,T
23528103,2034,0,0,0,0,0,0,T
23528103,2035,0,0,0,0,0,0,T
23528103,2036,0,0,0,0,0,0,T
23528103,2037,0,0,0,0,0,0,T
23528103,2038,0,0,0,0,0,0,T
23528103,2039,0,0,0,0,0,0,T
23528103,2040,0,0,0,0,0,0,T
23528103,2041,0,0,0,0,0,0,T
23528103,2042,0,0,0,0,0,0,T
23528103,2043,0,0,0,0,0,0,T
23528103,2044,0,0,0,0,0,0,T
23528103,2045,0,0,0,0,0,0,T
23528103,2046,0,0,0,0,0,0,T
23528103,2047,0,0,0,0,0,0,T
23528103,2048,0,0,0,0,0,0,T
23528103,2049,0,0,0,0,0,0,T
23528103,2050,0,0,0,0,0,0,T
