統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
12800750,2022,60274.93,91.57,37152.49,82.59,23122.44,110.94,
12800750,2021,96112.02,146.01,72772.13,161.78,23339.89,111.99,
12800750,2020,64719.35,98.32,42920.9,95.42,21798.45,104.59,
12800750,2019,65823.88,100,44982.16,100,20841.72,100,
12800750,2018,70101.97,106.5,47593.59,105.81,22508.38,108,
12800750,2017,75815.92,115.18,52278.45,116.22,23537.47,112.93,
12800750,2016,70891.49,107.7,48298.53,107.37,22592.96,108.4,
12800750,2015,58037.15,88.17,36373.52,80.86,21663.63,103.94,
12800750,2014,66804.55,101.49,44098.12,98.03,22706.43,108.95,
12800750,2013,69381.77,105.41,46012.1,102.29,23369.67,112.13,
12800750,2023,58425.29,88.76,34542.61,76.79,23882.68,114.59,T
12800750,2024,56575.64,85.95,31932.72,70.99,24642.92,118.24,T
12800750,2025,54725.99,83.14,29322.83,65.19,25403.16,121.89,T
12800750,2026,52876.34,80.33,26712.94,59.39,26163.4,125.53,T
12800750,2027,51026.69,77.52,24103.05,53.58,26923.64,129.18,T
12800750,2028,49177.04,74.71,21493.16,47.78,27683.88,132.83,T
12800750,2029,47327.39,71.9,18883.27,41.98,28444.12,136.48,T
12800750,2030,45477.74,69.09,16273.38,36.18,29204.36,140.12,T
12800750,2031,43628.1,66.28,13663.5,30.38,29964.6,143.77,T
12800750,2032,41778.45,63.47,11053.61,24.57,30724.84,147.42,T
12800750,2033,39928.8,60.66,8443.72,18.77,31485.08,151.07,T
12800750,2034,38079.15,57.85,5833.83,12.97,32245.32,154.72,T
12800750,2035,36229.5,55.04,3223.94,7.17,33005.56,158.36,T
12800750,2036,34379.85,52.23,614.05,1.37,33765.8,162.01,T
12800750,2037,32530.2,49.42,0,0,34526.04,165.66,T
12800750,2038,30680.56,46.61,0,0,35286.28,169.31,T
12800750,2039,28830.91,43.8,0,0,36046.52,172.95,T
12800750,2040,26981.26,40.99,0,0,36806.76,176.6,T
12800750,2041,25131.61,38.18,0,0,37567,180.25,T
12800750,2042,23281.96,35.37,0,0,38327.24,183.9,T
12800750,2043,21432.31,32.56,0,0,39087.48,187.54,T
12800750,2044,19582.66,29.75,0,0,39847.72,191.19,T
12800750,2045,17733.01,26.94,0,0,40607.96,194.84,T
12800750,2046,15883.37,24.13,0,0,41368.2,198.49,T
12800750,2047,14033.72,21.32,0,0,42128.44,202.14,T
12800750,2048,12184.07,18.51,0,0,42888.68,205.78,T
12800750,2049,10334.42,15.7,0,0,43648.92,209.43,T
12800750,2050,8484.77,12.89,0,0,44409.16,213.08,T
16083358,2022,21621.56,96.55,4254.76,90.17,17366.8,98.26,
16083358,2021,23571.28,105.26,4665.51,98.88,18905.77,106.97,
16083358,2020,23162.54,103.44,5071.59,107.48,18090.95,102.36,
16083358,2019,22393.06,100,4718.58,100,17674.48,100,
16083358,2018,22763.07,101.65,4476.72,94.87,18286.35,103.46,
16083358,2017,25625.82,114.44,3969.84,84.13,21655.98,122.53,
16083358,2016,23955.18,106.98,3160.15,66.97,20795.03,117.66,
16083358,2015,21596.37,96.44,119.92,2.54,21476.45,121.51,
16083358,2023,21364.39,95.41,4100.15,86.89,17264.23,97.68,T
16083358,2024,21107.22,94.26,3945.55,83.62,17161.67,97.1,T
16083358,2025,20850.05,93.11,3790.94,80.34,17059.11,96.52,T
16083358,2026,20592.88,91.96,3636.33,77.06,16956.55,95.94,T
16083358,2027,20335.72,90.81,3481.73,73.79,16853.99,95.36,T
16083358,2028,20078.55,89.66,3327.12,70.51,16751.43,94.78,T
16083358,2029,19821.38,88.52,3172.52,67.23,16648.86,94.2,T
16083358,2030,19564.21,87.37,3017.91,63.96,16546.3,93.62,T
16083358,2031,19307.04,86.22,2863.3,60.68,16443.74,93.04,T
16083358,2032,19049.88,85.07,2708.7,57.4,16341.18,92.46,T
16083358,2033,18792.71,83.92,2554.09,54.13,16238.62,91.88,T
