統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
35412204,2021,348952.09,105.62,142762.88,106.19,206189.21,105.22,
35412204,2020,314914.72,95.31,125617.28,93.44,189297.44,96.6,
35412204,2019,330399.62,100,134441.47,100,195958.15,100,
35412204,2018,380559.63,115.18,163009.92,121.25,217549.71,111.02,
35412204,2017,387432.73,117.26,157600.12,117.23,229832.61,117.29,
35412204,2016,292323.84,88.48,114271.58,85,178052.26,90.86,
35412204,2015,279751.74,84.67,111983.4,83.3,167768.34,85.61,
35412204,2014,243164.06,73.6,96569.37,71.83,146594.69,74.81,
35412204,2013,183290.74,55.48,43774.21,32.56,139516.53,71.2,
35412204,2022,338416.24,102.43,136013.87,101.17,202402.38,103.29,T
35412204,2023,327880.4,99.24,129264.85,96.15,198615.54,101.36,T
35412204,2024,317344.55,96.05,122515.84,91.13,194828.71,99.42,T
35412204,2025,306808.7,92.86,115766.83,86.11,191041.88,97.49,T
35412204,2026,296272.86,89.67,109017.81,81.09,187255.04,95.56,T
35412204,2027,285737.01,86.48,102268.8,76.07,183468.21,93.63,T
35412204,2028,275201.16,83.29,95519.79,71.05,179681.38,91.69,T
35412204,2029,264665.32,80.1,88770.77,66.03,175894.54,89.76,T
35412204,2030,254129.47,76.92,82021.76,61.01,172107.71,87.83,T
35412204,2031,243593.62,73.73,75272.75,55.99,168320.88,85.9,T
35412204,2032,233057.78,70.54,68523.73,50.97,164534.04,83.96,T
35412204,2033,222521.93,67.35,61774.72,45.95,160747.21,82.03,T
35412204,2034,211986.08,64.16,55025.71,40.93,156960.38,80.1,T
35412204,2035,201450.24,60.97,48276.69,35.91,153173.54,78.17,T
35412204,2036,190914.39,57.78,41527.68,30.89,149386.71,76.23,T
35412204,2037,180378.54,54.59,34778.67,25.87,145599.88,74.3,T
35412204,2038,169842.7,51.41,28029.65,20.85,141813.04,72.37,T
35412204,2039,159306.85,48.22,21280.64,15.83,138026.21,70.44,T
35412204,2040,148771,45.03,14531.63,10.81,134239.38,68.5,T
35412204,2041,138235.16,41.84,7782.61,5.79,130452.54,66.57,T
35412204,2042,127699.31,38.65,1033.6,0.77,126665.71,64.64,T
35412204,2043,117163.46,35.46,0,0,122878.88,62.71,T
35412204,2044,106627.62,32.27,0,0,119092.04,60.77,T
35412204,2045,96091.77,29.08,0,0,115305.21,58.84,T
35412204,2046,85555.92,25.89,0,0,111518.38,56.91,T
35412204,2047,75020.08,22.71,0,0,107731.54,54.98,T
35412204,2048,64484.23,19.52,0,0,103944.71,53.04,T
35412204,2049,53948.38,16.33,0,0,100157.88,51.11,T
35412204,2050,43412.54,13.14,0,0,96371.04,49.18,T
