統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
11083148,2021,800.12,4.34,13.71,0.09,786.41,29.79,
11083148,2020,11683.07,63.41,9548.77,60.49,2134.3,80.86,
11083148,2019,18425.32,100,15785.75,100,2639.57,100,
11083148,2018,38606.35,209.53,33720.13,213.61,4886.22,185.11,
11083148,2017,101425.44,550.47,96824.03,613.36,4601.41,174.32,
11083148,2016,120398.85,653.44,116024.13,734.99,4374.72,165.74,
11083148,2015,87428.62,474.5,83346.69,527.99,4081.93,154.64,
11083148,2014,93600.21,508,89380.11,566.21,4220.1,159.88,
11083148,2022,0,0,0,0,0,0,T
11083148,2023,0,0,0,0,0,0,T
11083148,2024,0,0,0,0,0,0,T
11083148,2025,0,0,0,0,0,0,T
11083148,2026,0,0,0,0,0,0,T
11083148,2027,0,0,0,0,0,0,T
11083148,2028,0,0,0,0,0,0,T
11083148,2029,0,0,0,0,0,0,T
11083148,2030,0,0,0,0,0,0,T
11083148,2031,0,0,0,0,0,0,T
11083148,2032,0,0,0,0,0,0,T
11083148,2033,0,0,0,0,0,0,T
11083148,2034,0,0,0,0,0,0,T
11083148,2035,0,0,0,0,0,0,T
11083148,2036,0,0,0,0,0,0,T
11083148,2037,0,0,0,0,0,0,T
11083148,2038,0,0,0,0,0,0,T
11083148,2039,0,0,0,0,0,0,T
11083148,2040,0,0,0,0,0,0,T
11083148,2041,0,0,0,0,0,0,T
11083148,2042,0,0,0,0,0,0,T
11083148,2043,0,0,0,0,0,0,T
11083148,2044,0,0,0,0,0,0,T
11083148,2045,0,0,0,0,0,0,T
11083148,2046,0,0,0,0,0,0,T
11083148,2047,0,0,0,0,0,0,T
11083148,2048,0,0,0,0,0,0,T
11083148,2049,0,0,0,0,0,0,T
11083148,2050,0,0,0,0,0,0,T
12617727,2021,29572.35,419.43,23941.95,40975.44,5630.4,80.52,
12617727,2020,23527.83,333.7,18811.98,32195.76,4715.85,67.44,
12617727,2019,7050.66,100,58.43,100,6992.23,100,
12617727,2022,40833.2,579.14,35883.71,61413.16,4949.48,70.79,T
12617727,2023,52094.04,738.85,47825.47,81850.88,4268.57,61.05,T
12617727,2024,63354.88,898.57,59767.23,102288.6,3587.66,51.31,T
12617727,2025,74615.73,1058.28,71708.99,122726.32,2906.74,41.57,T
12617727,2026,85876.58,1217.99,83650.75,143164.04,2225.82,31.83,T
12617727,2027,97137.42,1377.71,95592.51,163601.76,1544.91,22.09,T
12617727,2028,108398.26,1537.42,107534.27,184039.48,863.99,12.36,T
12617727,2029,119659.11,1697.13,119476.03,204477.2,183.08,2.62,T
12617727,2030,130919.95,1856.85,131417.79,224914.92,0,0,T
12617727,2031,142180.8,2016.56,143359.55,245352.64,0,0,T
12617727,2032,153441.64,2176.27,155301.31,265790.36,0,0,T
12617727,2033,164702.49,2335.99,167243.07,286228.08,0,0,T
12617727,2034,175963.34,2495.7,179184.83,306665.81,0,0,T
12617727,2035,187224.18,2655.41,191126.59,327103.53,0,0,T
12617727,2036,198485.03,2815.13,203068.35,347541.25,0,0,T
12617727,2037,209745.87,2974.84,215010.11,367978.97,0,0,T
12617727,2038,221006.72,3134.55,226951.87,388416.69,0,0,T
12617727,2039,232267.56,3294.27,238893.63,408854.41,0,0,T
12617727,2040,243528.41,3453.98,250835.39,429292.13,0,0,T
12617727,2041,254789.25,3613.69,262777.15,449729.85,0,0,T
12617727,2042,266050.09,3773.41,274718.91,470167.57,0,0,T
12617727,2043,277310.94,3933.12,286660.67,490605.29,0,0,T
12617727,2044,288571.78,4092.83,298602.43,511043.01,0,0,T
12617727,2045,299832.63,4252.55,310544.19,531480.73,0,0,T
12617727,2046,311093.47,4412.26,322485.95,551918.45,0,0,T
12617727,2047,322354.32,4571.97,334427.71,572356.17,0,0,T
12617727,2048,333615.16,4731.69,346369.47,592793.89,0,0,T
12617727,2049,344876.01,4891.4,358311.23,613231.61,0,0,T
12617727,2050,356136.86,5051.11,370252.99,633669.33,0,0,T
14001199,2021,277973.15,78.04,237411.14,73.34,40562.01,124.87,
14001199,2020,308892.53,86.72,289049.47,89.3,19843.06,61.09,
14001199,2019,356182.71,100,323698.71,100,32484,100,
14001199,2018,445303.96,125.02,336654.36,104,108649.6,334.47,
14001199,2017,431830.86,121.24,311833.34,96.33,119997.52,369.4,
14001199,2016,457787.54,128.53,351795.2,108.68,105992.34,326.29,
14001199,2015,495730.1,139.18,361042.01,111.54,134688.09,414.63,
14001199,2014,532640.39,149.54,382357.32,118.12,150283.07,462.64,
14001199,2022,222196.21,62.38,204330.07,63.12,17866.15,55,T
14001199,2023,166419.28,46.72,171248.99,52.9,0,0,T
14001199,2024,110642.34,31.06,138167.92,42.68,0,0,T
14001199,2025,54865.4,15.4,105086.85,32.46,0,0,T
14001199,2026,0,0,72005.77,22.24,0,0,T
14001199,2027,0,0,38924.7,12.02,0,0,T
14001199,2028,0,0,5843.63,1.81,0,0,T
14001199,2029,0,0,0,0,0,0,T
14001199,2030,0,0,0,0,0,0,T
14001199,2031,0,0,0,0,0,0,T
