統編,分類,子分類,項目,來自公司報告,單位,年份,數值
86871981,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2000,579159.34
86871981,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2000,47901.38
86871981,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2000,627060.72
15820097,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2012,1069.29
15820097,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2012,5200.61
15820097,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2012,6269.9
70783499,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,1322912.71
70783499,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,7013.7
70783499,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,1329926.41
70783765,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,653685.83
70783765,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,6643.15
70783765,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,660328.98
86871981,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,610920.9299999999
86871981,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,48851.52
86871981,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,659772.45
70783499,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,1458323.4600000002
70783499,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,6497.41
70783499,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,1464820.87
70783765,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,666712.16
70783765,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,4045.97
70783765,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,670758.13
73252657,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,50445.23000000001
73252657,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,94003.19
73252657,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,144448.42
86871981,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,682897.9099999999
86871981,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,54291.67
86871981,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,737189.58
89528054,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,115165.71
89528054,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,12618.03
89528054,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,127783.74
70783499,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,1435439.4100000001
70783499,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,6813.68
70783499,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,1442253.09
70783765,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,700786.0399999999
70783765,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,5174.4
70783765,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,705960.44
73252657,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,45806.44000000002
73252657,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,93270.23
73252657,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,139076.67
86871981,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,622769.61
86871981,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,50442.74
86871981,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,673212.35
89528054,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,118425.16
89528054,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,12561.71
89528054,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,130986.87
70783499,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,1553447.48
70783499,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,5785.77
