統編,分類,子分類,項目,來自公司報告,單位,年份,數值
11914002,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,487410.06999999995
11914002,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,227246.44
11914002,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,714656.51
22662355,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,89104.51999999999
22662355,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,160431.41
22662355,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,249535.93
22663571,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,37360.240000000005
22663571,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,23590.67
22663571,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,60950.91
34258318,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,64853.649999999994
34258318,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,17020.86
34258318,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,81874.51
34263157,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,37015.53
34263157,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,10526.93
34263157,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,47542.46
46007218,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,59144.310000000005
46007218,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,14808.49
46007218,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,73952.8
47109348,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,87683.84000000001
47109348,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,27276.23
47109348,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,114960.07
49701774,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,63926.47
49701774,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,30243.01
49701774,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,94169.48
70584724,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,107780.11
70584724,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,114915.55
70584724,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,222695.66
84994452,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,41497.42
84994452,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,4513.09
84994452,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,46010.509999999995
11914002,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,447332.32999999996
11914002,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,218275.41
11914002,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,665607.74
22662355,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,83941.94
22662355,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,186475.93
22662355,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,270417.87
22663571,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,30509.319999999996
22663571,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,23264.74
22663571,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,53774.06
34258318,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,53003.92
34258318,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,14464.67
34258318,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,67468.59
34263157,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,35361.79
34263157,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,10852.64
34263157,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,46214.43
46007218,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,77616.65
46007218,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,18998.28
46007218,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,96614.93
47109348,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,104520.11000000002
47109348,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,31323.28
47109348,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,135843.39
49701774,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,66462.14
49701774,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,31283.37
49701774,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,97745.51
70584724,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,83025.33
70584724,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,126407.42
70584724,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,209432.75
84994452,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,42777.25
84994452,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,4240.8
84994452,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,47018.05
11914002,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,448748.49
11914002,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,225219.86000000002
11914002,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,673968.35
11914002,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2016,1563.817843790696
22662355,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,88538.50999999998
22662355,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,184843.17
22662355,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,273381.68
22663571,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,25697.900000000005
22663571,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,28072.76
22663571,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,53770.66
34258318,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,57745.46
34258318,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,14120.49
34258318,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,71865.95
34263157,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,28637.02
34263157,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,8980.09
34263157,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,37617.11
46007218,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,79846.61
46007218,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,19416.42
46007218,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,99263.03
47109348,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,85833.18000000001
47109348,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,28353.34
47109348,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,114186.52
49701774,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,52807.130000000005
49701774,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,26509.67
49701774,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,79316.8
49701774,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2016,1601.7421971490585
70584724,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,121421.26999999999
70584724,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,258893.17
70584724,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,380314.44
84994452,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,31953.199999999997
84994452,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,3691.75
84994452,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,35644.95
11914002,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,499291.76999999996
11914002,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,282913.86999999994
11914002,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,782205.6399999999
11914002,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2017,1743.2871503747713
22662355,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,75444.84
22662355,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,181543.54
22662355,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,256988.38
22663571,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,25813.9
22663571,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,30610.72
22663571,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,56424.62
34258318,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,26220.79
34258318,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,14433.03
34258318,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,40653.82
34263157,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,26870.75
34263157,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,9615.67
34263157,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,36486.42
46007218,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,80982.4
46007218,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,20922.14
46007218,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,101904.54
47109348,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,104946.56000000001
47109348,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,33569.08
47109348,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,138515.64
49701774,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,49266.71
49701774,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,24430.07
49701774,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,73696.78
49701774,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2017,1505.2139457935907
70584724,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,96920.32
70584724,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,180245.89
70584724,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,277166.21
84994452,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,18975.440000000002
84994452,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,2884.37
84994452,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,21859.81
11914002,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,379414.16000000003
11914002,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,271839.17
11914002,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,651253.3300000001
11914002,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2018,1412.9577357592273
22662355,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,77011.06
22662355,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,185029.91
22662355,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,262040.97
22663571,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,27015.84
22663571,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,30233.34
22663571,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,57249.18
34258318,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,24623.449999999997
34258318,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,12889.43
34258318,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,37512.88
34263157,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,24381.620000000003
34263157,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,8575.54
34263157,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,32957.16
46007218,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,79170.45999999999
46007218,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,20724.32
46007218,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,99894.78
47109348,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,91245.09999999999
47109348,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,31246.38
47109348,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,122491.48
49701774,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,59125.66
