統編,分類,子分類,項目,來自公司報告,單位,年份,數值
23145632,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,237.38
23145632,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,894.87
23145632,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,1132.25
23145632,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2017,5.601871839067437
23145632,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,131.71000000000004
23145632,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,833.53
23145632,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,965.24
23145632,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2018,3.9533541562541483
23145632,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2019,172.35000000000002
23145632,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2019,794.66
23145632,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2019,967.01
23145632,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2019,3.998770855886492
23145632,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2020,103.10000000000002
23145632,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2020,832.99
23145632,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2020,936.09
23145632,E,溫室氣體排放,碳密集度,,公噸CO2e/億元,2020,3.7264941436569483
04370927,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
04370927,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
03568400,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
03568400,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
34412092,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
34412092,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
20938096,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
20938096,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12516241,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12516241,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
20863763,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
20863763,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22099322,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22099322,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22099478,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22099478,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
33750329,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
33750329,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
38430938,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
38430938,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
23292535,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
23292535,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22485794,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22485794,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
04789211,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
04789211,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
89732154,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
89732154,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
14033663,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
14033663,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
12304443,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12304443,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
89827686,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
89827686,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
97430131,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
97430131,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
28722767,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
28722767,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
23163259,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
23163259,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
72780928,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
72780928,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
04541302,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,2050年實現溫室氣體淨零排放。（以2020年為基礎年，2025年降低21%；2030年降低42%；2035年降低63%）
04541302,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有淨零目標有減碳目標
