統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
15395706,2020,465148.06,106.02,408215.59,107.77,56932.47,95.01,
15395706,2019,438716.08,100,378796.6,100,59919.48,100,
15395706,2018,446678.8,101.82,386139.38,101.94,60539.42,101.03,
15395706,2017,436215.97,99.43,370658.71,97.85,65557.26,109.41,
15395706,2016,438626.36,99.98,396525.88,104.68,42100.48,70.26,
15395706,2015,411371.17,93.77,371808.51,98.16,39562.66,66.03,
15395706,2014,425065.23,96.89,389263.78,102.76,35801.45,59.75,
15395706,2021,474792.09,108.22,420734.55,111.07,54057.54,90.22,T
15395706,2022,484436.12,110.42,433253.51,114.38,51182.61,85.42,T
15395706,2023,494080.15,112.62,445772.47,117.68,48307.68,80.62,T
15395706,2024,503724.18,114.82,458291.43,120.99,45432.75,75.82,T
15395706,2025,513368.21,117.02,470810.39,124.29,42557.82,71.03,T
15395706,2026,523012.24,119.21,483329.35,127.6,39682.89,66.23,T
15395706,2027,532656.27,121.41,495848.31,130.9,36807.96,61.43,T
15395706,2028,542300.3,123.61,508367.27,134.21,33933.03,56.63,T
15395706,2029,551944.33,125.81,520886.23,137.51,31058.1,51.83,T
15395706,2030,561588.36,128.01,533405.19,140.82,28183.17,47.04,T
15395706,2031,571232.39,130.21,545924.15,144.12,25308.24,42.24,T
15395706,2032,580876.42,132.4,558443.11,147.43,22433.31,37.44,T
15395706,2033,590520.45,134.6,570962.07,150.73,19558.38,32.64,T
15395706,2034,600164.48,136.8,583481.03,154.04,16683.45,27.84,T
15395706,2035,609808.51,139,595999.99,157.34,13808.52,23.05,T
15395706,2036,619452.54,141.2,608518.95,160.65,10933.59,18.25,T
15395706,2037,629096.57,143.39,621037.91,163.95,8058.66,13.45,T
15395706,2038,638740.6,145.59,633556.87,167.26,5183.73,8.65,T
15395706,2039,648384.63,147.79,646075.83,170.56,2308.8,3.85,T
15395706,2040,658028.66,149.99,658594.79,173.87,0,0,T
15395706,2041,667672.69,152.19,671113.75,177.17,0,0,T
15395706,2042,677316.72,154.39,683632.71,180.47,0,0,T
15395706,2043,686960.75,156.58,696151.67,183.78,0,0,T
15395706,2044,696604.78,158.78,708670.63,187.08,0,0,T
15395706,2045,706248.81,160.98,721189.59,190.39,0,0,T
15395706,2046,715892.84,163.18,733708.55,193.69,0,0,T
15395706,2047,725536.87,165.38,746227.51,197,0,0,T
15395706,2048,735180.9,167.58,758746.47,200.3,0,0,T
15395706,2049,744824.93,169.77,771265.43,203.61,0,0,T
15395706,2050,754468.96,171.97,783784.39,206.91,0,0,T
20939460,2020,104181.13,87.83,87064.64,87.8,17116.49,87.97,
20939460,2019,118614.14,100,99157.73,100,19456.41,100,
20939460,2018,116012.78,97.81,96665.59,97.49,19347.19,99.44,
20939460,2017,100769.05,84.96,81228.18,81.92,19540.87,100.43,
20939460,2016,87454.25,73.73,70334.19,70.93,17120.06,87.99,
20939460,2015,79738.54,67.23,63249.14,63.79,16489.4,84.75,
20939460,2014,107509.31,90.64,91190.65,91.97,16318.66,83.87,
20939460,2021,105318.49,88.79,89010.13,89.77,16308.36,83.82,T
20939460,2022,106455.85,89.75,90955.61,91.73,15500.24,79.67,T
20939460,2023,107593.21,90.71,92901.1,93.69,14692.11,75.51,T
20939460,2024,108730.57,91.67,94846.59,95.65,13883.98,71.36,T
20939460,2025,109867.93,92.63,96792.07,97.61,13075.86,67.21,T
20939460,2026,111005.29,93.59,98737.56,99.58,12267.73,63.05,T
20939460,2027,112142.65,94.54,100683.05,101.54,11459.6,58.9,T
20939460,2028,113280.01,95.5,102628.53,103.5,10651.48,54.75,T
20939460,2029,114417.37,96.46,104574.02,105.46,9843.35,50.59,T
20939460,2030,115554.73,97.42,106519.51,107.42,9035.22,46.44,T
20939460,2031,116692.09,98.38,108464.99,109.39,8227.1,42.28,T
20939460,2032,117829.45,99.34,110410.48,111.35,7418.97,38.13,T
20939460,2033,118966.81,100.3,112355.97,113.31,6610.84,33.98,T
20939460,2034,120104.17,101.26,114301.45,115.27,5802.72,29.82,T
20939460,2035,121241.53,102.22,116246.94,117.23,4994.59,25.67,T
20939460,2036,122378.89,103.17,118192.43,119.2,4186.46,21.52,T
20939460,2037,123516.25,104.13,120137.91,121.16,3378.34,17.36,T
20939460,2038,124653.61,105.09,122083.4,123.12,2570.21,13.21,T
20939460,2039,125790.97,106.05,124028.89,125.08,1762.08,9.06,T
20939460,2040,126928.33,107.01,125974.37,127.04,953.96,4.9,T
20939460,2041,128065.69,107.97,127919.86,129.01,145.83,0.75,T
20939460,2042,129203.05,108.93,129865.35,130.97,0,0,T
