統編,分類,子分類,項目,來自公司報告,單位,年份,數值
36253534,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,目前尚處溫室氣體排放內部自行盤查階段，預計於完成查證後，據以訂定目標。
36253534,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
12461082,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12461082,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
86985605,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
86985605,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
53650116,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
53650116,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
80621419,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司二氧化碳排放量99%以上來自電力及水，因此電力與水的節約為節能減碳之優先目標，預計111年節省用電及水量與110年比較以節省1%為目標，減少溫室氣體排放量。
80621419,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
22546808,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22546808,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
66402912,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
66402912,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
89855649,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
89855649,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
86070187,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,公司尚無相關規範
86070187,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
22479934,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,先核算出溫室氣體量，逐步進行減量
22479934,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
86406401,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
86406401,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
75940820,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
75940820,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22193115,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22193115,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
05087498,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司已開始籌備並藉由外部顧問協助盤查營運總部及工廠之排放量，未來將針對電與水之減量來降低間接排放之溫室氣體數量，具體減量目標將於盤查完成後，並經董事會通過後訂定。
05087498,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
12499995,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
12499995,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
52811070,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
52811070,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
55878947,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,無統計數據可茲研擬
55878947,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
59260902,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,尚在計畫中。
59260902,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
04416894,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,"公司產品產製過程不涉及範疇一.直接碳排放，在範疇二.間接排放量則以2019年使用電度(1,893,397度)為基準年，啟動第二次五年期節電計劃，以基準年電度為準降幅2%為節電目標。"
04416894,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
55857746,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
55857746,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
55848584,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
55848584,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22522361,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22522361,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22551554,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22551554,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
52604255,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,盤查後訂定目標
52604255,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
36243760,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
36243760,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
36096704,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
36096704,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
84189908,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
84189908,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22794503,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,設定110年為基準年，起始年為111年，短期目標年為113年，3年共計碳排放強度較基準年減少8%，119年碳排放強度較基準年減少20%，139年碳排放強度較基準年減少50%。
22794503,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
60256758,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
60256758,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
22212598,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,因尚未進行盤查及了解廠內排碳量，先核算溫室氣體量，逐步減量，待完成盤查後再設定減量目標。
22212598,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
80132123,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,溫室氣體排放主要以來自電力及水，所以電力與水的節約為節能減碳之優先目標，預計111年節省用電及水量與110年比較以節省1%為目標，減少溫室氣體總排放量。
80132123,E,溫室氣體排放,溫室氣體減量承諾,,,2021,僅有節電承諾
84271478,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
84271478,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
23209895,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
23209895,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
59362767,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
59362767,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
86195222,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,持續每年較前一年節能滅碳1%以上為目標，以減少碳排放量，降低地球溫室效應。公司將會持續推動更多節能減碳政策，對全體員工宣導，逐步邁向永續發展、低碳綠色企業目標。
86195222,E,溫室氣體排放,溫室氣體減量承諾,,,2021,有減碳目標
54705928,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
54705928,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
15877936,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
15877936,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
05114306,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,本公司已開始籌備並藉由外部顧問協助盤查營運總部及施工所之排放量，未來將針對電與水之減量來降低間接排放之溫室氣體數量，具體減量目標將於盤查完成後，並經董事會通過後訂定。
05114306,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
22994919,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
22994919,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
86122164,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,間接(範疇二)溫室氣體排放量減量目標尚待訂定。
86122164,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
44549792,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
44549792,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
83599094,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,無資料。
83599094,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
22101002,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,公司目前針對電能之減量來降間接排放之溫室氣體數量。
22101002,E,溫室氣體排放,溫室氣體減量承諾,,,2021,無目標
16264415,E,溫室氣體排放,溫室氣體減量目標說明,,,2021,NA
16264415,E,溫室氣體排放,溫室氣體減量承諾,,,2021,未填報
