統編,分類,子分類,項目,來自公司報告,單位,年份,數值
24001900,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,36378.81999999999
24001900,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,19763.74
24001900,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,56142.56
24001900,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,36038.05
24001900,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,19637.61
24001900,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,55675.66
24001900,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,37338.479999999996
24001900,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,21565.63
24001900,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,58904.11
24001900,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,41378.29
24001900,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,23055.08
24001900,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,64433.37
24001900,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,51993.73
24001900,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,22963.1
24001900,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,74956.83
24001900,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2019,31746.62
24001900,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2019,21287.62
24001900,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2019,53034.24
24001900,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2020,26633.35
24001900,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2020,20224.92
24001900,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2020,46858.27
24001900,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,22.769
24001900,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,35.969
24001900,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,4.981
24001900,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2010,53.81300000000002
24001900,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2010,77.602
24001900,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2010,18.091
24001900,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2011,15.053999999999998
24001900,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2011,24.964
24001900,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2011,6.6080000000000005
24001900,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2012,15.556
24001900,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2012,21.107
24001900,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2012,6.618
24001900,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2013,43.62799999999999
24001900,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2013,83.05799999999999
24001900,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2013,6.956
24001900,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2014,26.152
24001900,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2014,34.522
24001900,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2014,1.553
24001900,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2015,12.315999999999999
24001900,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2015,7.5760000000000005
24001900,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2015,0.728
24001900,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2016,24.488
24001900,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2016,4.269
24001900,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2016,0.9950000000000001
24001900,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2017,32.765
24001900,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2017,27.458000000000006
24001900,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2017,1.0699999999999998
24001900,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2018,8.715
24001900,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2018,5.653
