統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
23667505,2020,39615.74,91.83,24777.42,89.73,14838.32,95.56,
23667505,2019,43141.96,100,27614,100,15527.96,100,
23667505,2021,36089.52,83.65,21940.84,79.46,14148.68,91.12,T
23667505,2022,32563.3,75.48,19104.26,69.18,13459.04,86.68,T
23667505,2023,29037.08,67.31,16267.68,58.91,12769.4,82.23,T
23667505,2024,25510.86,59.13,13431.1,48.64,12079.76,77.79,T
23667505,2025,21984.64,50.96,10594.52,38.37,11390.12,73.35,T
23667505,2026,18458.42,42.79,7757.94,28.09,10700.48,68.91,T
23667505,2027,14932.2,34.61,4921.36,17.82,10010.84,64.47,T
23667505,2028,11405.98,26.44,2084.78,7.55,9321.2,60.03,T
23667505,2029,7879.76,18.26,0,0,8631.56,55.59,T
23667505,2030,4353.54,10.09,0,0,7941.92,51.15,T
23667505,2031,827.32,1.92,0,0,7252.28,46.7,T
23667505,2032,0,0,0,0,6562.64,42.26,T
23667505,2033,0,0,0,0,5873,37.82,T
23667505,2034,0,0,0,0,5183.36,33.38,T
23667505,2035,0,0,0,0,4493.72,28.94,T
23667505,2036,0,0,0,0,3804.08,24.5,T
23667505,2037,0,0,0,0,3114.44,20.06,T
23667505,2038,0,0,0,0,2424.8,15.62,T
23667505,2039,0,0,0,0,1735.16,11.17,T
23667505,2040,0,0,0,0,1045.52,6.73,T
23667505,2041,0,0,0,0,355.88,2.29,T
23667505,2042,0,0,0,0,0,0,T
23667505,2043,0,0,0,0,0,0,T
23667505,2044,0,0,0,0,0,0,T
23667505,2045,0,0,0,0,0,0,T
23667505,2046,0,0,0,0,0,0,T
23667505,2047,0,0,0,0,0,0,T
23667505,2048,0,0,0,0,0,0,T
23667505,2049,0,0,0,0,0,0,T
23667505,2050,0,0,0,0,0,0,T
34175598,2020,42413.88,90.5,26011.33,93.11,16402.55,86.65,
34175598,2019,46866.69,100,27935.96,100,18930.73,100,
34175598,2018,49121.06,104.81,30063.54,107.62,19057.52,100.67,
34175598,2017,47093.68,100.48,28069.76,100.48,19023.92,100.49,
34175598,2015,39958.42,85.26,23900.27,85.55,16058.15,84.83,
34175598,2014,45040.57,96.1,29097.14,104.16,15943.43,84.22,
34175598,2021,40853.95,87.17,25325.19,90.65,15528.76,82.03,T
34175598,2022,39294.01,83.84,24639.04,88.2,14654.97,77.41,T
34175598,2023,37734.08,80.51,23952.9,85.74,13781.18,72.8,T
34175598,2024,36174.15,77.19,23266.76,83.29,12907.39,68.18,T
34175598,2025,34614.21,73.86,22580.61,80.83,12033.6,63.57,T
34175598,2026,33054.28,70.53,21894.47,78.37,11159.81,58.95,T
34175598,2027,31494.35,67.2,21208.33,75.92,10286.02,54.34,T
34175598,2028,29934.41,63.87,20522.18,73.46,9412.23,49.72,T
34175598,2029,28374.48,60.54,19836.04,71.01,8538.44,45.1,T
34175598,2030,26814.55,57.21,19149.9,68.55,7664.65,40.49,T
34175598,2031,25254.61,53.89,18463.75,66.09,6790.86,35.87,T
34175598,2032,23694.68,50.56,17777.61,63.64,5917.07,31.26,T
34175598,2033,22134.75,47.23,17091.47,61.18,5043.28,26.64,T
34175598,2034,20574.81,43.9,16405.32,58.72,4169.49,22.02,T
34175598,2035,19014.88,40.57,15719.18,56.27,3295.7,17.41,T
34175598,2036,17454.95,37.24,15033.04,53.81,2421.91,12.79,T
34175598,2037,15895.01,33.92,14346.89,51.36,1548.12,8.18,T
34175598,2038,14335.08,30.59,13660.75,48.9,674.33,3.56,T
34175598,2039,12775.15,27.26,12974.61,46.44,0,0,T
34175598,2040,11215.21,23.93,12288.46,43.99,0,0,T
34175598,2041,9655.28,20.6,11602.32,41.53,0,0,T
34175598,2042,8095.35,17.27,10916.18,39.08,0,0,T
34175598,2043,6535.41,13.94,10230.03,36.62,0,0,T
34175598,2044,4975.48,10.62,9543.89,34.16,0,0,T
34175598,2045,3415.55,7.29,8857.75,31.71,0,0,T
34175598,2046,1855.61,3.96,8171.6,29.25,0,0,T
34175598,2047,295.68,0.63,7485.46,26.8,0,0,T
34175598,2048,0,0,6799.32,24.34,0,0,T
34175598,2049,0,0,6113.17,21.88,0,0,T
34175598,2050,0,0,5427.03,19.43,0,0,T
50301500,2020,160186.54,99.93,110558.42,96.88,49628.12,107.47,
50301500,2019,160294.05,100,114113.91,100,46180.14,100,
50301500,2018,173084.81,107.98,121777.38,106.72,51307.43,111.1,
50301500,2017,164342.11,102.53,111541.03,97.75,52801.08,114.34,
50301500,2016,113734.65,70.95,67199.4,58.89,46535.25,100.77,
50301500,2015,155907.7,97.26,109726.68,96.16,46181.02,100,
50301500,2014,149074.42,93,101944.34,89.34,47130.08,102.06,
50301500,2021,158801.35,99.07,110230.88,96.6,48570.47,105.18,T
50301500,2022,157416.16,98.2,109903.35,96.31,47512.81,102.89,T
50301500,2023,156030.97,97.34,109575.81,96.02,46455.16,100.6,T
50301500,2024,154645.78,96.48,109248.27,95.74,45397.51,98.31,T
50301500,2025,153260.59,95.61,108920.74,95.45,44339.85,96.01,T
50301500,2026,151875.4,94.75,108593.2,95.16,43282.2,93.72,T
50301500,2027,150490.21,93.88,108265.66,94.88,42224.55,91.43,T
50301500,2028,149105.02,93.02,107938.13,94.59,41166.89,89.14,T
50301500,2029,147719.83,92.16,107610.59,94.3,40109.24,86.85,T
50301500,2030,146334.64,91.29,107283.05,94.01,39051.59,84.56,T
50301500,2031,144949.45,90.43,106955.52,93.73,37993.93,82.27,T
50301500,2032,143564.26,89.56,106627.98,93.44,36936.28,79.98,T
50301500,2033,142179.07,88.7,106300.44,93.15,35878.63,77.69,T
50301500,2034,140793.88,87.83,105972.91,92.87,34820.97,75.4,T
50301500,2035,139408.69,86.97,105645.37,92.58,33763.32,73.11,T
50301500,2036,138023.5,86.11,105317.83,92.29,32705.67,70.82,T
50301500,2037,136638.31,85.24,104990.3,92,31648.01,68.53,T
50301500,2038,135253.12,84.38,104662.76,91.72,30590.36,66.24,T
