統編,分類,子分類,項目,來自公司報告,單位,年份,數值
84706109,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2013,981.6199999999953
84706109,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2013,33846.72
84706109,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2013,34828.34
54393468,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,886.0200000000004
54393468,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,9796.23
54393468,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,10682.25
54393468,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,1676.0699999999997
54393468,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,16275.43
54393468,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,17951.5
54393468,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,2470.209999999999
54393468,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,19635.98
54393468,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,22106.19
54393468,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,3277.7999999999993
54393468,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,19163.7
54393468,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,22441.5
54393468,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2019,3104.6699999999983
54393468,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2019,18664.83
54393468,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2019,21769.5
54393468,E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2020,3551.920000000002
54393468,E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2020,18819.78
54393468,E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2020,22371.7
84706109,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,0.43800000000000006
84706109,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,0.20500000000000002
84706109,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2009,110.266
84706109,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2010,0.412
84706109,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2010,0.192
84706109,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2010,35.192
84706109,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2011,0.754
84706109,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2011,0.351
84706109,E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2011,0.016
84706109,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2011,85.709
84706109,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2012,1.595
84706109,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2012,0.488
84706109,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2012,59.644
84706109,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2013,3.396
84706109,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2013,1.159
84706109,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2013,54.17
84706109,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2014,5.957
84706109,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2014,2.684
84706109,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2014,94.665
54393468,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2015,0.314
54393468,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2015,4.5120000000000005
84706109,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2015,2.758
84706109,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2015,1.023
84706109,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2015,49.229
54393468,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2016,0.14600000000000002
54393468,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2016,7.42
84706109,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2016,0.288
84706109,E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2016,0.126
84706109,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2016,2.562
54393468,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2017,0.22099999999999997
54393468,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2017,9.965
54393468,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2018,0.062
54393468,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2018,7.539
54393468,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2019,0.23299999999999998
54393468,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2019,10.106
54393468,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2020,0.13
54393468,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2020,5.792
54393468,E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2021,0.429
54393468,E,空氣污染物申報-一般空氣污染物,揮發性有機化合物,,,2021,12.253
84706109,E,環境違規,違反環境法規金額,,元,2011,100000
84706109,E,環境違規,違反環境法規次數,,次,2011,1
84706109,E,環境違規,違反環境法規金額,,元,2015,900000
84706109,E,環境違規,違反環境法規次數,,次,2015,2
54393468,G,資本額,資本額,,元,2020,5000000
54393468,G,資本額,資本額,,元,2019,5000000
84706109,G,資本額,資本額,,元,2020,3899902700
84706109,G,資本額,資本額,,元,2019,3899902700
