年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,38893.94,86.28,29299.09,82.39,9594.85,100.83,
2020,36327.04,80.59,27095.46,76.19,9231.58,97.01,
2019,45079.12,100,35563.26,100,9515.86,100,
2018,46370.08,102.86,37158.99,104.49,9211.09,96.8,
2017,53372.59,118.4,42420.67,119.28,10951.92,115.09,
2016,57127.91,126.73,46381.21,130.42,10746.7,112.93,
2015,51823.56,114.96,41862.25,117.71,9961.31,104.68,
2014,56467.06,125.26,45847.41,128.92,10619.65,111.6,
2022,36401.89,80.75,26679.12,75.02,9722.77,102.17,T
2023,33909.85,75.22,24059.16,67.65,9850.69,103.52,T
2024,31417.8,69.69,21439.19,60.28,9978.61,104.86,T
2025,28925.75,64.17,18819.22,52.92,10106.53,106.21,T
2026,26433.71,58.64,16199.26,45.55,10234.45,107.55,T
2027,23941.66,53.11,13579.29,38.18,10362.37,108.9,T
2028,21449.61,47.58,10959.32,30.82,10490.29,110.24,T
2029,18957.57,42.05,8339.36,23.45,10618.21,111.58,T
2030,16465.52,36.53,5719.39,16.08,10746.13,112.93,T
2031,13973.47,31,3099.42,8.72,10874.05,114.27,T
2032,11481.43,25.47,479.46,1.35,11001.97,115.62,T
2033,8989.38,19.94,0,0,11129.89,116.96,T
2034,6497.33,14.41,0,0,11257.81,118.31,T
2035,4005.29,8.89,0,0,11385.73,119.65,T
2036,1513.24,3.36,0,0,11513.65,120.99,T
2037,0,0,0,0,11641.57,122.34,T
2038,0,0,0,0,11769.49,123.68,T
2039,0,0,0,0,11897.41,125.03,T
2040,0,0,0,0,12025.33,126.37,T
2041,0,0,0,0,12153.25,127.72,T
2042,0,0,0,0,12281.17,129.06,T
2043,0,0,0,0,12409.09,130.4,T
2044,0,0,0,0,12537.01,131.75,T
2045,0,0,0,0,12664.93,133.09,T
2046,0,0,0,0,12792.85,134.44,T
2047,0,0,0,0,12920.77,135.78,T
2048,0,0,0,0,13048.69,137.13,T
2049,0,0,0,0,13176.61,138.47,T
2050,0,0,0,0,13304.53,139.81,T
