年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,33997.19,79.5,27963.7,79.52,6033.49,79.42,
2019,42762.84,100,35165.94,100,7596.9,100,
2018,39795.32,93.06,31989.78,90.97,7805.54,102.75,
2017,37891.33,88.61,29927.72,85.1,7963.61,104.83,
2016,38826.29,90.79,30860.4,87.76,7965.89,104.86,
2015,40459.25,94.61,31974.84,90.93,8484.41,111.68,
2014,34493.03,80.66,26621.97,75.7,7871.06,103.61,
2021,32699.14,76.47,27309.03,77.66,5390.12,70.95,T
2022,31401.1,73.43,26654.35,75.8,4746.74,62.48,T
2023,30103.05,70.4,25999.68,73.93,4103.37,54.01,T
2024,28805,67.36,25345.01,72.07,3460,45.54,T
2025,27506.96,64.32,24690.33,70.21,2816.62,37.08,T
2026,26208.91,61.29,24035.66,68.35,2173.25,28.61,T
2027,24910.86,58.25,23380.99,66.49,1529.88,20.14,T
2028,23612.82,55.22,22726.31,64.63,886.5,11.67,T
2029,22314.77,52.18,22071.64,62.76,243.13,3.2,T
2030,21016.72,49.15,21416.97,60.9,0,0,T
2031,19718.68,46.11,20762.29,59.04,0,0,T
2032,18420.63,43.08,20107.62,57.18,0,0,T
2033,17122.58,40.04,19452.95,55.32,0,0,T
2034,15824.54,37.01,18798.27,53.46,0,0,T
2035,14526.49,33.97,18143.6,51.59,0,0,T
2036,13228.44,30.93,17488.93,49.73,0,0,T
2037,11930.4,27.9,16834.25,47.87,0,0,T
2038,10632.35,24.86,16179.58,46.01,0,0,T
2039,9334.3,21.83,15524.91,44.15,0,0,T
2040,8036.26,18.79,14870.23,42.29,0,0,T
2041,6738.21,15.76,14215.56,40.42,0,0,T
2042,5440.16,12.72,13560.89,38.56,0,0,T
2043,4142.12,9.69,12906.21,36.7,0,0,T
2044,2844.07,6.65,12251.54,34.84,0,0,T
2045,1546.02,3.62,11596.87,32.98,0,0,T
2046,247.98,0.58,10942.19,31.12,0,0,T
2047,0,0,10287.52,29.25,0,0,T
2048,0,0,9632.85,27.39,0,0,T
2049,0,0,8978.17,25.53,0,0,T
2050,0,0,8323.5,23.67,0,0,T
