年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,173962.68,155.42,73392.26,120.36,100570.42,197.38,
2020,159052.18,142.1,76224.05,125,82828.13,162.56,
2019,111931.1,100,60978.89,100,50952.21,100,
2018,134863.94,120.49,76920.83,126.14,57943.11,113.72,
2017,161224.44,144.04,99965.08,163.93,61259.36,120.23,
2016,189706.71,169.49,134584.18,220.71,55122.53,108.18,
2015,204883.01,183.04,151846.31,249.01,53036.7,104.09,
2022,186995.59,167.06,72216.07,118.43,114779.52,225.27,T
2023,200028.51,178.71,71039.88,116.5,128988.63,253.16,T
2024,213061.42,190.35,69863.69,114.57,143197.73,281.04,T
2025,226094.33,201.99,68687.5,112.64,157406.83,308.93,T
2026,239127.25,213.64,67511.31,110.71,171615.94,336.82,T
2027,252160.16,225.28,66335.12,108.78,185825.04,364.7,T
2028,265193.07,236.93,65158.93,106.85,200034.14,392.59,T
2029,278225.99,248.57,63982.74,104.93,214243.25,420.48,T
2030,291258.9,260.21,62806.55,103,228452.35,448.37,T
2031,304291.81,271.86,61630.36,101.07,242661.45,476.25,T
2032,317324.73,283.5,60454.17,99.14,256870.56,504.14,T
2033,330357.64,295.14,59277.98,97.21,271079.66,532.03,T
2034,343390.55,306.79,58101.79,95.28,285288.76,559.91,T
2035,356423.47,318.43,56925.6,93.35,299497.87,587.8,T
2036,369456.38,330.07,55749.41,91.42,313706.97,615.69,T
2037,382489.29,341.72,54573.22,89.5,327916.07,643.58,T
2038,395522.21,353.36,53397.03,87.57,342125.18,671.46,T
2039,408555.12,365.01,52220.84,85.64,356334.28,699.35,T
2040,421588.03,376.65,51044.65,83.71,370543.38,727.24,T
2041,434620.95,388.29,49868.46,81.78,384752.49,755.12,T
2042,447653.86,399.94,48692.27,79.85,398961.59,783.01,T
2043,460686.77,411.58,47516.08,77.92,413170.69,810.9,T
2044,473719.69,423.22,46339.89,75.99,427379.8,838.79,T
2045,486752.6,434.87,45163.7,74.06,441588.9,866.67,T
2046,499785.51,446.51,43987.51,72.14,455798,894.56,T
2047,512818.43,458.16,42811.32,70.21,470007.11,922.45,T
2048,525851.34,469.8,41635.13,68.28,484216.21,950.33,T
2049,538884.25,481.44,40458.94,66.35,498425.31,978.22,T
2050,551917.17,493.09,39282.75,64.42,512634.42,1006.11,T
