年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,1586877.57,186.71,236676.39,189.84,1350201.18,186.17,
2021,1005441.29,118.3,150165.85,120.45,855275.44,117.93,
2020,823829.07,96.93,121012.47,97.06,702816.6,96.91,
2019,849910.62,100,124674.47,100,725236.15,100,
2018,1669938.23,196.48,297759.4,238.83,1372178.83,189.2,
2017,1756016.33,206.61,301012.7,241.44,1455003.63,200.62,
2016,1559312.96,183.47,252634.3,202.64,1306678.66,180.17,
2015,1550314.25,182.41,194285.69,155.83,1356028.56,186.98,
2014,961716.58,113.16,150484.15,120.7,811232.43,111.86,
2023,1832533.22,215.61,274010.36,219.78,1558522.86,214.9,T
2024,2078188.86,244.52,311344.33,249.73,1766844.54,243.62,T
2025,2323844.51,273.42,348678.3,279.67,1975166.21,272.35,T
2026,2569500.16,302.33,386012.27,309.62,2183487.89,301.07,T
2027,2815155.81,331.23,423346.25,339.56,2391809.57,329.8,T
2028,3060811.46,360.13,460680.22,369.51,2600131.24,358.52,T
2029,3306467.11,389.04,498014.19,399.45,2808452.92,387.25,T
2030,3552122.76,417.94,535348.16,429.4,3016774.6,415.97,T
2031,3797778.41,446.84,572682.13,459.34,3225096.27,444.7,T
2032,4043434.06,475.75,610016.11,489.29,3433417.95,473.42,T
2033,4289089.71,504.65,647350.08,519.23,3641739.63,502.15,T
2034,4534745.35,533.56,684684.05,549.18,3850061.31,530.87,T
2035,4780401,562.46,722018.02,579.12,4058382.98,559.59,T
2036,5026056.65,591.36,759351.99,609.07,4266704.66,588.32,T
2037,5271712.3,620.27,796685.96,639.01,4475026.34,617.04,T
2038,5517367.95,649.17,834019.94,668.96,4683348.01,645.77,T
2039,5763023.6,678.07,871353.91,698.9,4891669.69,674.49,T
2040,6008679.25,706.98,908687.88,728.85,5099991.37,703.22,T
2041,6254334.9,735.88,946021.85,758.79,5308313.05,731.94,T
2042,6499990.55,764.79,983355.82,788.74,5516634.72,760.67,T
2043,6745646.2,793.69,1020689.8,818.68,5724956.4,789.39,T
2044,6991301.84,822.59,1058023.77,848.63,5933278.08,818.12,T
2045,7236957.49,851.5,1095357.74,878.57,6141599.75,846.84,T
2046,7482613.14,880.4,1132691.71,908.52,6349921.43,875.57,T
2047,7728268.79,909.3,1170025.68,938.46,6558243.11,904.29,T
2048,7973924.44,938.21,1207359.66,968.41,6766564.78,933.02,T
2049,8219580.09,967.11,1244693.63,998.35,6974886.46,961.74,T
2050,8465235.74,996.01,1282027.6,1028.3,7183208.14,990.46,T
