年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,792716.9,99.67,188524.14,103.68,604192.76,98.48,
2021,891348.01,112.07,216185.63,118.89,675162.38,110.05,
2020,805634.72,101.29,186512.18,102.57,619122.54,100.91,
2019,795357.3,100,181832.52,100,613524.78,100,
2018,858206.81,107.9,205147.85,112.82,653058.96,106.44,
2017,709907.08,89.26,175453.97,96.49,534453.11,87.11,
2016,661282.84,83.14,174652.88,96.05,486629.96,79.32,
2015,724596.45,91.1,201765.33,110.96,522831.12,85.22,
2014,452871.57,56.94,168567.89,92.71,284303.68,46.34,
2013,429407.85,53.99,154146.15,84.77,275261.7,44.87,
2023,791836.77,99.56,190754.68,104.91,601082.09,97.97,T
2024,790956.63,99.45,192985.22,106.13,597971.42,97.46,T
2025,790076.5,99.34,195215.76,107.36,594860.74,96.96,T
2026,789196.37,99.23,197446.3,108.59,591750.07,96.45,T
2027,788316.23,99.11,199676.84,109.81,588639.4,95.94,T
2028,787436.1,99,201907.38,111.04,585528.72,95.44,T
2029,786555.97,98.89,204137.92,112.27,582418.05,94.93,T
2030,785675.83,98.78,206368.45,113.49,579307.38,94.42,T
2031,784795.7,98.67,208598.99,114.72,576196.71,93.92,T
2032,783915.57,98.56,210829.53,115.95,573086.03,93.41,T
2033,783035.43,98.45,213060.07,117.17,569975.36,92.9,T
2034,782155.3,98.34,215290.61,118.4,566864.69,92.39,T
2035,781275.17,98.23,217521.15,119.63,563754.01,91.89,T
2036,780395.03,98.12,219751.69,120.85,560643.34,91.38,T
2037,779514.9,98.01,221982.23,122.08,557532.67,90.87,T
2038,778634.77,97.9,224212.77,123.31,554422,90.37,T
2039,777754.63,97.79,226443.31,124.53,551311.32,89.86,T
2040,776874.5,97.68,228673.85,125.76,548200.65,89.35,T
2041,775994.37,97.57,230904.39,126.99,545089.98,88.85,T
2042,775114.23,97.45,233134.93,128.21,541979.3,88.34,T
2043,774234.1,97.34,235365.47,129.44,538868.63,87.83,T
2044,773353.97,97.23,237596.01,130.67,535757.96,87.32,T
2045,772473.83,97.12,239826.55,131.89,532647.29,86.82,T
2046,771593.7,97.01,242057.09,133.12,529536.61,86.31,T
2047,770713.57,96.9,244287.63,134.35,526425.94,85.8,T
2048,769833.43,96.79,246518.17,135.57,523315.27,85.3,T
2049,768953.3,96.68,248748.71,136.8,520204.59,84.79,T
2050,768073.17,96.57,250979.25,138.03,517093.92,84.28,T
