年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,5397.52,98.94,111.32,79.46,5286.2,99.46,
2019,5455.11,100,140.09,100,5315.02,100,
2018,5273.71,96.67,127,90.66,5146.71,96.83,
2017,5463.33,100.15,138.39,98.79,5324.94,100.19,
2021,5375.58,98.54,102.3,73.02,5273.29,99.21,T
2022,5353.65,98.14,93.27,66.58,5260.37,98.97,T
2023,5331.71,97.74,84.25,60.14,5247.46,98.73,T
2024,5309.77,97.34,75.23,53.7,5234.55,98.49,T
2025,5287.84,96.93,66.2,47.26,5221.63,98.24,T
2026,5265.9,96.53,57.18,40.82,5208.72,98,T
2027,5243.96,96.13,48.16,34.38,5195.81,97.76,T
2028,5222.03,95.73,39.13,27.93,5182.89,97.51,T
2029,5200.09,95.33,30.11,21.49,5169.98,97.27,T
2030,5178.15,94.92,21.09,15.05,5157.07,97.03,T
2031,5156.22,94.52,12.06,8.61,5144.15,96.79,T
2032,5134.28,94.12,3.04,2.17,5131.24,96.54,T
2033,5112.34,93.72,0,0,5118.33,96.3,T
2034,5090.41,93.31,0,0,5105.41,96.06,T
2035,5068.47,92.91,0,0,5092.5,95.81,T
2036,5046.53,92.51,0,0,5079.59,95.57,T
2037,5024.6,92.11,0,0,5066.67,95.33,T
2038,5002.66,91.71,0,0,5053.76,95.08,T
2039,4980.72,91.3,0,0,5040.85,94.84,T
2040,4958.79,90.9,0,0,5027.93,94.6,T
2041,4936.85,90.5,0,0,5015.02,94.36,T
2042,4914.91,90.1,0,0,5002.11,94.11,T
2043,4892.98,89.7,0,0,4989.19,93.87,T
2044,4871.04,89.29,0,0,4976.28,93.63,T
2045,4849.1,88.89,0,0,4963.37,93.38,T
2046,4827.17,88.49,0,0,4950.45,93.14,T
2047,4805.23,88.09,0,0,4937.54,92.9,T
2048,4783.29,87.68,0,0,4924.63,92.65,T
2049,4761.36,87.28,0,0,4911.71,92.41,T
2050,4739.42,86.88,0,0,4898.8,92.17,T
