年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,14347.39,109.35,2251.72,190.57,12095.67,101.31,
2019,13120.66,100,1181.56,100,11939.1,100,
2018,13441.53,102.45,1112.17,94.13,12329.36,103.27,
2017,13620.1,103.81,1263.02,106.89,12357.08,103.5,
2021,14589.82,111.2,2581.29,218.46,12008.53,100.58,T
2022,14832.25,113.04,2910.85,246.36,11921.4,99.85,T
2023,15074.68,114.89,3240.42,274.25,11834.26,99.12,T
2024,15317.11,116.74,3569.99,302.14,11747.12,98.39,T
2025,15559.54,118.59,3899.55,330.03,11659.99,97.66,T
2026,15801.97,120.44,4229.12,357.93,11572.85,96.93,T
2027,16044.4,122.28,4558.69,385.82,11485.71,96.2,T
2028,16286.83,124.13,4888.25,413.71,11398.58,95.47,T
2029,16529.26,125.98,5217.82,441.6,11311.44,94.74,T
2030,16771.69,127.83,5547.39,469.5,11224.3,94.01,T
2031,17014.12,129.67,5876.95,497.39,11137.17,93.28,T
2032,17256.55,131.52,6206.52,525.28,11050.03,92.55,T
2033,17498.98,133.37,6536.09,553.17,10962.89,91.82,T
2034,17741.41,135.22,6865.65,581.07,10875.76,91.09,T
2035,17983.84,137.07,7195.22,608.96,10788.62,90.36,T
2036,18226.27,138.91,7524.79,636.85,10701.48,89.63,T
2037,18468.7,140.76,7854.35,664.74,10614.35,88.9,T
2038,18711.13,142.61,8183.92,692.64,10527.21,88.17,T
2039,18953.56,144.46,8513.49,720.53,10440.07,87.44,T
2040,19195.99,146.3,8843.05,748.42,10352.94,86.71,T
2041,19438.42,148.15,9172.62,776.31,10265.8,85.98,T
2042,19680.85,150,9502.19,804.21,10178.66,85.25,T
2043,19923.28,151.85,9831.75,832.1,10091.53,84.53,T
2044,20165.71,153.69,10161.32,859.99,10004.39,83.8,T
2045,20408.14,155.54,10490.89,887.88,9917.25,83.07,T
2046,20650.57,157.39,10820.45,915.78,9830.12,82.34,T
2047,20893,159.24,11150.02,943.67,9742.98,81.61,T
2048,21135.43,161.09,11479.59,971.56,9655.84,80.88,T
2049,21377.86,162.93,11809.15,999.45,9568.71,80.15,T
2050,21620.29,164.78,12138.72,1027.35,9481.57,79.42,T
