年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,936.09,96.8,103.1,59.82,832.99,104.82,
2019,967.01,100,172.35,100,794.66,100,
2018,965.24,99.82,131.71,76.42,833.53,104.89,
2017,1132.25,117.09,237.38,137.73,894.87,112.61,
2021,870.7,90.04,58.34,33.85,812.36,102.23,T
2022,805.32,83.28,13.58,7.88,791.74,99.63,T
2023,739.93,76.52,0,0,771.11,97.04,T
2024,674.54,69.76,0,0,750.48,94.44,T
2025,609.16,62.99,0,0,729.86,91.85,T
2026,543.77,56.23,0,0,709.23,89.25,T
2027,478.38,49.47,0,0,688.6,86.65,T
2028,413,42.71,0,0,667.98,84.06,T
2029,347.61,35.95,0,0,647.35,81.46,T
2030,282.22,29.19,0,0,626.72,78.87,T
2031,216.84,22.42,0,0,606.1,76.27,T
2032,151.45,15.66,0,0,585.47,73.68,T
2033,86.06,8.9,0,0,564.84,71.08,T
2034,20.68,2.14,0,0,544.22,68.48,T
2035,0,0,0,0,523.59,65.89,T
2036,0,0,0,0,502.96,63.29,T
2037,0,0,0,0,482.34,60.7,T
2038,0,0,0,0,461.71,58.1,T
2039,0,0,0,0,441.08,55.51,T
2040,0,0,0,0,420.46,52.91,T
2041,0,0,0,0,399.83,50.31,T
2042,0,0,0,0,379.2,47.72,T
2043,0,0,0,0,358.58,45.12,T
2044,0,0,0,0,337.95,42.53,T
2045,0,0,0,0,317.32,39.93,T
2046,0,0,0,0,296.7,37.34,T
2047,0,0,0,0,276.07,34.74,T
2048,0,0,0,0,255.44,32.14,T
2049,0,0,0,0,234.82,29.55,T
2050,0,0,0,0,214.19,26.95,T
