年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,128956.89,95.65,68775.1,91.66,60181.79,100.66,
2021,139420.06,103.41,75930.55,101.2,63489.51,106.2,
2020,124555.59,92.39,70708.68,94.24,53846.91,90.07,
2019,134816.48,100,75031.38,100,59785.1,100,
2018,155577.17,115.4,85049.76,113.35,70527.41,117.97,
2017,162216.84,120.32,81579.26,108.73,80637.58,134.88,
2016,154235.94,114.4,81211.09,108.24,73024.85,122.15,
2015,145586.64,107.99,75933.72,101.2,69652.92,116.51,
2023,127003.7,94.2,66689.67,88.88,60314.02,100.88,T
2024,125050.5,92.76,64604.25,86.1,60446.26,101.11,T
2025,123097.31,91.31,62518.82,83.32,60578.49,101.33,T
2026,121144.11,89.86,60433.39,80.54,60710.72,101.55,T
2027,119190.91,88.41,58347.97,77.76,60842.95,101.77,T
2028,117237.72,86.96,56262.54,74.99,60975.18,101.99,T
2029,115284.52,85.51,54177.11,72.21,61107.41,102.21,T
2030,113331.33,84.06,52091.69,69.43,61239.64,102.43,T
2031,111378.13,82.61,50006.26,66.65,61371.87,102.65,T
2032,109424.94,81.17,47920.83,63.87,61504.1,102.88,T
2033,107471.74,79.72,45835.41,61.09,61636.33,103.1,T
2034,105518.54,78.27,43749.98,58.31,61768.57,103.32,T
2035,103565.35,76.82,41664.55,55.53,61900.8,103.54,T
2036,101612.15,75.37,39579.13,52.75,62033.03,103.76,T
2037,99658.96,73.92,37493.7,49.97,62165.26,103.98,T
2038,97705.76,72.47,35408.27,47.19,62297.49,104.2,T
2039,95752.57,71.02,33322.85,44.41,62429.72,104.42,T
2040,93799.37,69.58,31237.42,41.63,62561.95,104.64,T
2041,91846.18,68.13,29151.99,38.85,62694.18,104.87,T
2042,89892.98,66.68,27066.57,36.07,62826.41,105.09,T
2043,87939.78,65.23,24981.14,33.29,62958.64,105.31,T
2044,85986.59,63.78,22895.71,30.51,63090.88,105.53,T
2045,84033.39,62.33,20810.29,27.74,63223.11,105.75,T
2046,82080.2,60.88,18724.86,24.96,63355.34,105.97,T
2047,80127,59.43,16639.43,22.18,63487.57,106.19,T
2048,78173.81,57.99,14554.01,19.4,63619.8,106.41,T
2049,76220.61,56.54,12468.58,16.62,63752.03,106.64,T
2050,74267.41,55.09,10383.15,13.84,63884.26,106.86,T
