年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,77511.02,212.21,7877.59,221.65,69633.43,211.19,
2021,75046.02,205.46,8495.69,239.04,66550.33,201.84,
2020,69330.46,189.81,8142.69,229.11,61187.77,185.58,
2019,36525.93,100,3554.13,100,32971.8,100,
2018,37167.55,101.76,3384.73,95.23,33782.82,102.46,
2017,34602.13,94.73,3361.85,94.59,31240.28,94.75,
2016,32222.26,88.22,3644.41,102.54,28577.85,86.67,
2015,27892.15,76.36,2002.41,56.34,25889.74,78.52,
2023,91172.72,249.61,9318.75,262.19,81853.98,248.25,T
2024,104834.42,287.01,10759.9,302.74,94074.52,285.32,T
2025,118496.12,324.42,12201.06,343.29,106295.06,322.38,T
2026,132157.82,361.82,13642.21,383.84,118515.61,359.45,T
2027,145819.52,399.22,15083.36,424.39,130736.15,396.51,T
2028,159481.21,436.62,16524.52,464.94,142956.7,433.57,T
2029,173142.91,474.03,17965.67,505.49,155177.24,470.64,T
2030,186804.61,511.43,19406.83,546.04,167397.78,507.7,T
2031,200466.31,548.83,20847.98,586.58,179618.33,544.76,T
2032,214128.01,586.24,22289.14,627.13,191838.87,581.83,T
2033,227789.71,623.64,23730.29,667.68,204059.42,618.89,T
2034,241451.4,661.04,25171.44,708.23,216279.96,655.95,T
2035,255113.1,698.44,26612.6,748.78,228500.5,693.02,T
2036,268774.8,735.85,28053.75,789.33,240721.05,730.08,T
2037,282436.5,773.25,29494.91,829.88,252941.59,767.15,T
2038,296098.2,810.65,30936.06,870.43,265162.14,804.21,T
2039,309759.9,848.05,32377.22,910.97,277382.68,841.27,T
2040,323421.59,885.46,33818.37,951.52,289603.22,878.34,T
2041,337083.29,922.86,35259.53,992.07,301823.77,915.4,T
2042,350744.99,960.26,36700.68,1032.62,314044.31,952.46,T
2043,364406.69,997.67,38141.83,1073.17,326264.86,989.53,T
2044,378068.39,1035.07,39582.99,1113.72,338485.4,1026.59,T
2045,391730.09,1072.47,41024.14,1154.27,350705.94,1063.65,T
2046,405391.78,1109.87,42465.3,1194.82,362926.49,1100.72,T
2047,419053.48,1147.28,43906.45,1235.36,375147.03,1137.78,T
2048,432715.18,1184.68,45347.61,1275.91,387367.58,1174.85,T
2049,446376.88,1222.08,46788.76,1316.46,399588.12,1211.91,T
2050,460038.58,1259.48,48229.91,1357.01,411808.66,1248.97,T
