年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,197534.58,101.04,61566.84,113.87,135967.74,96.13,
2020,203460.1,104.07,59746.74,110.51,143713.36,101.61,
2019,195502.59,100,54066.56,100,141436.03,100,
2018,286502.1,146.55,117870.71,218.01,168631.39,119.23,
2017,233932.84,119.66,59102.69,109.31,174830.15,123.61,
2016,187116.1,95.71,52861.4,97.77,134254.7,94.92,
2015,230509.3,117.91,63746.62,117.9,166762.68,117.91,
2014,301352.02,154.14,108794.18,201.22,192557.84,136.14,
2013,232078.63,118.71,47934.23,88.66,184144.4,130.2,
2022,167878.74,85.87,42798.88,79.16,125079.86,88.44,T
2023,138222.9,70.7,24030.93,44.45,114191.97,80.74,T
2024,108567.06,55.53,5262.97,9.73,103304.09,73.04,T
2025,78911.22,40.36,0,0,92416.21,65.34,T
2026,49255.38,25.19,0,0,81528.32,57.64,T
2027,19599.54,10.03,0,0,70640.44,49.95,T
2028,0,0,0,0,59752.56,42.25,T
2029,0,0,0,0,48864.67,34.55,T
2030,0,0,0,0,37976.79,26.85,T
2031,0,0,0,0,27088.91,19.15,T
2032,0,0,0,0,16201.02,11.45,T
2033,0,0,0,0,5313.14,3.76,T
2034,0,0,0,0,0,0,T
2035,0,0,0,0,0,0,T
2036,0,0,0,0,0,0,T
2037,0,0,0,0,0,0,T
2038,0,0,0,0,0,0,T
2039,0,0,0,0,0,0,T
2040,0,0,0,0,0,0,T
2041,0,0,0,0,0,0,T
2042,0,0,0,0,0,0,T
2043,0,0,0,0,0,0,T
2044,0,0,0,0,0,0,T
2045,0,0,0,0,0,0,T
2046,0,0,0,0,0,0,T
2047,0,0,0,0,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
