年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,426895.14,71.48,421220.73,71.18,5674.41,103.37,
2021,669575.79,112.11,668481.24,112.97,1094.55,19.94,
2020,573651.24,96.05,563196.4,95.18,10454.84,190.46,
2019,597226.97,100,591737.7,100,5489.27,100,
2018,621395.51,104.05,618445.93,104.51,2949.58,53.73,
2017,670566.4,112.28,669060.15,113.07,1506.25,27.44,
2016,604750.91,101.26,595521.82,100.64,9229.09,168.13,
2015,584183.99,97.82,580483.09,98.1,3700.9,67.42,
2023,370117.86,61.97,364381.74,61.58,5736.12,104.5,T
2024,313340.58,52.47,307542.75,51.97,5797.83,105.62,T
2025,256563.3,42.96,250703.76,42.37,5859.55,106.75,T
2026,199786.03,33.45,193864.77,32.76,5921.26,107.87,T
2027,143008.75,23.95,137025.78,23.16,5982.97,108.99,T
2028,86231.47,14.44,80186.79,13.55,6044.68,110.12,T
2029,29454.19,4.93,23347.8,3.95,6106.4,111.24,T
2030,0,0,0,0,6168.11,112.37,T
2031,0,0,0,0,6229.82,113.49,T
2032,0,0,0,0,6291.53,114.62,T
2033,0,0,0,0,6353.25,115.74,T
2034,0,0,0,0,6414.96,116.86,T
2035,0,0,0,0,6476.67,117.99,T
2036,0,0,0,0,6538.38,119.11,T
2037,0,0,0,0,6600.1,120.24,T
2038,0,0,0,0,6661.81,121.36,T
2039,0,0,0,0,6723.52,122.48,T
2040,0,0,0,0,6785.23,123.61,T
2041,0,0,0,0,6846.95,124.73,T
2042,0,0,0,0,6908.66,125.86,T
2043,0,0,0,0,6970.37,126.98,T
2044,0,0,0,0,7032.08,128.11,T
2045,0,0,0,0,7093.8,129.23,T
2046,0,0,0,0,7155.51,130.35,T
2047,0,0,0,0,7217.22,131.48,T
2048,0,0,0,0,7278.93,132.6,T
2049,0,0,0,0,7340.65,133.73,T
2050,0,0,0,0,7402.36,134.85,T
