年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,248530.32,183.05,77782.42,337.21,170747.9,151.5,
2019,135772.21,100,23066.34,100,112705.87,100,
2018,94792.17,69.82,23718.29,102.83,71073.88,63.06,
2017,100181,73.79,26369.52,114.32,73811.48,65.49,
2016,107490.77,79.17,27382.42,118.71,80108.35,71.08,
2015,172193.62,126.83,44035.99,190.91,128157.63,113.71,
2014,105339.37,77.59,27156.89,117.73,78182.48,69.37,
2023,278200.18,204.9,88065,381.79,190135.18,168.7,T
2024,307870.04,226.75,98347.58,426.37,209522.47,185.9,T
2025,337539.91,248.61,108630.16,470.95,228909.75,203.1,T
2026,367209.77,270.46,118912.74,515.52,248297.03,220.31,T
2027,396879.63,292.31,129195.32,560.1,267684.32,237.51,T
2028,426549.5,314.17,139477.9,604.68,287071.6,254.71,T
2029,456219.36,336.02,149760.48,649.26,306458.89,271.91,T
2030,485889.22,357.87,160043.05,693.84,325846.17,289.11,T
2031,515559.09,379.72,170325.63,738.42,345233.45,306.31,T
2032,545228.95,401.58,180608.21,782.99,364620.74,323.52,T
2033,574898.81,423.43,190890.79,827.57,384008.02,340.72,T
2034,604568.68,445.28,201173.37,872.15,403395.3,357.92,T
2035,634238.54,467.13,211455.95,916.73,422782.59,375.12,T
2036,663908.4,488.99,221738.53,961.31,442169.87,392.32,T
2037,693578.27,510.84,232021.11,1005.89,461557.16,409.52,T
2038,723248.13,532.69,242303.69,1050.46,480944.44,426.73,T
2039,752917.99,554.54,252586.27,1095.04,500331.72,443.93,T
2040,782587.86,576.4,262868.85,1139.62,519719.01,461.13,T
2041,812257.72,598.25,273151.43,1184.2,539106.29,478.33,T
2042,841927.59,620.1,283434.01,1228.78,558493.58,495.53,T
2043,871597.45,641.96,293716.59,1273.36,577880.86,512.73,T
2044,901267.31,663.81,303999.17,1317.93,597268.14,529.94,T
2045,930937.18,685.66,314281.75,1362.51,616655.43,547.14,T
2046,960607.04,707.51,324564.33,1407.09,636042.71,564.34,T
2047,990276.9,729.37,334846.91,1451.67,655429.99,581.54,T
2048,1019946.77,751.22,345129.49,1496.25,674817.28,598.74,T
2049,1049616.63,773.07,355412.07,1540.83,694204.56,615.94,T
2050,1079286.49,794.92,365694.65,1585.4,713591.85,633.15,T
