年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,67291.14,95.77,25919.64,87.31,41371.5,101.96,
2019,70263.09,100,29687.08,100,40576.01,100,
2018,78564.49,111.81,35663.65,120.13,42900.84,105.73,
2017,74886.21,106.58,32241.45,108.6,42644.76,105.1,
2016,70729.09,100.66,29136.59,98.15,41592.5,102.51,
2015,57593.69,81.97,19476.36,65.61,38117.33,93.94,
2014,73264.67,104.27,21390.12,72.05,51874.55,127.85,
2013,86112.85,122.56,30980.2,104.36,55132.65,135.87,
2021,64759.45,92.17,23812.37,80.21,40947.08,100.91,T
2022,62227.76,88.56,21705.1,73.11,40522.66,99.87,T
2023,59696.07,84.96,19597.83,66.01,40098.24,98.82,T
2024,57164.38,81.36,17490.56,58.92,39673.82,97.78,T
2025,54632.69,77.75,15383.29,51.82,39249.4,96.73,T
2026,52101,74.15,13276.02,44.72,38824.98,95.68,T
2027,49569.31,70.55,11168.75,37.62,38400.56,94.64,T
2028,47037.62,66.94,9061.48,30.52,37976.14,93.59,T
2029,44505.93,63.34,6954.21,23.43,37551.72,92.55,T
2030,41974.24,59.74,4846.94,16.33,37127.3,91.5,T
2031,39442.55,56.14,2739.67,9.23,36702.88,90.45,T
2032,36910.86,52.53,632.4,2.13,36278.46,89.41,T
2033,34379.17,48.93,0,0,35854.04,88.36,T
2034,31847.48,45.33,0,0,35429.62,87.32,T
2035,29315.79,41.72,0,0,35005.2,86.27,T
2036,26784.1,38.12,0,0,34580.78,85.22,T
2037,24252.41,34.52,0,0,34156.36,84.18,T
2038,21720.72,30.91,0,0,33731.94,83.13,T
2039,19189.03,27.31,0,0,33307.52,82.09,T
2040,16657.34,23.71,0,0,32883.1,81.04,T
2041,14125.65,20.1,0,0,32458.68,79.99,T
2042,11593.96,16.5,0,0,32034.26,78.95,T
2043,9062.27,12.9,0,0,31609.84,77.9,T
2044,6530.58,9.29,0,0,31185.42,76.86,T
2045,3998.89,5.69,0,0,30761,75.81,T
2046,1467.2,2.09,0,0,30336.58,74.76,T
2047,0,0,0,0,29912.16,73.72,T
2048,0,0,0,0,29487.74,72.67,T
2049,0,0,0,0,29063.32,71.63,T
2050,0,0,0,0,28638.9,70.58,T
