分類,子分類,項目,單位,年份,數值
G,,資本額,元,2020,243769330
G,,資本額,元,2019,243769330
G,收入、成本與淨利,營業收入,仟元,2020,234924
G,收入、成本與淨利,營業成本,仟元,2020,101950
G,收入、成本與淨利,營業費用,仟元,2020,110243
G,收入、成本與淨利,淨利,仟元,2020,13578
G,收入、成本與淨利,營業收入,仟元,2019,223021
G,收入、成本與淨利,營業成本,仟元,2019,91061
G,收入、成本與淨利,營業費用,仟元,2019,119588
G,收入、成本與淨利,淨利,仟元,2019,7544
G,收入、成本與淨利,營業收入,仟元,2018,206024
G,收入、成本與淨利,營業成本,仟元,2018,86094
G,收入、成本與淨利,營業費用,仟元,2018,117185
G,收入、成本與淨利,淨利,仟元,2018,17017
