年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,497514.56,97.38,490683.34,96.78,6831.22,176.24,
2019,510883.21,100,507007.23,100,3875.98,100,
2018,523694.65,102.51,521902.49,102.94,1792.16,46.24,
2017,246716.6,48.29,241093.72,47.55,5622.88,145.07,
2016,406903.55,79.65,399409.1,78.78,7494.45,193.36,
2015,332639.27,65.11,332228.7,65.53,410.57,10.59,
2014,315214.02,61.7,314863.91,62.1,350.11,9.03,
2021,581113.88,113.75,573879.88,113.19,7234,186.64,T
2022,664713.2,130.11,657076.42,129.6,7636.78,197.03,T
2023,748312.52,146.47,740272.96,146.01,8039.56,207.42,T
2024,831911.84,162.84,823469.5,162.42,8442.34,217.81,T
2025,915511.16,179.2,906666.04,178.83,8845.12,228.2,T
2026,999110.48,195.57,989862.58,195.24,9247.9,238.6,T
2027,1082709.8,211.93,1073059.12,211.65,9650.68,248.99,T
2028,1166309.12,228.29,1156255.66,228.06,10053.46,259.38,T
2029,1249908.44,244.66,1239452.2,244.46,10456.24,269.77,T
2030,1333507.76,261.02,1322648.74,260.87,10859.02,280.16,T
2031,1417107.08,277.38,1405845.28,277.28,11261.8,290.55,T
2032,1500706.4,293.75,1489041.82,293.69,11664.58,300.95,T
2033,1584305.72,310.11,1572238.36,310.1,12067.36,311.34,T
2034,1667905.04,326.47,1655434.9,326.51,12470.14,321.73,T
2035,1751504.36,342.84,1738631.44,342.92,12872.92,332.12,T
2036,1835103.68,359.2,1821827.98,359.33,13275.7,342.51,T
2037,1918703,375.57,1905024.52,375.74,13678.48,352.9,T
2038,2002302.32,391.93,1988221.06,392.15,14081.26,363.3,T
2039,2085901.64,408.29,2071417.6,408.56,14484.04,373.69,T
2040,2169500.96,424.66,2154614.14,424.97,14886.82,384.08,T
2041,2253100.28,441.02,2237810.68,441.38,15289.6,394.47,T
2042,2336699.6,457.38,2321007.22,457.79,15692.38,404.86,T
2043,2420298.92,473.75,2404203.76,474.2,16095.16,415.25,T
2044,2503898.24,490.11,2487400.3,490.6,16497.94,425.65,T
2045,2587497.56,506.48,2570596.84,507.01,16900.72,436.04,T
2046,2671096.88,522.84,2653793.38,523.42,17303.5,446.43,T
2047,2754696.2,539.2,2736989.92,539.83,17706.28,456.82,T
2048,2838295.52,555.57,2820186.46,556.24,18109.06,467.21,T
2049,2921894.84,571.93,2903383,572.65,18511.84,477.6,T
2050,3005494.16,588.29,2986579.54,589.06,18914.62,488,T
