年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,145265.4,92.58,84140.69,99.12,61124.71,84.87,
2019,156909.04,100,84883.73,100,72025.31,100,
2018,158172.14,100.8,85815.53,101.1,72356.61,100.46,
2017,166175.49,105.91,93271.42,109.88,72904.07,101.22,
2016,155189.47,98.9,91385.27,107.66,63804.2,88.59,
2015,145773.12,92.9,76547.6,90.18,69225.52,96.11,
2014,156170.3,99.53,96878.76,114.13,59291.54,82.32,
2021,138295.37,88.14,81097.11,95.54,57198.26,79.41,T
2022,131325.34,83.7,78053.54,91.95,53271.8,73.96,T
2023,124355.31,79.25,75009.96,88.37,49345.35,68.51,T
2024,117385.28,74.81,71966.38,84.78,45418.9,63.06,T
2025,110415.25,70.37,68922.81,81.2,41492.44,57.61,T
2026,103445.22,65.93,65879.23,77.61,37565.99,52.16,T
2027,96475.19,61.48,62835.65,74.03,33639.54,46.71,T
2028,89505.16,57.04,59792.08,70.44,29713.08,41.25,T
2029,82535.13,52.6,56748.5,66.85,25786.63,35.8,T
2030,75565.1,48.16,53704.92,63.27,21860.18,30.35,T
2031,68595.07,43.72,50661.35,59.68,17933.72,24.9,T
2032,61625.04,39.27,47617.77,56.1,14007.27,19.45,T
2033,54655.01,34.83,44574.19,52.51,10080.82,14,T
2034,47684.98,30.39,41530.62,48.93,6154.36,8.54,T
2035,40714.95,25.95,38487.04,45.34,2227.91,3.09,T
2036,33744.92,21.51,35443.46,41.76,0,0,T
2037,26774.89,17.06,32399.89,38.17,0,0,T
2038,19804.86,12.62,29356.31,34.58,0,0,T
2039,12834.83,8.18,26312.73,31,0,0,T
2040,5864.8,3.74,23269.16,27.41,0,0,T
2041,0,0,20225.58,23.83,0,0,T
2042,0,0,17182,20.24,0,0,T
2043,0,0,14138.43,16.66,0,0,T
2044,0,0,11094.85,13.07,0,0,T
2045,0,0,8051.27,9.49,0,0,T
2046,0,0,5007.7,5.9,0,0,T
2047,0,0,1964.12,2.31,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
