年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,176129.27,109.88,127703.82,111.91,48425.45,104.86,
2020,160186.54,99.93,110558.42,96.88,49628.12,107.47,
2019,160294.05,100,114113.91,100,46180.14,100,
2018,173084.81,107.98,121777.38,106.72,51307.43,111.1,
2017,164342.11,102.53,111541.03,97.75,52801.08,114.34,
2016,113734.65,70.95,67199.4,58.89,46535.25,100.77,
2015,155907.7,97.26,109726.68,96.16,46181.02,100,
2014,149074.42,93,101944.34,89.34,47130.08,102.06,
2022,177144.09,110.51,129679.3,113.64,47464.79,102.78,T
2023,178158.91,111.15,131654.78,115.37,46504.13,100.7,T
2024,179173.73,111.78,133630.26,117.1,45543.47,98.62,T
2025,180188.55,112.41,135605.74,118.83,44582.81,96.54,T
2026,181203.37,113.04,137581.22,120.56,43622.15,94.46,T
2027,182218.19,113.68,139556.7,122.3,42661.49,92.38,T
2028,183233.01,114.31,141532.18,124.03,41700.83,90.3,T
2029,184247.83,114.94,143507.66,125.76,40740.17,88.22,T
2030,185262.65,115.58,145483.14,127.49,39779.51,86.14,T
2031,186277.47,116.21,147458.62,129.22,38818.85,84.06,T
2032,187292.29,116.84,149434.1,130.95,37858.19,81.98,T
2033,188307.11,117.48,151409.58,132.68,36897.53,79.9,T
2034,189321.93,118.11,153385.06,134.41,35936.87,77.82,T
2035,190336.75,118.74,155360.54,136.15,34976.21,75.74,T
2036,191351.57,119.38,157336.02,137.88,34015.55,73.66,T
2037,192366.39,120.01,159311.5,139.61,33054.89,71.58,T
2038,193381.21,120.64,161286.98,141.34,32094.23,69.5,T
2039,194396.03,121.27,163262.46,143.07,31133.57,67.42,T
2040,195410.85,121.91,165237.94,144.8,30172.91,65.34,T
2041,196425.67,122.54,167213.42,146.53,29212.25,63.26,T
2042,197440.49,123.17,169188.9,148.26,28251.59,61.18,T
2043,198455.31,123.81,171164.38,149.99,27290.93,59.1,T
2044,199470.13,124.44,173139.86,151.73,26330.27,57.02,T
2045,200484.95,125.07,175115.34,153.46,25369.61,54.94,T
2046,201499.77,125.71,177090.82,155.19,24408.95,52.86,T
2047,202514.59,126.34,179066.3,156.92,23448.29,50.78,T
2048,203529.41,126.97,181041.78,158.65,22487.63,48.7,T
2049,204544.23,127.61,183017.26,160.38,21526.97,46.62,T
2050,205559.05,128.24,184992.74,162.11,20566.31,44.53,T
