分類,子分類,項目,單位,年份,數值
E,污染管理,氮氧化物,,2009,32.74099999999999
E,污染管理,硫氧化物,,2009,37.61599999999999
E,污染管理,粒狀污染物,,2009,24.618999999999996
E,污染管理,揮發性有機化合物,,2009,45.675
E,污染管理,氮氧化物,,2010,16.187
E,污染管理,硫氧化物,,2010,20.197000000000003
E,污染管理,粒狀污染物,,2010,13.325999999999999
E,污染管理,揮發性有機化合物,,2010,34.165000000000006
E,污染管理,氮氧化物,,2011,27.689999999999998
E,污染管理,硫氧化物,,2011,27.441
E,污染管理,粒狀污染物,,2011,11.488000000000001
E,污染管理,揮發性有機化合物,,2011,37.455000000000005
E,污染管理,氮氧化物,,2012,16
E,污染管理,硫氧化物,,2012,16.612
E,污染管理,粒狀污染物,,2012,9.184000000000001
E,污染管理,揮發性有機化合物,,2012,27.53
E,污染管理,氮氧化物,,2013,16.335
E,污染管理,硫氧化物,,2013,17.666
E,污染管理,粒狀污染物,,2013,9.790000000000001
E,污染管理,揮發性有機化合物,,2013,23.402
E,污染管理,氮氧化物,,2014,25.098
E,污染管理,硫氧化物,,2014,18.560999999999996
E,污染管理,粒狀污染物,,2014,16.233
E,污染管理,揮發性有機化合物,,2014,30.436
E,污染管理,氮氧化物,,2015,29.718999999999994
E,污染管理,硫氧化物,,2015,24.820999999999998
E,污染管理,粒狀污染物,,2015,15.246
E,污染管理,揮發性有機化合物,,2015,42.167
E,污染管理,氮氧化物,,2016,40.107
E,污染管理,硫氧化物,,2016,37.736
E,污染管理,粒狀污染物,,2016,18.775
E,污染管理,揮發性有機化合物,,2016,40.653000000000006
E,污染管理,苯,,2017,0
E,污染管理,四氯化碳,,2017,0
E,污染管理,1-1-二氯乙烷,,2017,0
E,污染管理,1-2-二氯乙烷,,2017,0
E,污染管理,戴奧辛,,2017,0
E,污染管理,乙苯,,2017,0.047
E,污染管理,二氯甲烷,,2017,0.012
E,污染管理,氮氧化物,,2017,15.828999999999999
E,污染管理,硫氧化物,,2017,15.205
E,污染管理,苯乙烯,,2017,7.6290000000000004
E,污染管理,粒狀污染物,,2017,13.12
E,污染管理,四氯乙烯,,2017,0
