分類,子分類,項目,單位,年份,數值
E,污染管理,甲苯,,2017,0.30100000000000005
E,污染管理,三氯乙烷,,2017,0.024
E,污染管理,三氯乙烯,,2017,0
E,污染管理,揮發性有機化合物,,2017,27.649
E,污染管理,二甲苯,,2017,0.6120000000000001
E,污染管理,三氯甲烷,,2017,0.018
E,污染管理,重金屬,,2017,0
E,污染管理,苯,,2018,0.035
E,污染管理,四氯化碳,,2018,0
E,污染管理,1-1-二氯乙烷,,2018,0
E,污染管理,1-2-二氯乙烷,,2018,0
E,污染管理,戴奧辛,,2018,0
E,污染管理,乙苯,,2018,0.13599999999999998
E,污染管理,二氯甲烷,,2018,0.204
E,污染管理,氮氧化物,,2018,33.03
E,污染管理,硫氧化物,,2018,7.375
E,污染管理,苯乙烯,,2018,14.740999999999998
E,污染管理,粒狀污染物,,2018,10.245999999999999
E,污染管理,四氯乙烯,,2018,0
E,污染管理,甲苯,,2018,0.385
E,污染管理,三氯乙烷,,2018,0.31
E,污染管理,三氯乙烯,,2018,0.023999999999999997
E,污染管理,揮發性有機化合物,,2018,50.82899999999999
E,污染管理,二甲苯,,2018,0.369
E,污染管理,三氯甲烷,,2018,0.32200000000000006
E,污染管理,重金屬,,2018,0
E,污染管理,苯,,2019,0.027
E,污染管理,四氯化碳,,2019,0
E,污染管理,1-1-二氯乙烷,,2019,0
E,污染管理,1-2-二氯乙烷,,2019,0
E,污染管理,戴奧辛,,2019,0
E,污染管理,乙苯,,2019,0.13199999999999998
E,污染管理,二氯甲烷,,2019,0.07800000000000001
E,污染管理,氮氧化物,,2019,39.096999999999994
E,污染管理,硫氧化物,,2019,3.9639999999999995
E,污染管理,苯乙烯,,2019,15.487
E,污染管理,粒狀污染物,,2019,5.026000000000001
E,污染管理,四氯乙烯,,2019,0
E,污染管理,甲苯,,2019,0.25500000000000006
E,污染管理,三氯乙烷,,2019,0.131
E,污染管理,三氯乙烯,,2019,0.010000000000000002
E,污染管理,揮發性有機化合物,,2019,52.07
E,污染管理,二甲苯,,2019,0.29100000000000004
E,污染管理,三氯甲烷,,2019,0.16600000000000004
E,污染管理,重金屬,,2019,0
E,污染管理,苯,,2020,0.026
E,污染管理,四氯化碳,,2020,0
E,污染管理,1-1-二氯乙烷,,2020,0
E,污染管理,1-2-二氯乙烷,,2020,0
E,污染管理,戴奧辛,,2020,0
E,污染管理,乙苯,,2020,0.09999999999999999
E,污染管理,二氯甲烷,,2020,0.063
E,污染管理,氮氧化物,,2020,23.813999999999997
E,污染管理,硫氧化物,,2020,3.156
E,污染管理,苯乙烯,,2020,10.447
E,污染管理,粒狀污染物,,2020,3.236
E,污染管理,四氯乙烯,,2020,0
E,污染管理,甲苯,,2020,0.11599999999999999
E,污染管理,三氯乙烷,,2020,0.107
E,污染管理,三氯乙烯,,2020,0.008
E,污染管理,揮發性有機化合物,,2020,38.888
E,污染管理,二甲苯,,2020,0.156
E,污染管理,三氯甲烷,,2020,0.16499999999999998
E,污染管理,重金屬,,2020,0
E,污染管理,苯,,2021,0.004
E,污染管理,四氯化碳,,2021,0
E,污染管理,1-1-二氯乙烷,,2021,0
E,污染管理,1-2-二氯乙烷,,2021,0
E,污染管理,戴奧辛,,2021,0
E,污染管理,乙苯,,2021,0.003
E,污染管理,二氯甲烷,,2021,0.009
E,污染管理,氮氧化物,,2021,3.257
E,污染管理,硫氧化物,,2021,0.774
E,污染管理,苯乙烯,,2021,1.096
E,污染管理,粒狀污染物,,2021,0.905
E,污染管理,四氯乙烯,,2021,0
E,污染管理,甲苯,,2021,0.038
E,污染管理,三氯乙烷,,2021,0.015
E,污染管理,三氯乙烯,,2021,0.001
E,污染管理,揮發性有機化合物,,2021,7.2989999999999995
E,污染管理,二甲苯,,2021,0.039
E,污染管理,三氯甲烷,,2021,0.023
E,污染管理,重金屬,,2021,0
E,污染管理,違反環境法規金額,元,2012,96000
E,污染管理,違反環境法規次數,次,2012,2
E,污染管理,違反環境法規金額,元,2013,110000
E,污染管理,違反環境法規次數,次,2013,2
E,污染管理,違反環境法規金額,元,2014,200000
E,污染管理,違反環境法規次數,次,2014,1
E,污染管理,違反環境法規金額,元,2015,80000
E,污染管理,違反環境法規次數,次,2015,1
E,污染管理,違反環境法規金額,元,2016,200000
E,污染管理,違反環境法規次數,次,2016,2
E,污染管理,違反環境法規金額,元,2017,112000
E,污染管理,違反環境法規次數,次,2017,2
E,污染管理,違反環境法規金額,元,2018,206000
E,污染管理,違反環境法規次數,次,2018,3
E,污染管理,違反環境法規金額,元,2020,480000
E,污染管理,違反環境法規次數,次,2020,1
E,污染管理,違反環境法規金額,元,2021,300000
E,污染管理,違反環境法規次數,次,2021,1
S,員工薪資,平均薪資,仟元,2020,1225
S,員工薪資,薪資中位數,仟元,2020,1142
S,員工薪資,平均薪資,仟元,2019,1043
S,員工薪資,薪資中位數,仟元,2019,995
S,員工薪資,平均薪資,仟元,2018,1015
S,員工薪資,薪資中位數,仟元,2018,NaN
G,,資本額,元,2020,3442310380
G,,資本額,元,2019,3442310380
G,收入、成本與淨利,營業收入,仟元,2020,15498381
G,收入、成本與淨利,營業成本,仟元,2020,12375109
G,收入、成本與淨利,營業費用,仟元,2020,701809
G,收入、成本與淨利,淨利,仟元,2020,1919818
G,收入、成本與淨利,營業收入,仟元,2019,17672204
G,收入、成本與淨利,營業成本,仟元,2019,16426138
G,收入、成本與淨利,營業費用,仟元,2019,731401
G,收入、成本與淨利,淨利,仟元,2019,397977
G,收入、成本與淨利,營業收入,仟元,2018,21683702
G,收入、成本與淨利,營業成本,仟元,2018,20639959
G,收入、成本與淨利,營業費用,仟元,2018,766125
G,收入、成本與淨利,淨利,仟元,2018,207973
G,收入、成本與淨利,營業收入,仟元,2017,19821042
G,收入、成本與淨利,營業成本,仟元,2017,18387338
G,收入、成本與淨利,營業費用,仟元,2017,757758
G,收入、成本與淨利,淨利,仟元,2017,502079
G,收入、成本與淨利,營業收入,仟元,2016,16419055
G,收入、成本與淨利,營業成本,仟元,2016,15473799
G,收入、成本與淨利,營業費用,仟元,2016,713825
G,收入、成本與淨利,淨利,仟元,2016,120877
