年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,43601.37,103.76,30095,105.08,13506.37,100.93,
2021,48316.91,114.98,32507.57,113.5,15809.34,118.14,
2020,47717.95,113.55,32728.43,114.27,14989.52,112.01,
2019,42022.82,100,28640.8,100,13382.02,100,
2018,39254.63,93.41,26038.58,90.91,13216.05,98.76,
2017,40084.71,95.39,26864.46,93.8,13220.25,98.79,
2016,42430.03,100.97,28517.84,99.57,13912.19,103.96,
2015,60672.04,144.38,44929.34,156.87,15742.7,117.64,
2014,60641.88,144.31,44929.34,156.87,15712.54,117.42,
2023,44127.55,105.01,30579.73,106.77,13547.82,101.24,T
2024,44653.74,106.26,31064.46,108.46,13589.27,101.55,T
2025,45179.92,107.51,31549.19,110.15,13630.72,101.86,T
2026,45706.1,108.76,32033.93,111.85,13672.17,102.17,T
2027,46232.28,110.02,32518.66,113.54,13713.63,102.48,T
2028,46758.47,111.27,33003.39,115.23,13755.08,102.79,T
2029,47284.65,112.52,33488.12,116.92,13796.53,103.1,T
2030,47810.83,113.77,33972.86,118.62,13837.98,103.41,T
2031,48337.02,115.03,34457.59,120.31,13879.43,103.72,T
2032,48863.2,116.28,34942.32,122,13920.88,104.03,T
2033,49389.38,117.53,35427.05,123.69,13962.33,104.34,T
2034,49915.56,118.78,35911.79,125.39,14003.78,104.65,T
2035,50441.75,120.03,36396.52,127.08,14045.23,104.96,T
2036,50967.93,121.29,36881.25,128.77,14086.68,105.27,T
2037,51494.11,122.54,37365.98,130.46,14128.13,105.58,T
2038,52020.3,123.79,37850.71,132.16,14169.58,105.89,T
2039,52546.48,125.04,38335.45,133.85,14211.03,106.19,T
2040,53072.66,126.29,38820.18,135.54,14252.48,106.5,T
2041,53598.85,127.55,39304.91,137.23,14293.93,106.81,T
2042,54125.03,128.8,39789.64,138.93,14335.39,107.12,T
2043,54651.21,130.05,40274.38,140.62,14376.84,107.43,T
2044,55177.39,131.3,40759.11,142.31,14418.29,107.74,T
2045,55703.58,132.56,41243.84,144,14459.74,108.05,T
2046,56229.76,133.81,41728.57,145.7,14501.19,108.36,T
2047,56755.94,135.06,42213.31,147.39,14542.64,108.67,T
2048,57282.13,136.31,42698.04,149.08,14584.09,108.98,T
2049,57808.31,137.56,43182.77,150.77,14625.54,109.29,T
2050,58334.49,138.82,43667.5,152.47,14666.99,109.6,T
