年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,70929.86,95.9,30187.14,95.98,40742.72,95.84,
2019,73964.48,100,31451.58,100,42512.9,100,
2018,79862.9,107.97,34538.29,109.81,45324.61,106.61,
2017,83399.89,112.76,35167.32,111.81,48232.57,113.45,
2016,84343.19,114.03,37172.47,118.19,47170.72,110.96,
2015,89484.07,120.98,42434.2,134.92,47049.87,110.67,
2014,95145.02,128.64,46188.11,146.85,48956.91,115.16,
2021,66773.18,90.28,28527.08,90.7,38246.1,89.96,T
2022,62616.51,84.66,26867.02,85.42,35749.49,84.09,T
2023,58459.83,79.04,25206.96,80.15,33252.87,78.22,T
2024,54303.15,73.42,23546.9,74.87,30756.25,72.35,T
2025,50146.48,67.8,21886.84,69.59,28259.64,66.47,T
2026,45989.8,62.18,20226.78,64.31,25763.02,60.6,T
2027,41833.12,56.56,18566.72,59.03,23266.4,54.73,T
2028,37676.45,50.94,16906.66,53.75,20769.79,48.86,T
2029,33519.77,45.32,15246.6,48.48,18273.17,42.98,T
2030,29363.09,39.7,13586.54,43.2,15776.55,37.11,T
2031,25206.42,34.08,11926.48,37.92,13279.94,31.24,T
2032,21049.74,28.46,10266.42,32.64,10783.32,25.36,T
2033,16893.06,22.84,8606.36,27.36,8286.7,19.49,T
2034,12736.39,17.22,6946.3,22.09,5790.09,13.62,T
2035,8579.71,11.6,5286.24,16.81,3293.47,7.75,T
2036,4423.03,5.98,3626.18,11.53,796.85,1.87,T
2037,266.36,0.36,1966.12,6.25,0,0,T
2038,0,0,306.06,0.97,0,0,T
2039,0,0,0,0,0,0,T
2040,0,0,0,0,0,0,T
2041,0,0,0,0,0,0,T
2042,0,0,0,0,0,0,T
2043,0,0,0,0,0,0,T
2044,0,0,0,0,0,0,T
2045,0,0,0,0,0,0,T
2046,0,0,0,0,0,0,T
2047,0,0,0,0,0,0,T
2048,0,0,0,0,0,0,T
2049,0,0,0,0,0,0,T
2050,0,0,0,0,0,0,T
