年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,75336.98,110.3,55257.84,114.89,20079.14,99.39,
2021,80372.04,117.68,60264.44,125.3,20107.6,99.53,
2020,77372.05,113.28,56990.49,118.49,20381.56,100.88,
2019,68298.81,100,48095.93,100,20202.88,100,
2018,78179.05,114.47,56944.8,118.4,21234.25,105.11,
2017,71568.63,104.79,50608.12,105.22,20960.51,103.75,
2016,66247.15,97,46376.39,96.42,19870.76,98.36,
2015,41850.59,61.28,26892.88,55.92,14957.71,74.04,
2014,42138.75,61.7,27493.97,57.16,14644.78,72.49,
2013,37926.16,55.53,23687.73,49.25,14238.43,70.48,
2023,77683.04,113.74,57645.14,119.85,20037.89,99.18,T
2024,80029.1,117.17,60032.45,124.82,19996.65,98.98,T
2025,82375.15,120.61,62419.75,129.78,19955.4,98.78,T
2026,84721.21,124.04,64807.05,134.75,19914.15,98.57,T
2027,87067.27,127.48,67194.36,139.71,19872.91,98.37,T
2028,89413.32,130.91,69581.66,144.67,19831.66,98.16,T
2029,91759.38,134.35,71968.96,149.64,19790.42,97.96,T
2030,94105.44,137.78,74356.27,154.6,19749.17,97.75,T
2031,96451.49,141.22,76743.57,159.56,19707.92,97.55,T
2032,98797.55,144.65,79130.88,164.53,19666.68,97.35,T
2033,101143.61,148.09,81518.18,169.49,19625.43,97.14,T
2034,103489.67,151.52,83905.48,174.45,19584.18,96.94,T
2035,105835.72,154.96,86292.79,179.42,19542.94,96.73,T
2036,108181.78,158.39,88680.09,184.38,19501.69,96.53,T
2037,110527.84,161.83,91067.39,189.35,19460.44,96.33,T
2038,112873.89,165.26,93454.7,194.31,19419.2,96.12,T
2039,115219.95,168.7,95842,199.27,19377.95,95.92,T
2040,117566.01,172.13,98229.3,204.24,19336.7,95.71,T
2041,119912.06,175.57,100616.61,209.2,19295.46,95.51,T
2042,122258.12,179,103003.91,214.16,19254.21,95.3,T
2043,124604.18,182.44,105391.21,219.13,19212.96,95.1,T
2044,126950.24,185.87,107778.52,224.09,19171.72,94.9,T
2045,129296.29,189.31,110165.82,229.05,19130.47,94.69,T
2046,131642.35,192.74,112553.12,234.02,19089.23,94.49,T
2047,133988.41,196.18,114940.43,238.98,19047.98,94.28,T
2048,136334.46,199.61,117327.73,243.95,19006.73,94.08,T
2049,138680.52,203.05,119715.03,248.91,18965.49,93.88,T
2050,141026.58,206.48,122102.34,253.87,18924.24,93.67,T
