年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,602892.9,93.6,562702.56,94.13,40190.34,86.7,
2021,565265.61,87.76,523646.11,87.6,41619.5,89.78,
2020,595973.35,92.52,553345.02,92.57,42628.33,91.96,
2019,644135.19,100,597779.89,100,46355.3,100,
2018,578088.85,89.75,535325.62,89.55,42763.23,92.25,
2017,652144.97,101.24,605085.16,101.22,47059.81,101.52,
2016,745764.55,115.78,695576.1,116.36,50188.45,108.27,
2015,673212.35,104.51,622769.61,104.18,50442.74,108.82,
2014,737189.58,114.45,682897.91,114.24,54291.67,117.12,
2013,659772.45,102.43,610920.93,102.2,48851.52,105.38,
2023,589145.46,91.46,551010.11,92.18,38135.35,82.27,T
2024,575398.03,89.33,539317.67,90.22,36080.36,77.83,T
2025,561650.6,87.19,527625.23,88.26,34025.37,73.4,T
2026,547903.17,85.06,515932.78,86.31,31970.39,68.97,T
2027,534155.74,82.93,504240.34,84.35,29915.4,64.54,T
2028,520408.31,80.79,492547.89,82.4,27860.41,60.1,T
2029,506660.87,78.66,480855.45,80.44,25805.42,55.67,T
2030,492913.44,76.52,469163.01,78.48,23750.44,51.24,T
2031,479166.01,74.39,457470.56,76.53,21695.45,46.8,T
2032,465418.58,72.25,445778.12,74.57,19640.46,42.37,T
2033,451671.15,70.12,434085.67,72.62,17585.47,37.94,T
2034,437923.72,67.99,422393.23,70.66,15530.48,33.5,T
2035,424176.28,65.85,410700.79,68.7,13475.5,29.07,T
2036,410428.85,63.72,399008.34,66.75,11420.51,24.64,T
2037,396681.42,61.58,387315.9,64.79,9365.52,20.2,T
2038,382933.99,59.45,375623.45,62.84,7310.53,15.77,T
2039,369186.56,57.32,363931.01,60.88,5255.55,11.34,T
2040,355439.13,55.18,352238.57,58.92,3200.56,6.9,T
2041,341691.69,53.05,340546.12,56.97,1145.57,2.47,T
2042,327944.26,50.91,328853.68,55.01,0,0,T
2043,314196.83,48.78,317161.23,53.06,0,0,T
2044,300449.4,46.64,305468.79,51.1,0,0,T
2045,286701.97,44.51,293776.35,49.14,0,0,T
2046,272954.54,42.38,282083.9,47.19,0,0,T
2047,259207.1,40.24,270391.46,45.23,0,0,T
2048,245459.67,38.11,258699.01,43.28,0,0,T
2049,231712.24,35.97,247006.57,41.32,0,0,T
2050,217964.81,33.84,235314.13,39.36,0,0,T
