年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,224803.2,80.41,115796.35,110.75,109006.85,62.29,
2021,240707.61,86.1,94702.02,90.57,146005.59,83.43,
2020,240551.46,86.05,90907.13,86.94,149644.33,85.51,
2019,279555.01,100,104560.63,100,174994.38,100,
2018,292456.93,104.62,106446.71,101.8,186010.22,106.29,
2017,300008.28,107.32,109308.92,104.54,190699.36,108.97,
2016,268667.56,96.11,93862.15,89.77,174805.41,99.89,
2015,278928.49,99.78,93236,89.17,185692.49,106.11,
2014,266779.77,95.43,100102.19,95.74,166677.58,95.25,
2023,206552.59,73.89,119541.58,114.33,87011.01,49.72,T
2024,188301.99,67.36,123286.82,117.91,65015.16,37.15,T
2025,170051.38,60.83,127032.06,121.49,43019.32,24.58,T
2026,151800.78,54.3,130777.3,125.07,21023.48,12.01,T
2027,133550.17,47.77,134522.54,128.66,0,0,T
2028,115299.57,41.24,138267.78,132.24,0,0,T
2029,97048.96,34.72,142013.02,135.82,0,0,T
2030,78798.36,28.19,145758.25,139.4,0,0,T
2031,60547.75,21.66,149503.49,142.98,0,0,T
2032,42297.15,15.13,153248.73,146.56,0,0,T
2033,24046.54,8.6,156993.97,150.15,0,0,T
2034,5795.94,2.07,160739.21,153.73,0,0,T
2035,0,0,164484.45,157.31,0,0,T
2036,0,0,168229.69,160.89,0,0,T
2037,0,0,171974.92,164.47,0,0,T
2038,0,0,175720.16,168.06,0,0,T
2039,0,0,179465.4,171.64,0,0,T
2040,0,0,183210.64,175.22,0,0,T
2041,0,0,186955.88,178.8,0,0,T
2042,0,0,190701.12,182.38,0,0,T
2043,0,0,194446.36,185.97,0,0,T
2044,0,0,198191.59,189.55,0,0,T
2045,0,0,201936.83,193.13,0,0,T
2046,0,0,205682.07,196.71,0,0,T
2047,0,0,209427.31,200.29,0,0,T
2048,0,0,213172.55,203.87,0,0,T
2049,0,0,216917.79,207.46,0,0,T
2050,0,0,220663.03,211.04,0,0,T
