年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,285186.84,101.95,156751.95,103.92,128434.89,99.65,
2019,279721.67,100,150834.73,100,128886.94,100,
2018,299431.89,107.05,162132.17,107.49,137299.72,106.53,
2017,305724.97,109.3,160383.73,106.33,145341.24,112.77,
2016,304393.57,108.82,165225.1,109.54,139168.47,107.98,
2015,266762.5,95.37,141512.45,93.82,125250.05,97.18,
2014,236540.63,84.56,125288.37,83.06,111252.26,86.32,
2021,278340.8,99.51,155541.36,103.12,122799.44,95.28,T
2022,271494.75,97.06,154330.76,102.32,117163.99,90.9,T
2023,264648.71,94.61,153120.17,101.52,111528.54,86.53,T
2024,257802.67,92.16,151909.58,100.71,105893.09,82.16,T
2025,250956.62,89.72,150698.98,99.91,100257.64,77.79,T
2026,244110.58,87.27,149488.39,99.11,94622.19,73.41,T
2027,237264.54,84.82,148277.8,98.3,88986.74,69.04,T
2028,230418.49,82.37,147067.2,97.5,83351.29,64.67,T
2029,223572.45,79.93,145856.61,96.7,77715.84,60.3,T
2030,216726.41,77.48,144646.02,95.9,72080.39,55.93,T
2031,209880.36,75.03,143435.42,95.09,66444.94,51.55,T
2032,203034.32,72.58,142224.83,94.29,60809.49,47.18,T
2033,196188.28,70.14,141014.24,93.49,55174.04,42.81,T
2034,189342.23,67.69,139803.64,92.69,49538.59,38.44,T
2035,182496.19,65.24,138593.05,91.88,43903.14,34.06,T
2036,175650.15,62.79,137382.46,91.08,38267.69,29.69,T
2037,168804.1,60.35,136171.86,90.28,32632.24,25.32,T
2038,161958.06,57.9,134961.27,89.48,26996.79,20.95,T
2039,155112.02,55.45,133750.68,88.67,21361.34,16.57,T
2040,148265.97,53,132540.08,87.87,15725.89,12.2,T
2041,141419.93,50.56,131329.49,87.07,10090.44,7.83,T
2042,134573.89,48.11,130118.9,86.27,4454.99,3.46,T
2043,127727.84,45.66,128908.3,85.46,0,0,T
2044,120881.8,43.22,127697.71,84.66,0,0,T
2045,114035.76,40.77,126487.12,83.86,0,0,T
2046,107189.71,38.32,125276.52,83.06,0,0,T
2047,100343.67,35.87,124065.93,82.25,0,0,T
2048,93497.63,33.43,122855.34,81.45,0,0,T
2049,86651.58,30.98,121644.74,80.65,0,0,T
2050,79805.54,28.53,120434.15,79.85,0,0,T
