年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2021,21959.31,100.87,3067.67,98.81,18891.64,101.22,
2020,22371.7,102.77,3551.92,114.41,18819.78,100.83,
2019,21769.5,100,3104.67,100,18664.83,100,
2018,22441.5,103.09,3277.8,105.58,19163.7,102.67,
2017,22106.19,101.55,2470.21,79.56,19635.98,105.2,
2016,17951.5,82.46,1676.07,53.99,16275.43,87.2,
2015,10682.25,49.07,886.02,28.54,9796.23,52.48,
2022,21798.58,100.13,2997.63,96.55,18800.95,100.73,T
2023,21637.85,99.4,2927.58,94.3,18710.27,100.24,T
2024,21477.12,98.66,2857.54,92.04,18619.58,99.76,T
2025,21316.39,97.92,2787.5,89.78,18528.89,99.27,T
2026,21155.66,97.18,2717.45,87.53,18438.21,98.79,T
2027,20994.93,96.44,2647.41,85.27,18347.52,98.3,T
2028,20834.2,95.7,2577.37,83.02,18256.83,97.81,T
2029,20673.47,94.97,2507.32,80.76,18166.15,97.33,T
2030,20512.74,94.23,2437.28,78.5,18075.46,96.84,T
2031,20352.01,93.49,2367.24,76.25,17984.77,96.36,T
2032,20191.28,92.75,2297.19,73.99,17894.09,95.87,T
2033,20030.55,92.01,2227.15,71.74,17803.4,95.38,T
2034,19869.82,91.27,2157.11,69.48,17712.71,94.9,T
2035,19709.09,90.54,2087.06,67.22,17622.03,94.41,T
2036,19548.36,89.8,2017.02,64.97,17531.34,93.93,T
2037,19387.63,89.06,1946.98,62.71,17440.65,93.44,T
2038,19226.9,88.32,1876.93,60.46,17349.97,92.96,T
2039,19066.17,87.58,1806.89,58.2,17259.28,92.47,T
2040,18905.44,86.84,1736.85,55.94,17168.59,91.98,T
2041,18744.71,86.11,1666.8,53.69,17077.91,91.5,T
2042,18583.98,85.37,1596.76,51.43,16987.22,91.01,T
2043,18423.25,84.63,1526.72,49.17,16896.53,90.53,T
2044,18262.52,83.89,1456.67,46.92,16805.85,90.04,T
2045,18101.79,83.15,1386.63,44.66,16715.16,89.55,T
2046,17941.06,82.41,1316.59,42.41,16624.47,89.07,T
2047,17780.33,81.68,1246.54,40.15,16533.79,88.58,T
2048,17619.6,80.94,1176.5,37.89,16443.1,88.1,T
2049,17458.87,80.2,1106.46,35.64,16352.41,87.61,T
2050,17298.14,79.46,1036.41,33.38,16261.73,87.12,T
