年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,284920.61,102.09,95634.5,101.06,189286.11,102.62,
2021,311165.73,111.5,104751.16,110.7,206414.57,111.91,
2020,272700.97,97.72,92327.95,97.57,180373.02,97.79,
2019,279074.94,100,94629.63,100,184445.31,100,
2018,313601.05,112.37,100244.13,105.93,213356.92,115.67,
2017,327449.69,117.33,107693.4,113.81,219756.29,119.14,
2016,277823.64,99.55,94080.36,99.42,183743.28,99.62,
2015,208233.27,74.62,64502.38,68.16,143730.89,77.93,
2014,273659.72,98.06,79744.35,84.27,193915.37,105.13,
2013,281966,101.04,88613.07,93.64,193352.93,104.83,
2023,286869.16,102.79,95969.46,101.42,190899.7,103.5,T
2024,288817.72,103.49,96304.41,101.77,192513.3,104.37,T
2025,290766.27,104.19,96639.37,102.12,194126.9,105.25,T
2026,292714.83,104.89,96974.33,102.48,195740.5,106.12,T
2027,294663.38,105.59,97309.28,102.83,197354.1,107,T
2028,296611.94,106.28,97644.24,103.19,198967.7,107.87,T
2029,298560.49,106.98,97979.2,103.54,200581.3,108.75,T
2030,300509.05,107.68,98314.15,103.89,202194.89,109.62,T
2031,302457.6,108.38,98649.11,104.25,203808.49,110.5,T
2032,304406.16,109.08,98984.07,104.6,205422.09,111.37,T
2033,306354.71,109.78,99319.03,104.96,207035.69,112.25,T
2034,308303.27,110.47,99653.98,105.31,208649.29,113.12,T
2035,310251.83,111.17,99988.94,105.66,210262.89,114,T
2036,312200.38,111.87,100323.9,106.02,211876.49,114.87,T
2037,314148.94,112.57,100658.85,106.37,213490.08,115.75,T
2038,316097.49,113.27,100993.81,106.73,215103.68,116.62,T
2039,318046.05,113.96,101328.77,107.08,216717.28,117.5,T
2040,319994.6,114.66,101663.72,107.43,218330.88,118.37,T
2041,321943.16,115.36,101998.68,107.79,219944.48,119.25,T
2042,323891.71,116.06,102333.64,108.14,221558.08,120.12,T
2043,325840.27,116.76,102668.59,108.5,223171.67,121,T
2044,327788.82,117.46,103003.55,108.85,224785.27,121.87,T
2045,329737.38,118.15,103338.51,109.2,226398.87,122.75,T
2046,331685.93,118.85,103673.46,109.56,228012.47,123.62,T
2047,333634.49,119.55,104008.42,109.91,229626.07,124.5,T
2048,335583.04,120.25,104343.38,110.27,231239.67,125.37,T
2049,337531.6,120.95,104678.33,110.62,232853.27,126.25,T
2050,339480.16,121.64,105013.29,110.97,234466.86,127.12,T
