年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,59810.03,114.36,34199.79,122.47,25610.24,105.07,
2019,52298.8,100,27925.12,100,24373.68,100,
2021,67321.26,128.72,40474.46,144.94,26846.8,110.15,T
2022,74832.49,143.09,46749.13,167.41,28083.36,115.22,T
2023,82343.72,157.45,53023.8,189.88,29319.92,120.29,T
2024,89854.95,171.81,59298.47,212.35,30556.48,125.37,T
2025,97366.18,186.17,65573.14,234.82,31793.04,130.44,T
2026,104877.41,200.54,71847.81,257.29,33029.6,135.51,T
2027,112388.64,214.9,78122.48,279.76,34266.16,140.59,T
2028,119899.87,229.26,84397.15,302.23,35502.72,145.66,T
2029,127411.1,243.62,90671.82,324.7,36739.28,150.73,T
2030,134922.33,257.98,96946.49,347.17,37975.84,155.81,T
2031,142433.56,272.35,103221.16,369.64,39212.4,160.88,T
2032,149944.79,286.71,109495.83,392.11,40448.96,165.95,T
2033,157456.02,301.07,115770.5,414.57,41685.52,171.03,T
2034,164967.25,315.43,122045.17,437.04,42922.08,176.1,T
2035,172478.48,329.79,128319.84,459.51,44158.64,181.17,T
2036,179989.71,344.16,134594.51,481.98,45395.2,186.25,T
2037,187500.94,358.52,140869.18,504.45,46631.76,191.32,T
2038,195012.17,372.88,147143.85,526.92,47868.32,196.39,T
2039,202523.4,387.24,153418.52,549.39,49104.88,201.47,T
2040,210034.63,401.61,159693.19,571.86,50341.44,206.54,T
2041,217545.86,415.97,165967.86,594.33,51578,211.61,T
2042,225057.09,430.33,172242.53,616.8,52814.56,216.69,T
2043,232568.32,444.69,178517.2,639.27,54051.12,221.76,T
2044,240079.55,459.05,184791.87,661.74,55287.68,226.83,T
2045,247590.78,473.42,191066.54,684.21,56524.24,231.91,T
2046,255102.01,487.78,197341.21,706.68,57760.8,236.98,T
2047,262613.24,502.14,203615.88,729.15,58997.36,242.05,T
2048,270124.47,516.5,209890.55,751.62,60233.92,247.13,T
2049,277635.7,530.86,216165.22,774.09,61470.48,252.2,T
2050,285146.93,545.23,222439.89,796.56,62707.04,257.27,T
