年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,310709.09,94.04,128062.25,95.26,182646.84,93.21,
2021,348952.09,105.62,142762.88,106.19,206189.21,105.22,
2020,314914.72,95.31,125617.28,93.44,189297.44,96.6,
2019,330399.62,100,134441.47,100,195958.15,100,
2018,380559.63,115.18,163009.92,121.25,217549.71,111.02,
2017,387432.73,117.26,157600.12,117.23,229832.61,117.29,
2016,292323.84,88.48,114271.58,85,178052.26,90.86,
2015,279751.74,84.67,111983.4,83.3,167768.34,85.61,
2014,243164.06,73.6,96569.37,71.83,146594.69,74.81,
2013,183290.74,55.48,43774.21,32.56,139516.53,71.2,
2023,304145.59,92.05,125935.85,93.67,178209.74,90.94,T
2024,297582.08,90.07,123809.44,92.09,173772.63,88.68,T
2025,291018.57,88.08,121683.04,90.51,169335.53,86.41,T
2026,284455.06,86.09,119556.63,88.93,164898.43,84.15,T
2027,277891.55,84.11,117430.23,87.35,160461.33,81.89,T
2028,271328.04,82.12,115303.82,85.77,156024.22,79.62,T
2029,264764.54,80.13,113177.42,84.18,151587.12,77.36,T
2030,258201.03,78.15,111051.01,82.6,147150.02,75.09,T
2031,251637.52,76.16,108924.61,81.02,142712.91,72.83,T
2032,245074.01,74.18,106798.2,79.44,138275.81,70.56,T
2033,238510.5,72.19,104671.8,77.86,133838.71,68.3,T
2034,231946.99,70.2,102545.39,76.28,129401.6,66.04,T
2035,225383.49,68.22,100418.99,74.69,124964.5,63.77,T
2036,218819.98,66.23,98292.58,73.11,120527.4,61.51,T
2037,212256.47,64.24,96166.17,71.53,116090.3,59.24,T
2038,205692.96,62.26,94039.77,69.95,111653.19,56.98,T
2039,199129.45,60.27,91913.36,68.37,107216.09,54.71,T
2040,192565.94,58.28,89786.96,66.79,102778.99,52.45,T
2041,186002.44,56.3,87660.55,65.2,98341.88,50.19,T
2042,179438.93,54.31,85534.15,63.62,93904.78,47.92,T
2043,172875.42,52.32,83407.74,62.04,89467.68,45.66,T
2044,166311.91,50.34,81281.34,60.46,85030.57,43.39,T
2045,159748.4,48.35,79154.93,58.88,80593.47,41.13,T
2046,153184.89,46.36,77028.53,57.3,76156.37,38.86,T
2047,146621.39,44.38,74902.12,55.71,71719.27,36.6,T
2048,140057.88,42.39,72775.72,54.13,67282.16,34.33,T
2049,133494.37,40.4,70649.31,52.55,62845.06,32.07,T
2050,126930.86,38.42,68522.91,50.97,58407.96,29.81,T
