年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2020,97288.17,108.17,80996.86,109.56,16291.31,101.73,
2019,89942.24,100,73927.98,100,16014.26,100,
2018,84226.46,93.65,67520.99,91.33,16705.47,104.32,
2017,89482.82,99.49,72214.36,97.68,17268.46,107.83,
2016,84560.38,94.02,67458.25,91.25,17102.13,106.79,
2015,80563.08,89.57,64117.68,86.73,16445.4,102.69,
2021,99889.95,111.06,83924.36,113.52,15965.59,99.7,T
2022,102491.74,113.95,86851.86,117.48,15639.88,97.66,T
2023,105093.52,116.85,89779.36,121.44,15314.16,95.63,T
2024,107695.3,119.74,92706.86,125.4,14988.44,93.59,T
2025,110297.09,122.63,95634.36,129.36,14662.73,91.56,T
2026,112898.87,125.52,98561.86,133.32,14337.01,89.53,T
2027,115500.65,128.42,101489.36,137.28,14011.29,87.49,T
2028,118102.44,131.31,104416.86,141.24,13685.58,85.46,T
2029,120704.22,134.2,107344.36,145.2,13359.86,83.42,T
2030,123306,137.09,110271.86,149.16,13034.14,81.39,T
2031,125907.79,139.99,113199.36,153.12,12708.43,79.36,T
2032,128509.57,142.88,116126.86,157.08,12382.71,77.32,T
2033,131111.35,145.77,119054.36,161.04,12056.99,75.29,T
2034,133713.14,148.67,121981.86,165,11731.28,73.26,T
2035,136314.92,151.56,124909.36,168.96,11405.56,71.22,T
2036,138916.7,154.45,127836.86,172.92,11079.84,69.19,T
2037,141518.49,157.34,130764.36,176.88,10754.13,67.15,T
2038,144120.27,160.24,133691.86,180.84,10428.41,65.12,T
2039,146722.05,163.13,136619.36,184.8,10102.69,63.09,T
2040,149323.84,166.02,139546.86,188.76,9776.98,61.05,T
2041,151925.62,168.91,142474.36,192.72,9451.26,59.02,T
2042,154527.4,171.81,145401.86,196.68,9125.54,56.98,T
2043,157129.19,174.7,148329.36,200.64,8799.83,54.95,T
2044,159730.97,177.59,151256.86,204.6,8474.11,52.92,T
2045,162332.75,180.49,154184.36,208.56,8148.39,50.88,T
2046,164934.54,183.38,157111.86,212.52,7822.68,48.85,T
2047,167536.32,186.27,160039.36,216.48,7496.96,46.81,T
2048,170138.1,189.16,162966.86,220.44,7171.24,44.78,T
2049,172739.89,192.06,165894.36,224.4,6845.53,42.75,T
2050,175341.67,194.95,168821.86,228.36,6519.81,40.71,T
