年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,279823.44,78.56,192397.73,59.44,87425.71,269.13,
2021,277973.15,78.04,237411.14,73.34,40562.01,124.87,
2020,308892.53,86.72,289049.47,89.3,19843.06,61.09,
2019,356182.71,100,323698.71,100,32484,100,
2018,445303.96,125.02,336654.36,104,108649.6,334.47,
2017,431830.86,121.24,311833.34,96.33,119997.52,369.4,
2016,457787.54,128.53,351795.2,108.68,105992.34,326.29,
2015,495730.1,139.18,361042.01,111.54,134688.09,414.63,
2014,532640.39,149.54,382357.32,118.12,150283.07,462.64,
2023,254370.35,71.42,148630.74,45.92,105739.61,325.51,T
2024,228917.26,64.27,104863.74,32.4,124053.51,381.89,T
2025,203464.16,57.12,61096.75,18.87,142367.41,438.27,T
2026,178011.07,49.98,17329.76,5.35,160681.31,494.65,T
2027,152557.98,42.83,0,0,178995.22,551.03,T
2028,127104.89,35.69,0,0,197309.12,607.4,T
2029,101651.8,28.54,0,0,215623.02,663.78,T
2030,76198.71,21.39,0,0,233936.92,720.16,T
2031,50745.62,14.25,0,0,252250.83,776.54,T
2032,25292.53,7.1,0,0,270564.73,832.92,T
2033,0,0,0,0,288878.63,889.3,T
2034,0,0,0,0,307192.53,945.67,T
2035,0,0,0,0,325506.43,1002.05,T
2036,0,0,0,0,343820.34,1058.43,T
2037,0,0,0,0,362134.24,1114.81,T
2038,0,0,0,0,380448.14,1171.19,T
2039,0,0,0,0,398762.04,1227.56,T
2040,0,0,0,0,417075.94,1283.94,T
2041,0,0,0,0,435389.85,1340.32,T
2042,0,0,0,0,453703.75,1396.7,T
2043,0,0,0,0,472017.65,1453.08,T
2044,0,0,0,0,490331.55,1509.46,T
2045,0,0,0,0,508645.45,1565.83,T
2046,0,0,0,0,526959.36,1622.21,T
2047,0,0,0,0,545273.26,1678.59,T
2048,0,0,0,0,563587.16,1734.97,T
2049,0,0,0,0,581901.06,1791.35,T
2050,0,0,0,0,600214.97,1847.72,T
