年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
2022,203125.48,107.38,175222.7,110.67,27902.78,90.5,
2021,194556.92,102.85,168789.61,106.61,25767.31,83.57,
2020,168786.75,89.23,136159.15,86,32627.6,105.82,
2019,189159.88,100,158327.91,100,30831.97,100,
2018,208853.77,110.41,175136.83,110.62,33716.94,109.36,
2017,204076.68,107.89,170123.71,107.45,33952.97,110.12,
2016,206242.59,109.03,173636.6,109.67,32605.99,105.75,
2015,211771.81,111.95,176756.72,111.64,35015.09,113.57,
2014,212539.46,112.36,171806.61,108.51,40732.85,132.11,
2023,207780.68,109.84,180854.29,114.23,26926.38,87.33,T
2024,212435.88,112.3,186485.89,117.78,25949.99,84.17,T
2025,217091.07,114.77,192117.48,121.34,24973.59,81,T
2026,221746.27,117.23,197749.08,124.9,23997.19,77.83,T
2027,226401.47,119.69,203380.67,128.46,23020.8,74.67,T
2028,231056.67,122.15,209012.27,132.01,22044.4,71.5,T
2029,235711.87,124.61,214643.86,135.57,21068.01,68.33,T
2030,240367.07,127.07,220275.46,139.13,20091.61,65.16,T
2031,245022.27,129.53,225907.06,142.68,19115.21,62,T
2032,249677.47,131.99,231538.65,146.24,18138.82,58.83,T
2033,254332.67,134.45,237170.25,149.8,17162.42,55.66,T
2034,258987.87,136.91,242801.84,153.35,16186.02,52.5,T
2035,263643.06,139.38,248433.44,156.91,15209.63,49.33,T
2036,268298.26,141.84,254065.03,160.47,14233.23,46.16,T
2037,272953.46,144.3,259696.63,164.02,13256.83,43,T
2038,277608.66,146.76,265328.22,167.58,12280.44,39.83,T
2039,282263.86,149.22,270959.82,171.14,11304.04,36.66,T
2040,286919.06,151.68,276591.41,174.7,10327.64,33.5,T
2041,291574.26,154.14,282223.01,178.25,9351.25,30.33,T
2042,296229.46,156.6,287854.6,181.81,8374.85,27.16,T
2043,300884.66,159.06,293486.2,185.37,7398.46,24,T
2044,305539.86,161.52,299117.8,188.92,6422.06,20.83,T
2045,310195.05,163.99,304749.39,192.48,5445.66,17.66,T
2046,314850.25,166.45,310380.99,196.04,4469.27,14.5,T
2047,319505.45,168.91,316012.58,199.59,3492.87,11.33,T
2048,324160.65,171.37,321644.18,203.15,2516.47,8.16,T
2049,328815.85,173.83,327275.77,206.71,1540.08,5,T
2050,333471.05,176.29,332907.37,210.26,563.68,1.83,T
